time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
49104600,0.094,0.096,0.939,94.78,187.495,-142.59
49104610,0.081,0.121,0.957,85.085,190.627,-143.027
49104620,0.076,0.134,0.982,72.415,193.322,-141.277
49104630,0.022,0.131,0.964,54.18,194.565,-137.62
49104640,-0.064,0.096,0.942,41.807,190.82,-133.227
49104650,-0.085,0.091,0.919,34.982,187.075,-127.137
49104660,-0.077,0.105,0.907,33.04,184.765,-118.3
49104670,-0.085,0.138,0.898,31.902,185.045,-107.31
49104680,-0.14,0.144,0.89,28.595,186.025,-96.005
49104690,-0.18,0.169,0.866,23.257,188.457,-86.8
49104700,-0.244,0.173,0.859,18.305,188.527,-78.382
49104710,-0.318,0.199,0.844,7.42,185.22,-71.452
49104720,-0.406,0.18,0.833,-3.587,179.462,-65.992
49104730,-0.478,0.175,0.854,-14,169.54,-64.015
49104740,-0.562,0.124,0.871,-23.345,151.795,-59.902
49104750,-0.595,0.089,0.885,-30.712,128.222,-55.422
49104760,-0.608,0.027,0.887,-32.742,101.307,-50.207
49104770,-0.608,-0.001,0.902,-29.907,73.78,-45.29
49104780,-0.597,0.011,0.923,-27.58,47.337,-42.105
49104790,-0.566,0.029,0.941,-28.63,23.45,-41.317
49104800,-0.532,0.044,0.952,-33.827,2.362,-42.052
49104810,-0.507,0.02,0.936,-40.932,-15.067,-42.857
49104820,-0.428,0.006,0.918,-47.67,-26.897,-47.285
49104830,-0.364,-0.013,0.892,-53.427,-35.21,-49.052
49104840,-0.319,-0.036,0.864,-56.297,-38.395,-44.555
49104850,-0.313,-0.077,0.829,-52.99,-40.022,-32.515
49104860,-0.327,-0.1,0.828,-43.05,-39.41,-16.205
49104870,-0.384,-0.083,0.865,-31.097,-40.792,0.91
49104880,-0.436,-0.034,0.924,-21.735,-48.317,15.89
49104890,-0.453,0.004,0.943,-17.202,-62.86,30.467
49104900,-0.38,0.029,0.952,-17.57,-74.637,40.197
49104910,-0.297,0.029,0.923,-23.38,-79.887,44.415
49104920,-0.258,-0.005,0.912,-30.17,-76.212,43.907
49104920,-0.256,-0.037,0.918,-32.48,-71.12,39.812
49104930,-0.277,-0.072,0.908,-29.382,-69.457,39.532
49104940,-0.282,-0.089,0.919,-20.212,-70.665,41.405
49104950,-0.298,-0.086,0.946,-7.77,-75.39,40.74
49104960,-0.297,-0.068,0.964,3.815,-83.282,34.317
49104970,-0.225,-0.036,0.965,11.917,-87.64,24.71
49104980,-0.117,0.005,0.974,14.735,-85.575,17.255
49104990,-0.053,0.049,0.984,10.57,-75.53,13.002
49105000,0.063,0.055,1.055,1.137,-58.17,10.867
49105010,0.111,-0.005,0.972,-12.897,-23.467,14.945
49105020,0.031,0.009,1.006,-20.09,6.72,16.292
49105030,-0.041,0.021,1.016,-25.147,33.302,18.007
49105040,-0.127,-0.003,1.016,-36.435,48.86,25.777
49105050,-0.179,-0.078,0.994,-47.705,57.61,30.275
49105060,-0.174,-0.158,0.972,-50.715,60.952,27.527
49105070,-0.199,-0.155,0.966,-43.137,68.652,21.612
49105080,-0.303,-0.154,0.956,-33.617,67.9,25.567
49105090,-0.48,-0.296,0.971,-7.192,54.442,30.922
49105100,-0.355,-0.113,1.134,6.457,42.332,12.652
49105110,-0.412,-0.111,1.101,-8.89,27.93,16.292
49105120,-0.416,-0.119,1.01,-3.78,19.215,13.72
49105130,-0.366,-0.083,1.047,1.225,12.827,10.22
49105140,-0.344,-0.066,1.022,-6.09,9.432,10.955
49105150,-0.358,-0.072,0.977,-9.94,7.875,10.027
49105160,-0.342,-0.064,0.963,-10.85,6.79,6.807
49105170,-0.366,-0.06,0.952,-14.385,4.41,7.98
49105180,-0.363,-0.07,0.939,-15.54,-0.262,6.982
49105190,-0.273,-0.074,0.905,-15.032,-2.17,1.977
49105200,-0.263,-0.089,0.897,-13.737,0.262,3.867
49105210,-0.309,-0.124,0.888,-9.467,2.922,6.947
49105220,-0.277,-0.107,0.915,-2.8,5.88,3.185
49105230,-0.285,-0.099,0.922,-2.765,6.247,3.185
49105240,-0.297,-0.109,0.981,-3.29,4.742,2.782
49105250,-0.26,-0.139,0.978,-4.165,3.447,0.612
49105260,-0.265,-0.151,0.94,-2.555,1.47,-1.557
49105260,-0.273,-0.11,0.932,-0.787,-1.33,-2.747
49105280,-0.287,-0.092,0.897,0.227,-3.325,-1.54
49105280,-0.282,-0.064,0.918,0.612,-6.615,-0.367
49105300,-0.261,-0.092,0.904,-2.152,-6.842,4.427
49105300,-0.236,-0.113,0.896,-1.417,-4.375,5.6
49105320,-0.265,-0.135,0.889,1.417,-0.525,7.787
49105320,-0.285,-0.125,0.898,6.02,0.682,10.045
49105330,-0.282,-0.097,0.916,8.662,0.91,10.605
49105340,-0.269,-0.095,0.915,9.24,1.47,10.395
49105350,-0.268,-0.11,0.918,11.095,3.71,10.482
49105360,-0.288,-0.098,0.933,11.97,5.652,10.762
49105370,-0.317,-0.092,0.926,11.847,6.965,10.622
49105380,-0.33,-0.089,0.956,17.202,5.932,12.145
49105390,-0.324,-0.065,0.964,16.275,4.97,12.757
49105400,-0.326,-0.046,0.977,14.507,4.252,10.762
49105410,-0.337,-0.045,0.983,13.02,4.812,9.572
49105420,-0.337,-0.034,1.011,12.005,4.795,10.482
49105430,-0.342,-0.037,0.997,8.137,5.722,11.97
49105440,-0.377,-0.036,0.992,5.932,4.497,11.287
49105450,-0.372,-0.025,0.992,3.552,2.1,8.907
49105460,-0.35,-0.018,0.979,1.207,-0.63,7.052
49105470,-0.331,-0.017,0.966,-1.067,-2.152,5.862
49105480,-0.331,-0.022,0.948,-2.642,-2.782,4.9
49105490,-0.334,-0.025,0.947,-3.307,-3.972,3.605
49105500,-0.319,-0.024,0.954,-3.64,-5.845,2.012
49105510,-0.29,-0.03,0.959,-4.532,-6.247,1.015
49105520,-0.287,-0.046,0.951,-5.617,-5.372,1.015
49105530,-0.291,-0.058,0.938,-5.635,-4.252,1.032
49105540,-0.299,-0.05,0.953,-5.495,-3.64,1.452
49105550,-0.292,-0.057,0.944,-6.177,-3.937,2.205
49105560,-0.292,-0.064,0.941,-6.352,-3.587,2.905
49105570,-0.302,-0.063,0.948,-6.44,-3.797,3.832
49105580,-0.301,-0.06,0.941,-6.545,-4.06,4.637
49105590,-0.302,-0.056,0.943,-6.947,-4.375,5.25
49105600,-0.299,-0.066,0.931,-7.927,-3.552,5.635
49105600,-0.29,-0.073,0.926,-5.722,-2.327,4.532
49105620,-0.294,-0.058,0.931,-4.725,-0.07,4.672
49105620,-0.296,-0.053,0.933,-4.97,1.627,5.617
49105640,-0.3,-0.064,0.926,-4.497,3.85,6.475
49105640,-0.336,-0.043,0.931,-3.22,3.29,6.335
49105660,-0.331,-0.071,0.952,-3.43,2.485,4.917
49105660,-0.312,-0.095,0.955,-0.927,0.752,1.312
49105670,-0.333,-0.102,0.958,0.315,-0.542,-0.035
49105680,-0.359,-0.083,0.961,1.137,-4.13,-1.662
49105690,-0.354,-0.071,0.946,0.962,-7.857,-3.167
49105700,-0.34,-0.076,0.931,0.647,-11.777,-3.675
49105710,-0.311,-0.07,0.934,1.575,-13.09,-4.952
49105720,-0.31,-0.057,0.927,0.647,-14.21,-4.655
49105730,-0.293,-0.068,0.93,0.63,-14.682,-3.692
49105740,-0.263,-0.075,0.929,1.995,-14.227,-4.095
49105750,-0.261,-0.061,0.94,4.147,-12.705,-2.992
49105760,-0.243,-0.049,0.948,4.34,-10.045,-1.557
49105770,-0.267,-0.044,0.959,2.152,-6.58,0.227
49105780,-0.284,-0.063,0.956,0.035,-4.427,0.49
49105790,-0.285,-0.073,0.952,-0.105,-3.902,0.49
49105800,-0.306,-0.071,0.949,0.175,-5.11,0.105
49105810,-0.303,-0.073,0.945,0.665,-7.297,-1.592
49105820,-0.3,-0.073,0.946,2.205,-8.627,-2.117
49105830,-0.305,-0.052,0.963,2.852,-7.77,-1.68
49105840,-0.317,-0.029,0.948,1.4,-7.63,-1.522
49105850,-0.241,-0.036,0.928,-1.137,-3.29,-1.61
49105860,-0.3,-0.05,0.946,0.385,1.89,-0.07
49105870,-0.389,-0.028,0.955,2.975,-0.28,0.822
49105880,-0.317,0.008,0.972,2.922,-3.552,0.507
49105890,-0.286,0,0.982,-0.385,-4.445,0.315
49105900,-0.294,-0.03,0.986,-3.045,-2.677,-0.227
49105910,-0.283,-0.044,0.984,-4.252,-0.77,-1.26
49105920,-0.269,-0.042,0.98,-4.655,0.665,-1.767
49105930,-0.27,-0.043,0.965,-5.617,1.75,-1.277
49105940,-0.252,-0.056,0.952,-6.982,3.797,-0.297
49105950,-0.24,-0.068,0.941,-6.09,7.35,0.717
49105960,-0.268,-0.064,0.938,-3.937,10.325,1.522
49105970,-0.303,-0.055,0.942,-3.062,9.975,1.995
49105980,-0.305,-0.063,0.937,-3.307,8.505,2.31
49105990,-0.321,-0.071,0.93,-2.817,6.072,1.995
49106000,-0.333,-0.071,0.94,-2.24,4.13,1.592
