time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
49209790,-0.561,-0.541,0.652,15.89,2.292,35.315
49209800,-0.658,-0.546,0.684,19.775,3.045,28.91
49209810,-0.837,-0.565,0.763,17.78,-4.655,23.03
49209820,-0.852,-0.652,0.773,14.35,-43.207,2.572
49209830,-0.444,-0.484,0.573,29.172,-58.957,-26.617
49209840,0.042,-0.236,0.747,21.28,-37.852,-14.962
49209850,-0.749,-0.651,0.65,8.242,-0.735,22.47
49209850,-0.755,-0.567,0.728,16.922,-12.162,14.105
49209870,-0.344,-0.404,0.779,28.875,-22.592,6.965
49209870,-0.448,-0.441,0.704,21.28,-17.062,10.045
49209890,-0.488,-0.416,0.702,21.507,-12.967,10.71
49209890,-0.405,-0.364,0.765,23.012,-13.195,10.5
49209910,-0.415,-0.386,0.805,16.345,-8.575,12.18
49209910,-0.549,-0.449,0.811,8.015,-5.477,10.167
49209920,-0.583,-0.447,0.816,4.445,-8.277,5.11
49209930,-0.617,-0.453,0.843,0.892,-11.725,1.767
49209940,-0.726,-0.496,0.818,-4.847,-19.04,-3.01
49209950,-0.756,-0.532,0.817,-6.09,-30.73,-9.467
49209960,-0.77,-0.561,0.81,-4.847,-44.345,-15.505
49209970,-0.748,-0.565,0.769,-1.05,-61.442,-19.53
49209980,-0.674,-0.554,0.769,5.88,-76.125,-20.265
49209990,-0.53,-0.538,0.715,9.87,-89.04,-20.737
49210000,-0.258,-0.458,0.696,15.015,-90.16,-17.36
49210010,-0.151,-0.356,0.718,16.485,-79.485,-9.835
49210020,-0.166,-0.357,0.716,9.415,-63.735,-5.617
49210030,-0.115,-0.384,0.711,2.257,-49.612,-10.71
49210040,-0.141,-0.434,0.732,-2.082,-36.715,-10.29
49210050,-0.235,-0.491,0.76,-3.447,-29.54,-8.435
49210060,-0.248,-0.517,0.771,-0.77,-24.955,-7.437
49210070,-0.316,-0.518,0.779,2.415,-22.61,-6.3
49210080,-0.407,-0.523,0.761,4.042,-22.592,-6.125
49210090,-0.442,-0.508,0.762,7.962,-23.922,-6.37
49210100,-0.493,-0.488,0.771,9.712,-27.055,-4.462
49210110,-0.526,-0.461,0.822,8.557,-31.377,-3.587
49210120,-0.535,-0.461,0.864,4.375,-36.995,-4.585
49210130,-0.524,-0.468,0.918,1.452,-44.135,-4.865
49210140,-0.518,-0.47,0.92,-1.855,-54.915,-4.865
49210150,-0.386,-0.459,0.857,-1.592,-65.59,-5.267
49210160,-0.201,-0.403,0.759,1.82,-66.622,0.875
49210170,-0.168,-0.331,0.763,-1.61,-57.067,2.17
49210180,-0.185,-0.337,0.796,-11.06,-49.525,-3.902
49210190,-0.128,-0.39,0.816,-19.88,-36.557,-4.2
49210200,-0.269,-0.513,0.867,-23.24,-28.315,-1.312
49210210,-0.324,-0.516,0.911,-17.377,-30.87,-9.152
49210220,-0.311,-0.477,0.936,-13.562,-38.115,-11.532
49210230,-0.366,-0.538,0.945,-13.072,-47.495,-12.145
49210240,-0.36,-0.536,0.867,-9.66,-54.32,-17.272
49210250,-0.418,-0.481,0.827,-5.687,-59.097,-14.367
49210260,-0.482,-0.452,0.856,-4.917,-65.695,-14.14
49210260,-0.409,-0.495,0.86,-8.33,-74.917,-17.535
49210280,-0.262,-0.503,0.861,-8.977,-79.327,-19.687
49210280,-0.214,-0.464,0.848,-8.312,-79.205,-17.43
49210300,-0.184,-0.41,0.808,-9.765,-77.035,-17.027
49210300,-0.093,-0.379,0.795,-10.727,-71.977,-17.29
49210320,-0.153,-0.36,0.725,-11.042,-59.15,-14.542
49210320,-0.172,-0.374,1.002,-18.322,-63.822,-14.105
49210330,0.139,-0.602,0.824,-30.415,-61.687,-14.35
49210340,0.102,-0.495,0.82,-23.432,-50.662,-11.147
49210350,0.075,-0.376,0.792,-25.06,-37.66,-6.002
49210360,0.078,-0.399,0.796,-29.802,-23.1,-7.612
49210370,0.008,-0.473,0.747,-36.907,-12.757,-7.14
49210380,-0.073,-0.414,0.412,-34.02,2.065,-5.162
49210390,-0.503,-0.262,0.932,-28.63,8.54,5.687
49210400,-0.255,-0.661,1.059,-45.972,-10.115,-1.33
49210410,0.016,-1.002,0.922,-47.407,-24.027,-7.542
49210420,-0.16,-0.885,0.744,-27.562,-29.872,-4.27
49210430,-0.195,-0.604,0.694,-6.807,-36.015,-3.71
49210440,-0.095,-0.535,0.685,-2.642,-38.377,-6.965
49210450,-0.018,-0.599,0.695,-5.95,-34.72,-12.442
49210460,0.076,-0.611,0.709,-2.397,-27.265,-12.81
49210470,0.133,-0.573,0.721,4.952,-19.145,-6.125
49210480,0.218,-0.549,0.717,11.987,-8.837,1.12
49210490,0.319,-0.535,0.699,17.045,5.372,7.542
49210500,0.331,-0.508,0.658,21.7,25.375,13.3
49210510,0.301,-0.453,0.665,21.402,47.687,17.71
49210520,0.187,-0.47,0.692,15.295,68.197,22.067
49210530,0.074,-0.55,0.725,13.142,82.127,27.387
49210540,-0.069,-0.6,0.752,25.655,85.837,41.562
49210550,-0.108,-0.503,0.812,25.147,91,36.995
49210560,-0.27,-0.49,0.832,20.16,97.51,30.152
49210570,-0.453,-0.542,0.854,15.12,94.867,25.287
