time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
49018500,-0.121,0.086,0.966,20.65,-9.38,-24.202
49018510,-0.135,0.066,0.918,-9.03,17.202,-13.562
49018510,-0.234,0.014,0.864,-30.555,42.472,3.657
49018530,-0.282,-0.022,0.81,-40.792,62.422,21.77
49018530,-0.375,-0.055,0.788,-45.237,76.807,40.6
49018550,-0.524,-0.091,0.75,-45.675,82.477,55.195
49018550,-0.607,-0.078,0.736,-40.67,77.56,60.847
49018570,-0.727,-0.053,0.732,-32.217,60.9,64.645
49018570,-0.704,0.041,0.742,-23.257,34.685,59.307
49018580,-0.67,0.072,0.714,-19.582,6.825,55.562
49018590,-0.585,0.099,0.718,-16.975,-16.677,48.562
49018600,-0.536,0.101,0.714,-17.64,-32.462,38.99
49018610,-0.491,0.062,0.734,-12.302,-40.04,30.415
49018620,-0.459,0.088,0.762,-7.315,-39.987,20.457
49018630,-0.454,0.12,0.838,-1.872,-36.207,14.63
49018640,-0.468,0.143,0.871,-6.23,-27.51,10.22
49018650,-0.478,0.075,0.953,-6.002,-13.895,9.957
49018660,-0.64,0.11,1.055,-2.572,-4.375,15.417
49018670,-0.667,0.134,1.087,-8.575,-0.367,16.887
49018680,-0.663,0.084,1.032,-25.9,7.682,16.887
49018690,-0.722,0.066,1.04,-35.542,16.327,17.622
49018700,-0.89,-0.03,1.065,-38.255,16.905,20.422
49018710,-0.888,-0.18,0.97,-30.135,6.405,25.41
49018720,-0.728,-0.089,0.908,-4.882,0.245,25.672
49018730,-0.727,0.079,0.936,21.245,-3.832,24.307
49018740,-0.718,0.174,0.965,33.372,-7.63,20.807
49018750,-0.669,0.164,0.957,36.732,-14.245,21.612
49018760,-0.642,0.152,0.952,38.622,-23.73,26.39
49018770,-0.606,0.203,0.958,40.11,-36.697,30.31
49018780,-0.515,0.267,0.952,37.1,-47.11,33.915
49018790,-0.441,0.278,0.938,27.597,-50.75,40.285
49018800,-0.468,0.242,0.927,12.652,-47.04,47.652
49018810,-0.493,0.238,0.955,-4.445,-42.472,44.835
49018820,-0.496,0.274,0.97,-23.747,-43.557,38.307
49018830,-0.565,0.307,0.956,-45.832,-53.06,40.897
49018830,-0.565,0.308,0.896,-69.125,-66.57,47.11
49018850,-0.482,0.287,0.814,-92.207,-77.332,50.802
49018850,-0.388,0.279,0.765,-113.75,-83.562,50.767
49018870,-0.401,0.181,0.742,-131.512,-88.2,52.325
49018870,-0.359,0.067,0.729,-135.642,-89.39,49.052
49018890,-0.316,-0.065,0.756,-121.975,-84.507,47.827
49018890,-0.266,-0.148,0.833,-98.315,-75.197,40.512
49018910,-0.218,-0.165,0.865,-74.655,-63.262,27.037
49018910,-0.232,-0.178,0.929,-54.442,-50.925,17.307
49018920,-0.273,-0.228,1.004,-39.847,-44.905,3.972
49018930,-0.215,-0.26,1.006,-30.24,-40.267,-17.412
49018940,-0.142,-0.303,0.999,-19.792,-32.935,-39.357
49018950,-0.153,-0.325,1.023,-7.017,-24.01,-59.307
49018960,-0.302,-0.27,1.115,7.857,-26.232,-77.157
49018970,-0.357,-0.176,1.131,20.755,-46.147,-87.43
49018980,-0.241,-0.093,1.079,31.377,-70.14,-86.432
49018990,-0.133,-0.006,1.019,35.647,-84.787,-79.8
49019000,-0.018,0.072,0.954,31.692,-83.002,-72.45
49019010,0.079,0.1,0.896,23.59,-66.99,-59.447
49019020,0.045,0.068,0.886,18.655,-42.507,-41.352
49019030,-0.056,0.02,0.92,19.932,-21.017,-24.902
49019040,-0.097,-0.007,0.91,25.882,-3.08,-13.965
49019050,-0.123,-0.011,0.903,30.747,13.002,-6.545
49019060,-0.229,-0.033,0.911,32.532,21.735,-4.357
49019070,-0.287,-0.026,0.899,30.467,21.507,-10.15
49019080,-0.326,-0.014,0.907,23.642,16.975,-16.817
49019090,-0.342,0.006,0.878,16.065,6.965,-26.092
49019100,-0.254,0.067,0.807,12.407,-0.857,-30.66
49019110,-0.189,0.06,0.747,11.62,-1.75,-26.302
49019120,-0.134,0,0.696,6.475,6.44,-23.012
49019130,-0.162,-0.086,0.707,3.01,20.23,-17.797
49019140,-0.278,-0.209,0.719,5.022,29.137,-9.24
49019150,-0.352,-0.237,0.727,15.435,26.897,-4.69
49019160,-0.403,-0.169,0.759,32.235,14.227,-4.13
49019170,-0.397,-0.079,0.773,45.885,-5.652,-7.42
49019180,-0.314,-0.009,0.773,51.765,-22.645,-11.865
49019190,-0.2,0.046,0.767,50.4,-31.535,-12.372
49019200,-0.104,0.062,0.762,42.385,-28.682,-6.737
49019210,-0.043,0.036,0.774,30.817,-14.77,1.75
49019220,-0.063,0,0.808,19.74,6.492,10.132
49019230,-0.149,-0.017,0.873,9.362,28.42,16.852
49019240,-0.281,0.001,0.98,-3.605,44.905,21.84
49019250,-0.447,0.043,1.099,-18.882,47.915,25.567
49019260,-0.557,0.066,1.176,-34.807,35.647,28.927
49019260,-0.558,0.05,1.16,-50.19,15.785,30.31
49019280,-0.427,0.043,1.089,-62.93,1.645,29.085
49019280,-0.428,0.04,1.068,-70.822,-4.602,29.592
49019300,-0.397,-0.016,1.093,-70.437,-17.92,31.657
49019300,-0.46,-0.135,1.122,-41.387,-29.172,33.495
49019320,-0.386,-0.054,1.144,-5.232,-39.515,17.412
49019320,-0.23,0.003,1.131,21.507,-36.522,3.202
49019330,-0.162,0,1.13,44.73,-24.29,-7.052
49019340,-0.155,0.064,1.119,53.865,-9.012,-19.11
49019350,-0.193,0.108,1.079,56.052,0.227,-22.925
49019360,-0.168,0.109,1,59.377,5.985,-18.217
49019370,-0.123,0.084,0.912,62.527,15.452,-13.755
49019380,-0.171,0.072,0.899,65.52,28.017,-13.072
49019390,-0.299,0.079,0.942,67.602,32.217,-11.357
49019400,-0.392,0.095,0.973,67.585,24.85,-8.295
49019410,-0.414,0.122,0.993,64.102,10.15,-8.365
49019420,-0.403,0.147,0.987,55.212,-7.035,-10.097
49019430,-0.377,0.186,0.969,43.505,-24.255,-10.92
49019440,-0.331,0.249,0.944,30.747,-36.89,-8.505
49019450,-0.289,0.312,0.911,14.77,-46.025,-1.295
49019460,-0.219,0.344,0.853,-7.262,-48.965,8.137
49019470,-0.168,0.367,0.832,-29.347,-43.592,14.98
49019480,-0.147,0.38,0.832,-49.245,-32.637,19.775
49019490,-0.169,0.362,0.847,-67.357,-21.997,25.532
49019500,-0.224,0.275,0.875,-80.552,-15.05,29.697
49019510,-0.265,0.243,0.884,-87.762,-10.377,28.875
49019520,-0.299,0.222,0.91,-96.11,-6.212,27.177
49019530,-0.275,0.203,0.925,-106.137,-5.302,23.257
49019540,-0.239,0.164,0.91,-116.865,-4.9,18.882
49019550,-0.214,0.106,0.898,-123.707,-2.765,16.625
49019560,-0.195,0.034,0.893,-124.407,3.202,14.595
49019570,-0.2,0.016,0.937,-122.867,11.55,10.727
49019580,-0.268,-0.053,0.948,-122.745,16.852,8.382
49019580,-0.285,-0.114,0.976,-117.495,18.217,1.837
49019600,-0.274,-0.161,0.973,-110.582,15.33,-1.4
49019600,-0.265,-0.221,0.967,-100.03,8.347,-3.57
49019620,-0.243,-0.244,0.997,-91.07,4.252,-9.87
49019620,-0.222,-0.249,1.004,-89.897,4.13,-11.55
49019640,-0.256,-0.305,0.938,-93.082,3.482,-8.89
49019640,-0.273,-0.348,0.897,-93.432,0.42,-13.247
49019660,-0.337,-0.387,0.844,-94.622,-6.912,-15.785
49019660,-0.386,-0.45,0.794,-88.602,-19.862,-16.03
49019670,-0.33,-0.445,0.771,-70.455,-33.39,-18.515
49019680,-0.281,-0.432,0.774,-47.127,-43.382,-16.957
49019690,-0.219,-0.368,0.823,-23.1,-48.737,-12.407
49019700,-0.159,-0.309,0.849,-8.697,-48.895,-8.137
