time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
41829780,0.359,-0.447,1.038,-20.23,11.602,13.912
41829780,0.365,-0.46,1.043,-23.695,15.68,18.427
41829800,0.356,-0.481,1.037,-27.352,19.617,20.177
41829800,0.298,-0.513,1.031,-29.802,20.65,19.372
41829820,0.23,-0.561,1.008,-27.107,15.452,16.747
41829820,0.206,-0.589,0.986,-16.17,5.967,11.795
41829830,0.196,-0.597,0.967,1.89,-4.655,4.83
41829840,0.185,-0.584,0.939,25.497,-13.387,-5.145
41829850,0.184,-0.538,0.909,53.077,-17.552,-19.407
41829860,0.182,-0.484,0.87,81.042,-17.447,-36.277
41829870,0.176,-0.417,0.851,106.995,-14.77,-54.635
41829880,0.167,-0.343,0.849,128.415,-12.827,-72.222
41829890,0.145,-0.272,0.854,144.322,-13.44,-85.522
41829900,0.146,-0.214,0.871,154.052,-15.995,-96.442
41829910,0.144,-0.164,0.87,157.64,-18.567,-106.47
41829920,0.132,-0.109,0.881,155.802,-18.742,-115.22
41829930,0.122,-0.084,0.9,146.247,-20.282,-123.567
41829940,0.138,-0.089,0.886,133.507,-20.457,-130.725
41829950,0.158,-0.065,0.87,122.395,-15.487,-137.112
41829960,0.163,-0.04,0.872,111.212,-7.105,-142.047
41829970,0.169,-0.026,0.849,102.27,2.922,-144.095
41829980,0.196,0.121,0.924,96.775,12.407,-143.062
41829990,0.169,0.467,1.039,54.162,23.887,-105.56
41830000,0,-0.238,0.511,22.925,25.235,-65.59
41830010,0.07,-0.035,0.651,64.137,28.525,-90.632
41830020,0.114,0.183,0.807,76.807,43.347,-94.447
41830030,0.014,0.098,0.743,66.622,60.007,-80.237
41830040,-0.076,0.093,0.781,62.002,70.507,-67.777
41830050,-0.135,0.07,0.816,55.317,74.742,-54.547
41830060,-0.175,0.044,0.856,47.442,75.127,-43.68
41830070,-0.248,0.011,0.891,38.885,73.675,-34.632
41830080,-0.281,-0.038,0.902,35.507,68.967,-25.882
41830080,-0.249,-0.11,0.908,40.495,62.79,-22.172
41830100,-0.231,-0.111,0.926,52.395,58.712,-22.977
41830100,-0.22,-0.081,0.948,67.217,54.565,-21.962
41830120,0.001,-0.165,0.941,83.177,52.22,-14.35
41830120,-0.194,-0.017,0.965,101.395,57.942,-3.062
41830140,-0.168,-0.055,1.009,114.082,56.752,-9.345
41830140,-0.17,-0.048,1.056,127.96,55.632,-15.26
41830160,-0.221,0.043,1.109,139.79,44.695,-21.945
41830160,-0.234,0.15,1.147,143.342,27.615,-23.082
41830170,-0.187,0.245,1.189,138.337,9.082,-31.64
41830180,-0.005,0.206,1.138,122.465,-0.77,-43.26
41830190,0.083,0.227,1.07,107.415,3.867,-49.98
41830200,0.108,0.256,1.057,98.542,15.435,-49.682
41830210,0.155,0.215,1.073,97.702,24.902,-35.945
41830220,0.05,0.3,1.039,100.345,28.857,-15.75
41830230,0.021,0.366,1.013,101.08,24.325,-0.595
41830240,-0.108,0.521,0.933,94.692,16.257,12.967
41830250,-0.327,0.431,0.894,98.052,-2.362,13.195
41830260,-0.038,0.527,0.892,90.3,-20.58,-10.412
41830270,-0.024,0.477,0.811,71.68,-34.212,-20.912
41830280,0.05,0.491,0.775,63.227,-40.6,-22.732
41830290,0.122,0.429,0.78,62.475,-41.247,-19.81
41830300,0.129,0.424,0.847,67.41,-35.14,-13.737
41830310,0.141,0.411,0.91,65.94,-25.567,-6.737
41830320,0.149,0.358,0.937,62.142,-12.18,4.952
41830330,-0.015,0.375,0.974,60.392,2.572,13.86
41830340,-0.113,0.389,0.971,58.117,6.737,16.677
41830350,-0.095,0.428,0.975,59.85,-1.522,16.905
41830360,-0.019,0.431,0.967,58.887,-13.3,20.37
41830370,0.001,0.488,0.991,55.527,-18.48,29.172
41830380,0.09,0.502,0.992,47.11,-20.16,34.037
41830390,0.119,0.546,1.002,37.8,-16.677,42.21
41830400,0.215,0.639,1.043,24.202,-8.207,55.037
41830410,0.227,0.603,0.985,4.165,3.675,73.762
41830420,0.166,0.557,1.013,-11.427,14.175,85.085
41830430,0.068,0.364,0.954,-22.715,22.627,72.94
41830440,-0.022,0.416,1.015,-24.43,25.007,39.917
41830450,0.001,0.381,0.974,-26.722,22.12,33.32
41830460,0.156,0.359,0.922,-15.505,26.897,15.82
