time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
49962370,-0.163,-0.234,0.978,-21.315,-19.495,3.272
49962380,-0.202,-0.265,0.975,-21.63,-15.645,1.19
49962390,-0.275,-0.255,0.973,-19.67,-13.51,0.56
49962400,-0.382,-0.219,0.942,-19.652,-13.58,-1.557
49962410,-0.432,-0.198,0.969,-19.635,-17.185,-4.83
49962420,-0.433,-0.173,0.944,-22.995,-23.537,-8.977
49962430,-0.406,-0.195,0.997,-24.605,-32.112,-8.855
49962440,-0.367,-0.248,1.007,-24.867,-38.85,-3.482
49962450,-0.347,-0.219,0.99,-24.797,-47.215,-2.765
49962460,-0.319,-0.167,0.966,-26.215,-54.11,-2.712
49962470,-0.348,-0.172,0.961,-29.855,-61.722,-2.31
49962480,-0.348,-0.259,0.965,-32.795,-69.405,-4.515
49962490,-0.247,-0.284,0.863,-30.625,-76.877,-5.775
49962500,-0.216,-0.257,0.808,-21.735,-77.472,-2.397
49962510,-0.065,-0.216,0.842,-14.735,-73.15,3.237
49962520,0.007,-0.205,0.931,-13.615,-62.58,10.5
49962530,-0.02,-0.273,0.916,-15.575,-50.487,14.437
49962540,-0.12,-0.105,0.375,-15.872,-33.127,17.08
49962550,-1.327,0.035,1.427,-26.372,-38.57,29.102
49962560,0.19,-0.72,1.159,-35.315,-84.787,-14.63
49962570,0.279,-0.595,0.991,-20.807,-85.82,-12.53
49962580,-0.222,-0.093,1.106,-12.232,-71.4,-4.077
49962590,-0.156,-0.092,1.009,-25.865,-70.595,-17.902
49962600,-0.129,-0.327,0.928,-37.555,-66.482,-20.23
49962610,-0.121,-0.35,0.958,-32.567,-64.61,-18.252
49962620,0.007,-0.265,0.982,-29.242,-63.752,-17.395
49962630,0.105,-0.22,0.989,-31.955,-58.957,-14.332
49962640,0.149,-0.218,0.938,-39.095,-49.035,-13.177
49962650,0.159,-0.248,0.906,-44.537,-36.382,-12.057
49962660,0.138,-0.299,0.879,-46.672,-23.677,-9.082
49962670,0.093,-0.362,0.884,-45.78,-14.017,-4.095
49962670,0.086,-0.375,0.88,-43.96,-5.915,-2.24
49962690,0.009,-0.396,0.89,-35.402,-0.962,-0.927
49962690,-0.026,-0.382,0.854,-32.34,2.45,-5.302
49962710,-0.069,-0.414,0.806,-27.79,4.532,-7.595
49962710,-0.107,-0.444,0.782,-20.107,5.285,-5.792
49962730,-0.113,-0.446,0.778,-11.2,4.865,-3.307
49962730,-0.077,-0.435,0.781,-3.902,4.865,-1.33
49962750,-0.028,-0.438,0.789,4.112,6.457,0.787
49962750,0.005,-0.445,0.791,13.58,9.17,3.255
49962760,0.046,-0.432,0.812,23.362,11.987,4.497
49962770,0.043,-0.372,0.881,30.572,17.412,5.845
49962780,0.057,-0.316,0.954,29.837,23.485,3.622
49962790,0.006,-0.361,0.938,26.67,31.43,4.147
49962800,-0.059,-0.306,0.983,28.875,36.872,5.67
49962810,-0.048,-0.3,1.009,27.527,38.64,5.845
49962820,0.029,-0.337,0.945,28.63,42.402,5.827
49962830,0.05,-0.38,0.87,36.155,47.18,9.747
49962840,0.105,-0.375,0.787,47.057,52.062,15.365
49962850,0.121,-0.403,0.705,61.267,57.977,23.747
49962860,0.056,-0.419,0.628,80.115,65.66,33.652
49962870,-0.07,-0.39,0.623,97.982,75.53,37.8
49962880,-0.22,-0.373,0.61,112.245,84.157,31.92
49962890,-0.38,-0.317,0.573,133.735,84.385,17.92
49962900,-0.436,-0.222,0.625,160.912,74.882,1.4
49962910,-0.444,-0.169,0.786,178.447,63.157,-8.907
49962920,-0.467,-0.16,0.881,179.952,49.822,-17.027
49962930,-0.51,-0.097,1.035,180.057,31.272,-30.537
49962940,-0.44,-0.054,1.167,172.795,11.76,-38.71
49962950,-0.305,0.054,1.263,155.505,0.35,-36.505
49962960,-0.331,0.094,1.281,132.965,-5.407,-29.12
49962970,-0.289,0.129,1.309,111.002,-5.6,-27.387
49962980,-0.267,0.125,1.253,89.127,-4.9,-26.022
49962990,-0.213,0.151,1.234,70.91,-1.295,-23.327
49963000,-0.215,0.157,1.163,54.092,5.232,-20.562
49963010,-0.236,0.142,1.123,40.215,9.817,-19.267
49963010,-0.22,0.118,1.062,28.472,11.637,-20.772
49963030,-0.166,0.068,0.998,21.717,16.887,-20.212
49963030,-0.22,0.068,0.983,20.282,22.12,-20.965
49963050,-0.262,0.076,0.963,17.29,21.682,-25.025
49963050,-0.304,0.069,0.968,13.842,19.11,-29.505
49963070,-0.328,0.018,0.957,11.252,10.167,-34.615
49963070,-0.349,-0.026,0.951,12.6,0.63,-40.022
49963080,-0.387,-0.032,0.937,14.98,-12.18,-45.115
49963090,-0.304,-0.01,0.943,20.842,-23.467,-48.825
49963100,-0.26,0.007,0.97,26.425,-29.837,-47.88
49963110,-0.222,0.012,0.929,28.945,-35.297,-43.68
49963120,-0.165,0,0.933,34.282,-31.097,-37.677
49963130,-0.16,0.037,0.971,37.607,-23.87,-32.812
49963140,-0.186,0.07,0.961,33.687,-16.59,-27.457
49963150,-0.169,0.11,0.948,27.125,-10.307,-24.85
49963160,-0.162,0.1,0.958,20.615,-3.832,-18.252
49963170,-0.21,0.071,0.935,16.45,-0.42,-9.73
49963180,-0.215,0.062,0.929,14.647,2.047,-4.305
49963190,-0.183,0.068,0.914,16.222,3.92,1.102
49963200,-0.218,0.054,0.917,19.425,5.932,7.42
49963210,-0.203,0.086,0.89,22.207,8.19,7.385
49963220,-0.176,0.103,0.891,23.467,13.685,7.962
49963230,-0.191,0.11,0.868,23.415,18.025,9.572
49963240,-0.182,0.109,0.849,24.727,22.715,7.56
49963250,-0.162,0.087,0.83,28.507,29.12,5.687
49963260,-0.204,0.083,0.832,33.39,32.585,5.565
49963270,-0.194,0.101,0.84,42.035,36.015,5.46
49963280,-0.165,0.123,0.861,48.265,42.49,7.227
49963290,-0.211,0.129,0.929,48.702,51.135,7.402
49963300,-0.319,0.154,0.993,45.272,53.392,2.852
49963310,-0.366,0.185,1.036,38.99,48.107,-3.447
49963320,-0.358,0.215,1.096,29.085,43.155,-6.44
49963330,-0.374,0.22,1.133,17.815,34.842,-7.017
49963340,-0.354,0.204,1.084,9.065,30.257,-5.442
49963350,-0.293,0.175,1.036,4.655,30.94,-0.875
49963360,-0.288,0.156,0.978,5.075,32.987,6.317
49963370,-0.331,0.179,0.931,8.137,34.405,14.56
49963380,-0.322,0.237,0.914,8.365,34.125,19.775
49963390,-0.304,0.271,0.912,6.702,36.207,23.922
49963400,-0.287,0.289,0.903,-0.805,42.7,28.28
