time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
43092390,0.035,-0.285,0.926,9.467,-8.417,-6.72
43092390,0.093,-0.165,1.005,14.367,-7.402,-8.522
43092410,0.129,-0.126,1.047,11.095,-4.952,-11.602
43092410,0.105,-0.099,1.046,5.092,-1.277,-10.22
43092420,0.02,-0.119,1.04,-3.395,1.417,-10.832
43092430,-0.045,-0.12,1.047,-8.89,2.607,-14.455
43092440,-0.01,-0.048,1.101,-14.98,2.66,-21.367
43092450,0.001,0.005,1.162,-25.97,4.112,-29.487
43092460,0.024,0.103,1.279,-38.937,11.987,-44.432
43092470,-0.138,0.154,1.52,-69.58,30.677,-68.25
43092480,0.145,0.076,1.614,-126.7,46.742,-82.407
43092490,0.173,-0.128,1.665,-196.752,51.852,-70.227
43092500,0.536,-0.153,1.531,-263.007,37.03,-32.76
43092510,0.535,-0.234,1.466,-291.55,14.822,24.062
43092520,0.375,-0.257,1.549,-291.987,-20.037,65.66
43092530,0.21,-0.133,1.603,-327.88,-58.222,108.745
43092540,-1.126,-1.208,1.998,-400.452,-127.925,142.59
43092550,-0.3,-1.998,0.236,-371.227,-241.797,122.272
43092560,-0.328,-1.998,-0.061,-205.03,-162.312,130.077
43092570,-0.476,-1.77,-0.174,-67.515,-48.51,118.177
43092580,0.742,-0.992,-0.287,-36.417,49.612,98.175
43092590,0.837,-0.673,0.057,-72.94,105.647,14.91
43092600,0.688,-0.501,0.25,-99.172,132.755,-71.435
43092610,0.417,0.004,0.441,-80.43,162.155,-121.8
43092620,0.113,0.482,0.57,-79.887,187.407,-154.507
43092630,-0.192,1.086,0.779,-79.817,193.97,-163.45
43092640,-0.219,1.575,0.932,-62.615,179.06,-148.61
43092650,-0.188,1.592,0.951,-29.54,151.9,-129.955
43092660,-0.202,1.407,0.834,22.26,121.852,-100.887
43092670,-0.293,1.247,0.554,79.24,84.962,-62.107
43092670,-0.332,1,0.192,104.545,37.047,-25.987
43092690,-0.42,0.566,-0.112,92.085,-21.14,1.855
43092690,-0.432,0.097,-0.276,68.967,-83.685,17.99
43092710,-0.526,-0.287,-0.429,38.43,-141.627,27.177
43092710,-0.544,-0.555,-0.612,6.93,-188.562,29.312
43092730,-0.558,-0.649,-0.712,-18.882,-212.17,34.125
43092730,-0.577,-0.85,-0.76,-45.22,-211.137,32.252
43092750,-0.637,-0.987,-0.668,-53.742,-193.952,14.192
43092750,0.021,-1.837,0.016,-65.87,-157.027,-27.51
43092760,1.13,-1.998,1.166,-61.25,81.287,-32.847
43092770,-1.712,-1.998,0.976,126.437,147.822,-124.495
43092780,-0.517,-0.292,-0.815,493.867,53.095,-291.305
43092790,0.441,1.997,1.453,547.715,71.417,-201.215
43092800,1.998,-0.472,-0.094,358.067,22.855,-115.902
43092810,1.881,-1.586,0.878,424.427,90.422,-55.02
43092820,1.258,1.863,1.174,556.377,143.99,56.91
43092830,-0.019,-0.559,1.833,444.885,237.912,60.497
43092840,-1.992,1.997,1.544,257.337,171.062,50.47
43092850,-1.463,1.369,1.998,-112.245,-4.41,41.37
43092860,0.451,-0.176,1.621,-287.612,-71.75,3.027
43092870,0.213,-1.058,0.11,-238.035,-34.09,-21.07
43092880,-0.191,-1.731,0.141,-164.167,-26.39,-24.027
43092890,-0.063,-0.981,0.176,-91.07,-24.465,-19.687
43092900,0.267,-0.833,0.244,-19.687,-28.157,-4.865
43092910,-0.003,-0.713,0.51,47.25,-35.577,19.95
43092920,0.157,-0.467,0.811,88.27,-39.235,32.427
43092930,0.291,-0.033,1.258,101.605,-28.35,35.192
43092940,0.142,0.226,1.464,79.922,-10.325,30.415
43092950,-0.102,0.168,1.303,37.292,-3.902,25.812
43092960,-0.224,0.066,1.258,1.12,-10.622,18.602
43092970,-0.157,0.021,1.195,-29.435,-19.775,8.33
43092980,0.142,-0.179,1.205,-56.56,-24.605,-8.277
43092990,0.298,-0.091,1.23,-74.217,-16.397,-9.205
43093000,0.253,-0.147,1.261,-98.227,-4.795,-5.67
43093010,0.315,-0.246,1.191,-129.01,0.787,0.367
43093020,0.277,-0.234,1.24,-146.79,2.625,7.42
43093030,0.317,-0.318,1.248,-171.867,2.17,18.217
