time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
38580900,-0.116,0.123,0.983,-0.77,-3.325,0.017
38580910,-0.133,0.121,0.977,-0.332,-4.515,2.695
38580920,-0.098,0.112,0.972,-0.945,-6.825,3.237
38580920,-0.063,0.087,0.977,-2.677,-7.052,2.012
38580940,-0.053,0.064,0.985,-2.31,-6.16,0.367
38580940,-0.044,0.054,0.994,0.175,-3.745,-0.525
38580960,-0.037,0.07,0.989,4.165,-1.522,-0.717
38580960,-0.053,0.093,0.982,7.42,1.435,-0.385
38580980,-0.054,0.097,0.976,8.592,3.132,0.122
38580980,-0.032,0.093,0.974,8.015,5.442,0.875
38581000,-0.048,0.101,0.979,7.77,7.787,0.805
38581000,-0.078,0.103,0.982,7.997,9.205,-0.157
38581010,-0.094,0.112,0.978,8.89,8.837,-1.172
38581020,-0.102,0.129,0.979,9.012,7.77,-1.61
38581030,-0.105,0.138,0.972,7.647,6.16,-1.767
38581040,-0.113,0.151,0.975,5.145,4.41,-1.067
38581050,-0.127,0.141,0.973,2.415,2.292,-0.367
38581060,-0.129,0.142,0.982,0.332,-0.49,0.105
38581070,-0.132,0.145,0.979,-0.787,-3.325,0.472
38581080,-0.128,0.13,0.982,-2.082,-6.282,0.472
38581090,-0.128,0.119,0.984,-3.255,-8.557,0.56
38581100,-0.116,0.111,0.985,-4.305,-10.412,1.155
38581110,-0.104,0.102,0.985,-4.55,-10.99,1.907
38581120,-0.089,0.093,0.986,-3.867,-11.252,2.502
38581130,-0.076,0.09,0.984,-2.187,-10.22,2.94
38581140,-0.061,0.083,0.987,-0.262,-9.03,2.922
38581150,-0.057,0.084,0.99,1.4,-6.72,2.345
38581160,-0.055,0.093,0.99,2.87,-4.812,1.435
38581170,-0.053,0.108,0.986,3.745,-2.362,0.875
38581180,-0.065,0.112,0.984,4.287,-0.857,0.35
38581190,-0.08,0.107,0.993,4.077,0.91,0.175
38581200,-0.097,0.104,1.003,3.622,1.277,-0.052
38581210,-0.104,0.119,0.999,2.502,1.645,-0.402
38581220,-0.103,0.152,0.985,1.452,0.612,-0.875
38581230,-0.097,0.133,0.985,-0.21,-0.437,-0.962
38581240,-0.076,0.133,0.967,-1.89,-1.96,-0.612
38581250,-0.058,0.159,0.947,-2.73,-1.995,-0.315
38581260,-0.049,0.125,0.967,-4.375,-2.38,-0.612
38581270,-0.064,0.093,0.984,-5.39,-1.172,-1.82
38581280,-0.066,0.099,0.985,-5.46,-0.332,-3.132
38581290,-0.059,0.097,0.97,-5.53,1.347,-4.9
38581300,-0.076,0.085,0.946,-4.095,2.397,-6.965
38581310,-0.117,0.072,0.937,-1.085,3.202,-8.172
38581320,-0.18,0.047,0.942,3.342,2.012,-8.697
38581330,-0.22,0.063,0.953,9.45,-0.7,-7.77
38581330,-0.137,0.062,0.964,14.735,-4.742,-4.147
38581350,-0.047,0.183,0.973,18.165,-5.407,0.875
38581350,-0.089,0.265,0.943,17.675,-5.985,4.637
38581370,-0.114,0.267,0.95,9.502,-9.222,8.225
38581370,-0.106,0.269,0.946,0.542,-14.507,10.552
38581390,-0.095,0.251,0.968,-8.942,-19.355,10.622
38581390,-0.128,0.155,0.995,-17.097,-23.677,7.332
38581410,-0.08,0.047,1.015,-20.755,-25.55,2.555
38581410,-0.083,0.094,1.006,-19.355,-23.695,-3.237
38581420,0.008,0.145,1.004,-17.22,-21.07,-6.055
38581430,0.046,0.134,1.029,-17.115,-15.942,-6.93
38581440,0.027,0.07,1.034,-18.585,-8.54,-5.915
38581450,0.027,0.097,1.03,-20.142,-0.962,-3.22
38581460,-0.041,0.134,1.021,-21.595,5.302,-0.927
38581470,-0.157,0.123,1.01,-24.622,7.717,-1.995
38581480,-0.178,0.086,0.969,-26.722,4.497,-3.727
38581490,-0.161,-0.005,0.931,-24.727,-0.192,-3.535
38581500,-0.114,-0.063,0.947,-18.725,-4.795,-2.012
38581510,-0.037,-0.013,0.968,-10.097,-5.25,2.31
38581520,-0.021,0.054,0.983,-3.395,-2.957,7.717
38581530,-0.095,0.116,1.003,-1.4,-0.49,10.255
38581540,-0.187,0.163,1.014,-4.602,-2.835,8.207
38581550,-0.182,0.17,1.032,-12.232,-8.47,3.36
38581560,-0.076,0.18,1.048,-21.105,-13.615,-2.537
38581570,-0.044,0.146,1.066,-29.995,-11.9,-6.86
38581580,0.008,0.158,1.104,-38.272,-7.822,-10.745
38581590,0.045,0.232,1.146,-50.015,5.67,-13.947
38581600,-0.014,0.225,1.191,-68.862,20.072,-20.422
38581610,-0.013,0.212,1.224,-96.757,29.995,-22.347
38581620,-0.02,0.165,1.219,-125.79,38.395,-21.385
38581630,0.015,0.116,1.198,-156.17,43.785,-17.727
38581640,0.012,0.079,1.175,-182.752,49.595,-10.307
38581650,0.022,0.07,1.16,-203.857,49.49,-0.402
38581660,0.129,0.03,1.125,-219.835,50.015,11.655
38581670,0.04,-0.07,1.086,-226.765,57.155,21.315
38581670,0.009,-0.27,1.111,-229.355,60.602,23.257
38581690,-0.128,-0.275,1.211,-232.05,63.105,22.715
38581690,-0.121,-0.604,1.518,-227.57,61.127,15.312
38581710,0.113,-1.185,1.525,-205.292,46.462,3.92
38581710,0.153,-1.219,1.138,-120.785,49.735,9.257
38581730,0.324,-1.197,1.419,-27.685,80.395,1.015
38581730,0.336,-1.541,1.63,62.125,80.955,-33.932
38581750,0.44,-0.828,0.312,201.057,93.765,-64.137
38581750,-0.147,-0.276,-0.376,260.47,114.782,-73.71
38581760,-0.408,-0.251,-0.614,209.545,83.457,-91.525
38581770,-0.353,-0.095,-0.983,171.062,30.66,-90.737
38581780,-0.288,0.161,-0.911,103.53,1.295,-72.782
38581790,-0.226,0.066,-0.327,-34.387,-10.237,-76.58
38581800,-0.261,-0.244,0.196,-116.777,-27.86,-90.352
38581810,-0.282,-0.16,0.145,-103.25,-42.805,-93.485
38581820,-0.293,0.07,-0.132,-71.417,-49.997,-84.735
38581830,-0.328,0.188,-0.293,-57.995,-51.205,-77.927
38581840,-0.399,0.394,-0.366,-52.99,-55.72,-74.112
38581850,-0.064,1.201,0.067,-55.317,-59.167,-60.252
38581860,-1.994,-0.098,1.908,-174.37,-263.445,-41.825
38581870,0.604,-1.998,0.348,245.472,-422.012,-91.087
38581880,1.325,-0.026,0.837,432.88,-19.53,115.675
38581890,-1.286,1.808,-0.132,464.1,-36.645,-24.85
38581900,0.983,-0.391,1.757,401.1,-95.9,-73.062
38581910,0.921,0.613,1.867,356.055,-38.657,-4.375
38581920,1.211,1.478,1.728,268.642,18.69,20.405
38581930,-0.13,1.657,1.549,129.85,89.337,60.13
38581940,-0.961,1.497,1.342,1.907,74.007,77.735
38581950,-0.454,0.719,1.443,-117.057,16.31,61.582
38581960,-0.669,0.225,0.972,-163.502,-3.185,15.487
38581970,-0.684,-0.413,0.759,-170.047,-16.117,-31.097
38581980,-0.36,-0.63,0.555,-130.602,-32.935,-58.03
38581990,0.011,-0.8,0.593,-68.04,-38.762,-67.602
38582000,0.391,-0.754,0.681,-7.945,-41.002,-51.8
38582010,0.538,-0.402,0.798,39.585,-33.775,-17.5
38582020,0.495,-0.135,0.887,68.215,-18.672,20.72
38582030,0.19,-0.08,1.005,82.775,1.68,49.892
38582040,0.02,0.034,1.051,85.452,12.792,65.345
38582050,-0.128,0.148,1.075,82.337,19.705,63.752
38582060,-0.338,0.395,1.117,73.15,18.865,50.627
38582070,-0.339,0.485,1.169,49.315,10.237,30.38
38582080,-0.224,0.427,1.13,14.612,-3.29,10.062
38582080,-0.159,0.258,1.062,-17.465,-12.722,-4.97
38582100,-0.11,0.059,1.009,-33.932,-18.812,-14.192
38582100,0.002,-0.041,1.044,-37.135,-20.86,-19.337
38582120,0.134,0.082,1.071,-37.415,-16.712,-19.67
38582120,0.187,0.162,1.186,-45.605,-5.302,-14.227
38582140,0.175,0.248,1.261,-71.365,9.87,-9.31
38582140,0.016,0.294,1.279,-110.477,20.86,-2.94
38582160,-0.063,0.19,1.319,-161.297,12.705,8.995
38582160,0.045,0.236,1.373,-219.275,-0.945,29.645
38582170,-0.033,0.257,1.302,-266.892,-8.977,51.17
38582180,-0.23,0.038,1.252,-309.365,-20.58,67.165
38582190,-0.11,-0.297,1.256,-351.12,-34.825,84.752
38582200,-0.059,-0.482,1.436,-389.025,-39.025,98.717
38582210,-0.025,-0.745,1.633,-420.84,-17.815,99.557
38582220,-0.438,-1.69,1.437,-373.642,-22.96,82.705
38582230,0.649,-1.217,1.17,-240.17,-38.43,69.58
38582240,-0.495,-1.168,0.59,-107.082,26.425,66.447
38582250,-0.779,-0.712,1.101,-6.65,69.772,0.332
38582260,-0.334,-0.615,0.854,34.457,62.107,-6.527
38582270,-0.09,0.051,-0.287,145.617,50.662,-19.215
38582280,-0.088,0.094,-0.554,131.74,69.002,-37.817
38582290,-0.091,0,-0.397,72.065,75.477,-64.82
38582300,-0.085,-0.044,-0.238,29.575,74.9,-89.53
38582310,-0.012,-0.105,-0.178,-5.512,73.99,-111.177
38582320,-0.19,-0.073,-0.273,-14.35,72.8,-146.965
38582330,-0.459,-0.009,-0.294,-17.482,70.63,-173.057
38582340,-0.599,0.07,-0.201,-25.602,60.2,-172.812
38582350,-0.603,0.094,-0.123,-31.57,47.897,-148.75
38582360,-0.561,0.091,-0.124,-28.332,38.01,-108.167
38582370,-0.415,0.076,-0.177,-22.067,33.862,-60.13
38582380,-0.46,0.178,0.045,-26.53,36.89,-13.475
38582390,0.656,-1.394,1.557,-112.21,-2.87,-1.54
38582400,0.143,-1.812,1.983,-69.107,-149.432,-48.072
38582410,-0.192,-1.998,0.822,215.792,-276.955,-167.072
38582420,0,0.141,0.399,537.635,-23.8,-88.795
