time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
38136950,-0.041,0.082,0.986,2.87,-1.645,-0.595
38136960,-0.05,0.09,0.986,3.517,-1.505,-0.962
38136970,-0.044,0.107,0.981,3.71,-1.452,-0.962
38136980,-0.055,0.108,0.985,2.922,-2.065,-1.085
38136990,-0.05,0.112,0.987,1.872,-3.08,-0.98
38137000,-0.047,0.11,0.986,0.945,-4.27,-0.787
38137010,-0.044,0.109,0.983,0.035,-4.865,-0.507
38137020,-0.043,0.107,0.985,-0.595,-5.075,-0.21
38137030,-0.045,0.102,0.984,-1.137,-5.057,0.227
38137040,-0.045,0.097,0.986,-1.522,-4.882,0.525
38137050,-0.048,0.091,0.987,-1.522,-4.62,0.7
38137060,-0.04,0.086,0.986,-1.452,-4.165,0.857
38137070,-0.037,0.085,0.986,-0.962,-3.587,0.857
38137080,-0.043,0.083,0.986,-0.49,-2.607,0.892
38137080,-0.049,0.082,0.988,0.157,-2.187,0.787
38137100,-0.046,0.088,0.986,0.735,-1.785,0.682
38137100,-0.044,0.088,0.986,1.067,-1.75,0.455
38137120,-0.043,0.092,0.985,1.295,-1.102,0.332
38137120,-0.043,0.095,0.984,1.417,-0.997,0.28
38137140,-0.043,0.096,0.985,1.347,-0.315,0.122
38137140,-0.04,0.094,0.986,1.47,-0.175,0.035
38137160,-0.037,0.097,0.983,1.592,0.752,0.122
38137160,-0.042,0.096,0.986,1.75,1.137,0.017
38137170,-0.047,0.092,0.99,1.837,2.117,0.052
38137180,-0.054,0.088,0.996,2.135,2.38,-0.14
38137190,-0.066,0.082,1.005,2.24,3.097,-0.42
38137200,-0.075,0.069,1.013,2.59,2.852,-1.19
38137210,-0.068,0.076,1.014,3.062,3.535,-1.505
38137220,-0.061,0.085,1.006,3.255,3.43,-1.872
38137230,-0.031,0.091,0.999,3.29,4.13,-1.242
38137240,-0.04,0.098,0.999,3.01,4.48,-1.137
38137250,-0.043,0.099,0.997,2.152,5.565,-0.84
38137260,-0.068,0.111,0.995,1.732,5.652,0.035
38137270,-0.014,0.09,1,1.05,6.3,0.892
38137280,-0.058,0.095,1.003,1.925,7.787,1.19
38137290,-0.044,0.088,1,1.505,8.925,1.837
38137300,0.022,0.105,0.978,2.415,10.535,2.065
38137310,-0.044,0.094,0.998,1.592,13.632,1.662
38137320,-0.064,0.103,0.975,2.712,13.685,-0.14
38137330,-0.007,0.169,0.921,4.13,14.297,0.105
38137340,-0.038,0.179,0.912,2.187,14.525,-1.837
38137350,-0.038,0.212,0.878,0.63,13.685,-5.005
38137360,-0.041,0.215,0.869,-0.367,13.86,-6.492
38137370,-0.104,0.147,0.91,-5.232,14.997,-10.937
38137380,-0.235,0.036,0.971,-5.425,13.51,-15.627
38137390,-0.355,-0.016,0.942,-1.207,6.457,-18.322
38137400,-0.291,0.079,0.955,4.62,-3.727,-16.292
38137410,-0.126,-0.014,1.043,5.267,-8.102,-10.745
38137420,-0.07,0.116,1.043,8.155,-7.035,-4.025
38137420,-0.146,0.279,0.95,7.052,-6.86,2.467
38137440,-0.112,0.22,0.926,-5.162,-9.817,8.732
38137440,-0.044,0.123,0.981,-11.55,-9.607,14.7
38137460,-0.193,0.094,0.983,-13.387,-11.62,13.002
38137460,-0.252,0.113,0.985,-14.98,-20.457,10.272
38137480,-0.058,0.001,0.998,-17.237,-27.125,11.322
38137480,0.14,0.007,0.977,-10.045,-25.515,8.995
38137500,0.117,0.054,1,-1.137,-14.367,3.99
38137500,-0.057,0.12,1.003,3.482,-6.107,1.627
38137510,-0.086,0.143,1,2.222,-4.252,4.69
38137520,-0.114,0.149,0.999,-0.49,-6.177,5.267
38137530,-0.125,0.124,1.001,-4.2,-8.837,4.34
38137540,-0.098,0.1,1.001,-7.21,-11.515,4.427
38137550,-0.081,0.102,0.995,-8.452,-11.742,5.775
38137560,-0.068,0.064,0.995,-9.117,-12.075,5.845
38137570,-0.043,0.032,0.998,-8.417,-10.745,4.532
38137580,-0.021,0.071,0.993,-6.492,-9.117,2.135
38137590,-0.025,0.093,0.99,-5.582,-6.282,-0.157
38137600,-0.076,0.093,0.992,-5.355,-5.057,-3.132
38137610,-0.085,0.123,0.996,-5.775,-5.145,-6.405
38137620,-0.076,0.11,0.995,-7.595,-7.035,-10.307
38137630,-0.041,0.068,1,-9.59,-6.982,-13.72
38137640,-0.019,0.091,0.999,-9.415,-5.39,-15.155
38137650,0.008,0.062,0.993,-9.712,-1.365,-14.717
38137660,0.055,0.048,1,-8.102,3.552,-14.192
38137670,0.036,0.088,1.013,-5.495,11.55,-12.897
38137680,0.008,0.124,1.021,-5.232,18.935,-12.355
38137690,-0.059,0.167,1.06,-8.785,25.497,-12.845
38137700,-0.102,0.276,1.126,-18.725,29.015,-13.475
38137710,-0.035,0.412,1.284,-38.867,34.79,-14.91
38137720,-0.27,0.396,1.336,-67.515,52.01,-21.665
38137730,-0.051,0.297,1.555,-129.587,60.34,-32.287
38137740,-0.353,0.342,1.464,-191.327,81.077,-21.84
38137750,-0.385,0.429,1.562,-262.5,47.6,-6.475
38137760,-0.011,0.326,1.838,-338.52,28.455,9.905
