time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
37811010,-0.079,0.047,0.986,0.14,-1.137,1.977
37811010,-0.078,0.046,0.986,0.017,-1.89,1.785
37811030,-0.078,0.049,0.984,-0.105,-2.012,2.012
37811030,-0.081,0.05,0.984,-0.157,-2.642,2.012
37811050,-0.079,0.049,0.984,-0.35,-2.992,2.17
37811050,-0.073,0.052,0.983,-0.402,-3.465,2.327
37811070,-0.069,0.051,0.983,-0.577,-3.535,2.485
37811070,-0.069,0.045,0.985,-0.665,-3.64,2.555
37811080,-0.068,0.046,0.986,-0.577,-3.465,2.625
37811090,-0.07,0.045,0.986,-0.525,-3.342,2.59
37811100,-0.067,0.045,0.985,-0.367,-3.377,2.52
37811110,-0.07,0.048,0.985,-0.297,-3.255,2.362
37811120,-0.074,0.047,0.985,-0.42,-3.552,2.1
37811130,-0.069,0.044,0.983,-0.577,-3.727,1.942
37811140,-0.065,0.048,0.982,-0.525,-3.972,1.802
37811150,-0.07,0.048,0.985,-0.647,-3.92,1.505
37811160,-0.076,0.044,0.987,-0.7,-4.235,1.26
37811170,-0.072,0.043,0.986,-0.752,-4.165,1.242
37811180,-0.069,0.042,0.987,-0.63,-4.55,0.997
37811190,-0.068,0.041,0.987,-0.612,-4.182,0.875
37811200,-0.066,0.043,0.987,-0.402,-4.217,0.735
37811210,-0.064,0.043,0.986,-0.245,-3.587,0.752
37811220,-0.063,0.043,0.985,0.052,-3.482,0.735
37811230,-0.059,0.047,0.985,0.21,-2.607,0.717
37811240,-0.056,0.045,0.985,0.367,-2.362,0.63
37811250,-0.052,0.049,0.979,0.472,-1.417,0.682
37811260,-0.051,0.055,0.978,0.735,-1.155,0.56
37811270,-0.061,0.046,0.986,0.437,-0.21,0.21
37811280,-0.064,0.049,0.993,0.455,-0.332,-0.07
37811290,-0.083,0.047,1,-0.105,-0.577,0.175
37811300,-0.079,0.035,1.011,-0.612,-2.292,0.332
37811310,-0.076,0.014,1.02,-0.892,-2.782,0.77
37811320,-0.065,0.002,1.03,-0.157,-2.642,0.507
37811330,-0.087,0.005,1.05,0.56,-1.05,0.28
37811340,-0.039,-0.022,1.038,2.047,0.56,0.525
37811350,0.009,0,1.007,5.67,5.582,1.137
37811360,-0.042,0.055,1.001,7.385,10.71,0.735
37811370,-0.058,0.071,0.971,8.277,13.387,0.7
37811380,-0.034,0.145,0.919,7.682,13.632,1.767
37811390,-0.072,0.223,0.877,3.727,12.617,0.892
37811400,-0.05,0.258,0.85,-2.152,9.485,-0.14
37811410,-0.069,0.237,0.906,-8.96,7.997,-0.752
37811420,-0.174,0.061,0.971,-16.73,5.81,-3.692
37811420,-0.342,0.001,0.944,-15.837,2.082,-4.13
37811430,-0.479,-0.026,0.901,-13.58,-7.105,-0.945
37811440,-0.474,-0.126,0.897,-9.94,-20.422,4.847
37811450,-0.273,-0.185,1.042,-1.785,-31.57,12.985
37811460,0.146,-0.109,1.046,4.392,-37.012,20.44
37811470,0.196,0.495,0.826,8.942,-33.792,22.47
37811480,-0.144,0.52,0.875,-12.25,-36.435,19.845
37811490,0.066,-0.048,1.008,-36.47,-45.465,19.967
37811500,0.32,-0.073,1.027,-30.52,-40.565,21.455
37811510,-0.085,0.046,1.062,-24.307,-29.05,14.717
37811520,0.019,-0.153,1.05,-23.747,-25.147,18.41
37811530,0.012,-0.032,1.019,-15.172,-21.28,12.582
37811540,0.162,0.074,1.008,-11.742,-16.082,6.615
37811550,0.148,-0.023,1.003,-12.53,-3.605,7.192
37811560,0.049,-0.118,0.994,-10.255,9.782,7.122
37811570,-0.008,-0.092,1.001,-4.147,18.62,5.267
37811580,-0.07,0.003,1.009,2.117,21.752,2.975
37811590,-0.083,0.016,1.002,4.375,21.735,1.977
37811600,-0.121,0.016,0.995,4.935,19.547,0.052
37811610,-0.108,0.012,0.997,4.34,17.202,-0.63
37811620,-0.132,0.034,0.999,3.692,14.315,-1.015
37811630,-0.157,0.043,0.999,2.1,11.182,-1.085
37811640,-0.119,0.029,0.994,1.207,6.457,-2.572
37811650,-0.058,0.02,0.996,1.505,4.725,-5.565
37811660,-0.01,0.022,1.002,2.695,5.81,-8.26
37811670,-0.04,0.037,1.014,2.852,9.205,-10.605
37811680,-0.026,0.097,1.04,0.875,11.042,-12.005
37811690,-0.027,0.122,1.082,-4.76,15.015,-13.702
37811700,-0.098,0.239,1.151,-15.417,19.53,-18.147
37811710,-0.063,0.271,1.29,-36.872,24.377,-27.282
37811720,0.164,0.258,1.498,-73.08,41.212,-40.915
37811730,-0.18,0.268,1.521,-122.08,89.145,-61.915
37811740,-0.234,0.189,1.454,-194.635,109.515,-71.347
37811750,-0.121,0.247,1.4,-257.67,98.385,-64.085
37811760,0.076,0.205,1.42,-307.335,74.252,-48.247
37811760,0.229,0.027,1.381,-339.902,57.732,-22.347
37811780,-0.022,-0.061,1.391,-367.185,47.687,-3.15
37811780,-0.993,-0.799,1.869,-404.372,5.897,9.257
37811800,-1.327,-1.882,1.545,-385.245,-118.457,5.127
37811800,-0.743,-1.741,1.577,-293.947,-174.842,46.69
37811820,0.563,-1.791,0.53,-133.525,-139.842,67.882
37811820,0.261,-0.82,0.507,-35.945,-65.327,40.477
37811830,0.041,-0.069,0.24,4.462,-51.712,-21.857
37811840,0.027,0.395,0.162,16.222,-59.167,-58.695
37811850,-0.009,0.534,0.328,-16.502,-66.885,-68.057
37811860,-0.086,0.487,0.269,-11.55,-78.505,-71.365
37811870,-0.078,0.482,0.136,5.722,-70.56,-54.39
37811880,-0.157,0.291,0.165,6.317,-51.817,-40.617
37811890,-0.354,0.042,0.19,20.825,-34.037,-27.37
37811900,-0.431,-0.012,0.026,47.232,-10.395,4.602
37811910,-0.477,0.047,-0.133,65.082,6.177,40.932
37811920,-0.519,0.04,-0.105,53.585,0.455,65.887
37811930,-0.413,-0.185,0.014,25.462,-14.105,88.55
37811940,-0.272,-0.295,0.124,13.877,-18.725,104.195
