time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
51079100,-0.716,-0.086,0.664,-11.34,6.475,-0.77
51079110,-0.747,-0.044,0.699,-2.415,6.23,-1.802
51079120,-0.808,-0.02,0.691,-3.22,4.007,-1.4
51079130,-0.821,-0.041,0.663,-4.777,-1.785,-4.602
51079140,-0.791,-0.026,0.655,-3.027,-6.23,-7.63
51079150,-0.78,-0.004,0.655,-2.66,-7.56,-7.91
51079160,-0.772,0,0.65,-3.132,-7.297,-9.362
51079170,-0.743,-0.008,0.644,-3.885,-7.927,-10.92
51079180,-0.715,-0.021,0.635,-3.85,-8.435,-10.605
51079190,-0.701,-0.029,0.65,-2.257,-8.137,-8.592
51079200,-0.719,-0.047,0.67,-0.892,-6.842,-6.09
51079210,-0.748,-0.049,0.682,-0.28,-6.457,-5.32
51079220,-0.747,-0.044,0.68,-1.732,-7.665,-4.987
51079230,-0.722,-0.048,0.666,-2.205,-8.085,-5.04
51079240,-0.734,-0.05,0.635,-0.892,-8.242,-3.745
51079250,-0.724,-0.03,0.647,1.802,-9.012,-2.362
51079260,-0.713,-0.019,0.664,3.132,-6.86,-1.33
51079270,-0.729,-0.023,0.656,2.817,-3.57,-0.35
51079280,-0.725,-0.008,0.685,2.415,-0.752,-0.455
51079290,-0.72,-0.017,0.692,0.315,1.382,0.647
51079300,-0.699,-0.021,0.715,-0.665,4.34,1.4
51079310,-0.724,-0.045,0.718,-0.962,7.63,3.307
51079320,-0.732,-0.023,0.733,0.07,11.165,3.657
51079330,-0.733,0.013,0.723,-0.752,14.7,3.377
51079330,-0.744,0.04,0.732,-4.497,19.285,1.54
51079350,-0.777,0.006,0.694,-11.305,20.912,0.472
51079350,-0.751,-0.019,0.683,-11.13,20.335,-1.33
51079370,-0.736,0.007,0.699,-12.74,20.685,-2.117
51079370,-0.728,-0.008,0.71,-17.832,21.595,-2.17
51079390,-0.693,-0.076,0.668,-21.682,23.642,-1.452
51079390,-0.801,-0.138,0.663,-19.145,22.452,3.517
51079410,-0.732,-0.1,0.67,-14.455,16.24,1.697
51079410,-0.704,-0.092,0.652,-12.057,15.382,1.505
51079420,-0.747,-0.097,0.626,-11.865,16.257,3.272
51079430,-0.826,-0.104,0.604,-10.185,13.352,5.127
51079440,-0.832,-0.095,0.59,-6.667,6.947,5.722
51079450,-0.869,-0.077,0.596,-3.377,1.417,4.795
51079460,-0.872,-0.05,0.618,-2.292,-2.852,1.225
51079470,-0.872,-0.053,0.619,-3.657,-6.002,-2.485
51079480,-0.862,-0.049,0.614,-4.847,-9.275,-6.3
51079490,-0.841,-0.05,0.612,-3.482,-13.895,-8.855
51079500,-0.785,-0.044,0.608,-2.117,-18.27,-10.727
51079510,-0.734,-0.058,0.633,0.122,-19.39,-8.837
51079520,-0.727,-0.063,0.653,-2.537,-18.812,-3.185
51079530,-0.71,-0.081,0.649,-2.94,-18.112,-0.56
51079540,-0.704,-0.075,0.657,-1.102,-16.905,1.575
51079550,-0.696,-0.063,0.663,0.805,-14.402,-0.227
51079560,-0.713,-0.065,0.677,2.03,-10.307,-2.695
51079570,-0.765,-0.069,0.673,1.872,-8.645,-2.012
51079580,-0.785,-0.065,0.655,2.117,-9.66,-2.327
51079590,-0.775,-0.062,0.648,3.482,-11.27,-3.255
51079600,-0.777,-0.061,0.641,4.095,-12.127,-3.307
51079610,-0.771,-0.062,0.66,4.97,-11.952,-3.57
51079620,-0.78,-0.079,0.692,5.39,-11.567,-4.077
51079630,-0.786,-0.114,0.683,5.932,-14.297,-5.407
51079640,-0.714,-0.106,0.669,10.115,-18.987,-7.157
51079650,-0.525,-0.022,0.647,15.715,-10.325,-4.882
51079660,-0.725,-0.033,0.634,10.447,0.84,2.625
