time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
42396300,-0.526,0.092,0.856,0.857,-4.025,-11.41
42396300,-0.522,0.102,0.86,3.132,-7.927,-10.412
42396320,-0.517,0.114,0.859,5.442,-12.757,-9.152
42396320,-0.493,0.131,0.864,7.227,-16.59,-8.767
42396330,-0.476,0.145,0.88,7.56,-18.637,-8.295
42396340,-0.466,0.148,0.882,7.157,-19.11,-7.227
42396350,-0.435,0.156,0.883,7.28,-17.692,-5.862
42396360,-0.407,0.163,0.885,7.577,-14.892,-4.445
42396370,-0.414,0.166,0.899,7.997,-10.955,-2.642
42396380,-0.433,0.166,0.918,8.225,-7.28,-1.277
42396390,-0.442,0.149,0.892,7.962,-4.06,-0.525
42396400,-0.411,0.137,0.881,9.187,-1.242,1.557
42396410,-0.412,0.147,0.88,10.745,2.065,3.045
42396420,-0.453,0.159,0.901,10.885,5.67,3.902
42396430,-0.458,0.146,0.877,9.817,7.7,4.812
42396440,-0.426,0.132,0.853,9.677,9.432,6.597
42396450,-0.457,0.145,0.863,10.377,10.937,8.12
42396460,-0.496,0.162,0.868,10.185,10.535,8.645
42396470,-0.484,0.163,0.856,9.047,8.872,9.345
42396480,-0.494,0.169,0.857,8.085,6.772,9.905
42396490,-0.513,0.181,0.86,6.912,4.252,9.467
42396500,-0.501,0.186,0.85,5.11,1.452,9.082
42396510,-0.49,0.187,0.845,3.097,-0.962,9.1
42396520,-0.493,0.19,0.85,1.592,-3.185,8.925
42396530,-0.489,0.195,0.853,0.157,-5.495,8.452
42396540,-0.478,0.19,0.857,-1.575,-7.735,8.155
42396550,-0.471,0.184,0.863,-3.185,-9.345,7.63
42396560,-0.464,0.178,0.867,-4.48,-10.202,6.965
42396570,-0.453,0.167,0.873,-5.25,-10.08,6.72
42396580,-0.45,0.156,0.877,-5.232,-9.117,6.772
42396590,-0.454,0.148,0.881,-4.217,-7.84,7.07
42396600,-0.461,0.142,0.884,-2.275,-6.772,7.595
42396610,-0.459,0.142,0.884,0.367,-6.212,8.347
42396620,-0.453,0.152,0.886,3.097,-5.547,9.1
42396630,-0.452,0.159,0.884,5.145,-4.427,9.817
42396640,-0.446,0.165,0.881,6.79,-3.115,10.43
42396640,-0.445,0.175,0.882,8.137,-1.75,11.007
42396660,-0.446,0.188,0.88,8.855,-0.385,11.34
42396660,-0.446,0.202,0.876,8.837,0.787,11.182
42396670,-0.452,0.209,0.876,7.962,1.872,10.482
42396680,-0.446,0.224,0.869,6.492,2.24,8.837
42396690,-0.449,0.233,0.867,5.407,2.292,8.172
42396700,-0.449,0.242,0.864,2.975,2.17,6.58
42396710,-0.44,0.245,0.859,-0.28,2.52,4.007
42396720,-0.443,0.241,0.86,-3.85,3.272,1.417
42396730,-0.457,0.225,0.859,-7.262,3.605,-1.032
42396740,-0.465,0.208,0.861,-9.677,3.535,-3.307
42396750,-0.474,0.196,0.861,-11.2,2.66,-5.145
42396760,-0.485,0.186,0.861,-11.847,1.102,-5.862
42396770,-0.488,0.167,0.86,-11.637,-0.945,-5.88
42396780,-0.494,0.158,0.866,-9.835,-3.447,-5.495
42396790,-0.488,0.161,0.867,-8.015,-5.775,-4.917
42396800,-0.513,0.162,0.901,-6.702,-7.682,-4.095
42396810,-0.553,0.147,0.932,-6.247,-10.762,-3.517
42396820,-0.478,0.113,0.875,-4.532,-12.022,-3.815
