time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
42505640,-0.356,0.207,0.919,0.822,-1.137,6.177
42505650,-0.356,0.216,0.922,1.137,3.815,8.592
42505660,-0.348,0.231,0.926,0.49,10.045,11.392
42505670,-0.348,0.239,0.918,-0.98,16.782,15.61
42505680,-0.35,0.251,0.913,-2.362,22.89,20.195
42505690,-0.339,0.263,0.894,-4.235,28.087,24.955
42505700,-0.322,0.274,0.889,-6.282,31.097,29.89
42505710,-0.307,0.284,0.899,-8.05,31.727,33.915
42505720,-0.297,0.295,0.914,-10.01,29.522,35.052
42505730,-0.27,0.298,0.925,-12.285,25.48,30.782
42505740,-0.261,0.283,0.952,-13.37,20.23,24.29
42505750,-0.264,0.268,0.978,-13.212,11.83,15.487
42505760,-0.263,0.261,0.998,-12.53,1.155,3.57
42505770,-0.256,0.228,1.002,-11.305,-10.202,-7.927
42505780,-0.253,0.19,0.99,-8.172,-20.632,-17.325
42505780,-0.228,0.195,0.978,-4.357,-27.457,-26.967
42505800,-0.212,0.21,0.968,-3.99,-26.565,-35.437
42505800,-0.211,0.212,0.964,-8.732,-17.57,-42.962
42505820,-0.248,0.202,0.972,-18.322,-2.502,-49.367
42505820,-0.278,0.189,0.968,-30.957,15.47,-54.512
42505830,-0.311,0.168,0.949,-44.012,34.772,-55.457
42505840,-0.366,0.139,0.938,-54.617,52.482,-51.555
42505850,-0.426,0.118,0.935,-66.29,66.71,-45.132
42505860,-0.5,0.094,0.915,-77.997,76.317,-35.84
42505870,-0.58,0.069,0.901,-86.432,77.7,-23.835
42505880,-0.621,0.059,0.891,-92.68,73.15,-13.125
42505890,-0.64,0.055,0.871,-96.985,64.067,-3.447
42505900,-0.641,0.052,0.848,-99.085,52.99,4.515
42505910,-0.656,0.055,0.829,-98.21,39.952,10.64
42505920,-0.659,0.039,0.82,-91.735,24.797,15.697
42505930,-0.663,0.027,0.817,-79.887,7.542,19.267
42505940,-0.644,0.045,0.822,-63.577,-9.537,20.23
42505950,-0.609,0.082,0.82,-46.13,-23.66,18.515
42505960,-0.587,0.117,0.829,-29.645,-34.825,15.365
42505970,-0.568,0.159,0.85,-14.77,-44.52,12.46
42505980,-0.545,0.2,0.871,-4.497,-52.832,10.237
42505990,-0.522,0.23,0.883,-0.455,-59.5,8.312
42506000,-0.501,0.243,0.9,-1.732,-64.365,6.807
42506010,-0.484,0.24,0.927,-6.737,-67.812,5.67
42506020,-0.474,0.224,0.955,-14.105,-72.17,4.812
42506030,-0.447,0.2,0.979,-22.225,-77.297,3.727
42506040,-0.381,0.177,0.998,-30.152,-80.885,-1.19
42506050,-0.357,0.137,1.027,-36.085,-83.93,-7.332
42506060,-0.342,0.087,1.057,-39.917,-89.04,-15.47
42506070,-0.303,0.044,1.075,-41.877,-98.035,-25.742
42506080,-0.213,0.029,1.078,-42.21,-107.695,-37.87
42506090,-0.153,0.018,1.079,-40.95,-116.742,-48.93
42506100,-0.06,0.018,1.083,-39.795,-125.982,-58.047
42506110,0.066,0.032,1.08,-40.775,-132.247,-66.57
42506120,0.209,0.09,1.061,-45.622,-132.09,-73.255
42506130,0.332,0.115,1.02,-55.107,-122.64,-76.405
42506140,0.403,0.115,0.969,-67.515,-103.25,-78.855
42506150,0.402,0.073,0.918,-77.962,-77.087,-79.502
42506160,0.335,0.004,0.888,-80.307,-50.487,-76.51
42506170,0.267,-0.066,0.865,-71.487,-28.28,-70.017
42506170,0.204,-0.117,0.861,-52.64,-11.515,-61.267
42506190,0.151,-0.144,0.857,-29.33,2.205,-53.34
42506190,0.102,-0.143,0.857,-6.615,15.382,-47.565
42506210,0.056,-0.139,0.853,11.655,29.627,-43.925
42506210,-0.016,-0.129,0.85,23.852,43.085,-42.857
42506230,-0.129,-0.13,0.846,31.937,51.397,-43.085
42506230,-0.225,-0.136,0.841,37.59,53.497,-45.815
42506250,-0.312,-0.117,0.838,40.53,49.735,-50.155
42506250,-0.398,-0.116,0.84,40.6,40.285,-54.022
42506260,-0.475,-0.142,0.836,39.725,25.322,-56.857
42506270,-0.501,-0.149,0.822,40.127,7.542,-58.45
42506280,-0.476,-0.12,0.805,40.862,-8.032,-59.377
42506290,-0.451,-0.096,0.8,40.075,-17.832,-57.365
42506300,-0.419,-0.094,0.803,37.45,-22.015,-52.395
42506310,-0.343,-0.045,0.795,32.007,-20.545,-47.582
42506320,-0.295,-0.058,0.793,25.532,-11.62,-40.547
42506330,-0.267,-0.069,0.797,21.857,1.12,-29.277
42506340,-0.25,-0.065,0.802,20.545,15.382,-18.917
42506350,-0.245,-0.054,0.814,20.737,30.275,-9.975
42506360,-0.247,-0.038,0.825,21,44.187,-3.622
42506370,-0.258,-0.027,0.84,21,56.052,0.7
42506380,-0.278,-0.019,0.856,21,64.925,3.745
42506390,-0.301,-0.009,0.871,21.822,69.947,6.002
42506400,-0.332,0.004,0.898,22.54,70.735,7.892
42506410,-0.36,0.009,0.926,22.19,67.655,9.065
42506420,-0.387,0,0.957,21.245,60.865,9.992
42506430,-0.412,-0.002,0.982,19.162,50.96,9.222
42506440,-0.428,-0.031,1,16.695,39.69,7.472
42506450,-0.434,-0.061,1.022,16.642,27.545,5.792
42506460,-0.434,-0.061,1.052,16.467,14.927,3.64
42506470,-0.425,-0.063,1.078,13.702,3.412,1.365
42506480,-0.421,-0.093,1.098,9.397,-6.09,-0.157
42506490,-0.41,-0.117,1.111,5.232,-13.965,-0.175
42506500,-0.395,-0.131,1.12,1.75,-19.862,1.575
42506510,-0.384,-0.142,1.129,-1.225,-23.205,4.672
42506510,-0.37,-0.143,1.133,-3.92,-24.71,8.855
42506530,-0.367,-0.155,1.133,-6.982,-24.237,13.825
42506530,-0.361,-0.162,1.129,-9.537,-22.067,19.232
42506550,-0.35,-0.148,1.12,-12.372,-18.375,26.267
42506550,-0.322,-0.146,1.098,-15.872,-12.39,34.877
42506570,-0.288,-0.138,1.078,-19.53,-4.182,45.43
42506570,-0.272,-0.13,1.062,-23.432,4.515,57.05
42506580,-0.257,-0.117,1.049,-28.787,12.197,66.815
42506590,-0.243,-0.121,1.045,-35.21,18.322,71.505
42506600,-0.223,-0.128,1.023,-41.685,21.892,70.49
42506610,-0.233,-0.16,1.01,-44.065,22.925,66.605
42506620,-0.238,-0.134,1.019,-42.735,18.777,58.677
42506630,-0.241,-0.062,1.032,-41.912,7.77,47.197
42506640,-0.228,-0.028,1.022,-43.54,-8.487,35.332
42506650,-0.218,-0.038,1.002,-45.85,-26.355,23.187
42506660,-0.217,-0.047,0.981,-47.722,-44.31,11.007
42506670,-0.224,-0.06,0.955,-47.162,-61.74,0.892
42506680,-0.242,-0.083,0.937,-43.137,-76.755,-6.667
42506690,-0.207,-0.091,0.903,-36.837,-86.31,-12.862
42506700,-0.15,-0.047,0.879,-27.982,-88.462,-14.245
42506710,-0.095,0.001,0.854,-20.527,-80.727,-11.585
42506720,-0.061,0.048,0.837,-15.942,-63.175,-6.002
42506730,-0.067,0.08,0.822,-14.927,-39.585,3.955
42506740,-0.076,0.097,0.819,-18.095,-13.44,17.01
42506750,-0.108,0.086,0.823,-24.832,13.212,32.007
42506760,-0.154,0.083,0.833,-33.197,37.082,46.987
42506770,-0.193,0.074,0.866,-43.872,56.157,58.94
42506780,-0.246,0.05,0.897,-56.77,69.58,67.217
42506790,-0.306,0.01,0.917,-70.14,75.792,71.19
42506800,-0.369,-0.041,0.946,-81.375,73.902,71.417
42506810,-0.401,-0.091,0.966,-88.375,64.085,66.71
42506820,-0.425,-0.143,0.992,-90.405,48.195,58.695
42506830,-0.437,-0.196,1.009,-86.415,27.107,48.335
42506840,-0.422,-0.229,1.025,-76.02,2.765,35.647
42506850,-0.367,-0.247,1.045,-61.25,-21.822,20.037
42506860,-0.301,-0.241,1.055,-42.927,-43.575,2.31
42506870,-0.244,-0.211,1.065,-21.84,-62.702,-16.66
42506880,-0.181,-0.173,1.065,-0.14,-80.587,-35.56
42506890,-0.103,-0.122,1.056,20.037,-97.212,-53.217
42506900,-0.013,-0.058,1.037,37.24,-109.795,-68.6
42506910,0.083,-0.008,1.007,50.312,-115.605,-81.795
42506920,0.135,0.024,0.981,61.705,-114.187,-88.585
42506920,0.192,0.056,0.952,71.61,-106.802,-90.457
42506940,0.228,0.09,0.929,79.852,-92.417,-89.197
42506940,0.224,0.112,0.907,85.627,-73.202,-83.562
42506960,0.208,0.128,0.884,89.88,-52.08,-76.212
42506960,0.172,0.128,0.877,92.487,-29.645,-67.112
42506980,0.114,0.116,0.879,90.3,-6.16,-57.89
42506980,0.041,0.102,0.889,83.02,16.782,-48.597
42507000,-0.042,0.102,0.904,71.102,37.45,-38.867
42507000,-0.136,0.094,0.92,54.932,54.355,-28.227
42507010,-0.211,0.081,0.931,37.642,65.17,-16.992
42507020,-0.264,0.076,0.938,20.912,69.702,-5.215
42507030,-0.293,0.067,0.939,3.762,71.47,6.23
42507040,-0.329,0.026,0.93,-13.09,72.957,16.152
42507050,-0.369,-0.015,0.915,-27.79,73.832,21.805
42507060,-0.417,-0.045,0.908,-38.762,72.52,23.1
