time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
50985340,-0.729,0.336,0.594,-1.347,-4.305,1.68
50985350,-0.741,0.33,0.577,-1.47,-5.232,1.382
50985360,-0.741,0.345,0.588,1.085,-6.107,0.28
50985370,-0.711,0.342,0.581,1.102,-7,-1.925
50985380,-0.721,0.344,0.604,0.175,-6.265,-3.482
50985390,-0.733,0.336,0.546,-0.735,-4.882,-5.635
50985400,-0.702,0.337,0.606,1.417,-5.95,-5.197
50985410,-0.78,0.388,0.665,-1.715,-6.02,-4.445
50985420,-0.776,0.379,0.601,-7.84,-6.457,-8.557
50985420,-0.635,0.294,0.569,-6.615,-9.642,-9.03
50985440,-0.665,0.32,0.596,-5.127,-8.365,-3.132
50985440,-0.767,0.38,0.611,-8.207,-2.572,-2.065
50985460,-0.732,0.354,0.608,-11.812,-1.82,-6.387
50985460,-0.679,0.288,0.585,-14.525,-3.255,-5.022
50985480,-0.745,0.327,0.634,-15.067,-3.29,-2.205
50985480,-0.768,0.351,0.649,-16.887,-4.567,-5.005
50985500,-0.69,0.288,0.605,-19.425,-7.525,-7.402
50985500,-0.683,0.285,0.594,-19.67,-8.137,-5.162
50985510,-0.707,0.325,0.618,-17.237,-6.3,-4.305
50985520,-0.738,0.347,0.665,-17.447,-5.687,-6.002
50985530,-0.725,0.315,0.661,-22.382,-5.46,-8.89
50985540,-0.695,0.302,0.571,-23.485,-4.83,-10.325
50985550,-0.741,0.339,0.626,-19.722,-5.582,-9.782
50985560,-0.717,0.346,0.62,-21.945,-6.02,-13.405
50985570,-0.675,0.346,0.615,-27.16,-6.615,-18.917
50985580,-0.693,0.329,0.649,-31.517,-5.407,-21.752
50985590,-0.734,0.29,0.591,-35.805,-4.007,-24.202
50985600,-0.751,0.31,0.574,-36.452,-4.935,-26.425
50985610,-0.764,0.327,0.629,-36.347,-8.47,-26.442
50985620,-0.765,0.31,0.634,-41.755,-11.48,-27.09
50985630,-0.835,0.221,0.623,-48.247,-17.15,-25.025
50985640,-0.779,0.209,0.608,-47.057,-24.15,-19.355
50985650,-0.82,0.192,0.655,-42.84,-27.825,-11.427
50985660,-0.852,0.215,0.59,-37.012,-33.11,-10.57
