#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
60522880,0.286,-0.158,0.937,0.245,1.015,1.452,
60522890,0.29,-0.154,0.934,-0.297,0.717,1.382,
60522900,0.295,-0.152,0.934,-0.717,-1.82,1.015,
60522910,0.295,-0.157,0.932,-1.592,-1.365,1.26,
60522920,0.31,-0.16,0.932,-1.855,-3.412,0.927,
60522930,0.313,-0.161,0.932,-2.292,-2.082,1.207,
60522940,0.313,-0.163,0.933,-2.205,-3.045,1.155,
60522950,0.312,-0.166,0.932,-2.275,-1.82,1.435,
60522960,0.31,-0.166,0.933,-2.082,-2.747,1.225,
60522970,0.303,-0.167,0.932,-2.082,-1.767,1.365,
60522980,0.298,-0.163,0.934,-2.117,-3.097,0.875,
60522990,0.297,-0.165,0.933,-2.555,-3.08,0.402,
60523000,0.296,-0.167,0.935,-2.835,-4.69,-0.402,
60523010,0.31,-0.159,0.931,-3.062,-4.97,-0.787,
60523020,0.314,-0.165,0.931,-3.237,-5.705,-0.997,
60523030,0.316,-0.16,0.93,-3.307,-5.197,-0.997,
60523040,0.319,-0.164,0.93,-3.36,-5.057,-0.875,
60523050,0.317,-0.166,0.929,-3.325,-4.392,-0.665,
60523060,0.315,-0.166,0.93,-3.255,-3.955,-0.507,
60523070,0.313,-0.168,0.93,-3.097,-3.972,-0.577,
60523080,0.311,-0.165,0.929,-2.94,-3.78,-0.595,
60523080,0.308,-0.172,0.932,-2.73,-4.392,-0.577,
60523100,0.304,-0.172,0.934,-2.38,-4.497,-0.665,
60523100,0.305,-0.167,0.933,-1.855,-6.072,-1.19,
60523120,0.309,-0.169,0.933,-1.855,-6.037,-1.26,
60523120,0.311,-0.166,0.933,-1.592,-7.63,-1.68,
60523140,0.316,-0.169,0.93,-1.732,-7.07,-1.68,
60523140,0.316,-0.17,0.93,-1.522,-8.417,-2.205,
60523160,0.32,-0.169,0.929,-1.627,-7.63,-2.327,
60523160,0.318,-0.169,0.929,-1.26,-8.977,-2.905,
60523170,0.32,-0.169,0.929,-1.347,-7.927,-2.957,
60523180,0.326,-0.165,0.926,-1.067,-9.362,-3.237,
60523190,0.327,-0.162,0.925,-1.4,-7.63,-2.817,
60523200,0.322,-0.159,0.927,-1.487,-8.417,-2.59,
60523210,0.308,-0.161,0.932,-2.135,-6.912,-1.82,
60523220,0.3,-0.165,0.937,-2.345,-9.257,-1.68,
60523230,0.304,-0.174,0.941,-2.8,-9.747,-1.505,
60523240,0.317,-0.18,0.946,-2.415,-13.562,-2.03,
60523250,0.322,-0.174,0.952,-2.082,-14.49,-1.61,
60523260,0.285,-0.153,0.963,-1.907,-18.725,-1.802,
60523270,0.297,-0.108,0.965,-4.322,-21.507,-1.802,
60523280,0.244,-0.12,0.992,-9.887,-27.405,-1.54,
60523290,0.237,-0.151,1.019,-16.065,-35.49,-0.91,
60523300,0.21,-0.112,1.045,-22.382,-50.33,-1.907,
60523310,0.205,-0.086,1.075,-31.062,-66.01,-0.787,
60523320,0.263,-0.115,1.103,-40.197,-86.59,2.432,
60523330,0.445,-0.071,1.096,-49.595,-103.985,11.165,
60523340,0.349,-0.138,1.087,-68.512,-110.67,12.372,
60523350,0.534,-0.376,1.129,-102.97,-90.247,14.56,
60523360,0.315,-0.009,1.333,-128.8,-69.79,13.405,
60523370,-0.135,0.052,1.491,-157.447,-77.595,14.49,
60523380,-0.189,0.004,1.575,-179.935,-127.68,18.112,
60523390,0.4,-0.382,1.658,-177.537,-161.822,4.305,
60523400,0.447,-0.059,1.761,-144.777,-113.172,8.365,
60523410,-0.277,-0.849,1.814,-117.565,-14.49,51.94,
60523420,-1.951,0.217,1.976,-18.62,60.235,98.087,
60523420,-0.66,0.308,1.458,40.11,19.407,193.952,
