#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
50653260,-0.775,0.157,0.482,-11.147,17.587,7.525,
50653260,-0.785,0.154,0.506,-6.912,20.685,7.875,
50653280,-0.816,0.153,0.515,-3.15,21.07,8.067,
50653280,-0.843,0.162,0.525,-1.312,17.552,7.63,
50653300,-0.835,0.175,0.518,-1.575,13.615,6.527,
50653300,-0.814,0.185,0.532,-2.152,11.952,3.99,
50653320,-0.813,0.166,0.538,-3.762,12.477,1.872,
50653320,-0.836,0.181,0.541,-7.56,11.935,-1.575,
50653330,-0.851,0.172,0.526,-13.702,7.437,-5.18,
50653340,-0.828,0.147,0.502,-19.075,1.365,-8.47,
50653350,-0.788,0.13,0.499,-21.612,-0.245,-10.78,
50653360,-0.763,0.122,0.507,-22.19,1.12,-12.547,
50653370,-0.767,0.105,0.524,-20.685,5.547,-11.865,
50653380,-0.799,0.095,0.532,-18.62,10.132,-9.1,
50653390,-0.845,0.087,0.52,-17.902,12.95,-5.862,
50653400,-0.772,0.087,0.529,-17.097,17.535,-4.672,
50653410,-0.823,0.074,0.541,-12.477,27.177,-1.032,
50653420,-0.895,0.08,0.548,-9.747,33.74,1.522,
50653430,-0.954,0.099,0.571,-9.38,34.93,2.292,
50653440,-0.968,0.099,0.573,-8.925,32.672,3.01,
50653450,-1.038,0.124,0.603,-7.332,25.462,0.717,
50653460,-1.004,0.137,0.541,-16.502,11.427,-3.92,
50653470,-0.957,0.02,0.486,-11.585,-1.015,1.347,
50653480,-0.881,0.089,0.504,-2.765,-5.722,0.84,
50653490,-0.894,0.129,0.488,-4.217,-4.672,0.122,
50653500,-0.911,0.099,0.488,0.927,-2.835,-0.91,
50653510,-0.877,0.098,0.491,4.742,-1.75,-1.067,
50653520,-0.868,0.12,0.478,6.632,0.682,-0.035,
50653530,-0.907,0.122,0.48,9.1,3.92,2.205,
50653540,-0.925,0.115,0.481,11.287,3.797,3.64,
50653550,-0.887,0.121,0.475,15.015,2.817,3.517,
50653560,-0.858,0.14,0.485,17.867,5.722,3.377,
50653570,-0.87,0.15,0.491,17.937,10.412,4.847,
50653580,-0.886,0.143,0.483,17.692,13.632,7.087,
50653590,-0.861,0.155,0.487,18.672,16.992,7.017,
50653600,-0.865,0.16,0.476,18.007,20.895,7.682,
50653610,-0.882,0.157,0.479,17.202,23.852,6.195,
50653620,-0.976,0.157,0.487,14.927,20.352,7.017,
50653630,-0.929,0.145,0.464,12.232,11.462,3.832,
50653640,-0.874,0.15,0.475,14.315,6.545,0.647,
50653650,-0.885,0.15,0.459,13.055,2.467,0.787,
50653660,-0.881,0.144,0.448,12.722,-0.892,0.752,
50653670,-0.87,0.138,0.431,12.232,-2.8,1.785,
50653670,-0.847,0.14,0.42,12.39,-2.012,1.872,
50653690,-0.842,0.151,0.433,12.757,0.927,2.887,
50653690,-0.892,0.172,0.432,11.305,2.625,3.867,
50653710,-0.896,0.156,0.418,7.525,1.75,3.36,
50653710,-0.881,0.148,0.418,5.495,2.66,1.61,
50653730,-0.916,0.134,0.419,3.517,4.252,1.697,
50653730,-0.915,0.144,0.434,2.537,5.442,-0.07,
50653750,-0.949,0.158,0.452,2.135,3.99,-0.052,
50653750,-0.954,0.137,0.45,-1.645,0.052,-0.367,
50653760,-0.906,0.126,0.455,-1.505,-3.062,-2.31,
