#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
41299180,-0.067,-0.034,0.98,28.857,-115.517,68.442,
41299190,-0.079,-0.073,0.943,43.557,-117.757,65.257,
41299200,-0.142,-0.136,0.916,55.002,-115.92,63.035,
41299210,-0.234,-0.16,0.91,69.702,-114.257,65.082,
41299220,-0.288,-0.192,0.937,82.985,-111.527,71.487,
41299230,-0.301,-0.255,0.924,93.1,-111.737,78.802,
41299240,-0.274,-0.296,0.88,102.777,-110.477,85.487,
41299250,-0.276,-0.345,0.867,110.897,-110.022,87.972,
41299260,-0.393,-0.428,0.792,113.907,-112.717,84.087,
41299260,-0.455,-0.438,0.778,116.777,-118.58,78.435,
41299280,-0.348,-0.42,0.804,112.945,-111.265,83.02,
41299280,-0.221,-0.492,0.908,102.287,-92.505,97.16,
41299300,-0.233,-0.675,1.025,93.17,-71.767,107.852,
41299300,-0.355,-0.829,1.078,96.915,-66.377,101.01,
41299310,-0.385,-0.842,1.055,111.982,-70.542,82.88,
41299320,-0.374,-0.757,1.028,125.072,-73.08,70.612,
41299330,-0.423,-0.767,0.958,127.242,-70.472,66.99,
41299340,-0.519,-0.828,0.863,124.04,-65.817,65.887,
41299350,-0.638,-0.886,0.764,122.465,-61.442,68.477,
41299360,-0.753,-0.865,0.673,122.08,-58.782,77.997,
41299370,-0.797,-0.847,0.565,115.185,-55.44,95.095,
41299380,-0.805,-0.853,0.5,102.042,-52.15,117.985,
41299390,-0.792,-0.882,0.501,84.21,-50.277,141.855,
41299400,-0.73,-0.948,0.542,66.43,-51.66,163.135,
41299410,-0.687,-0.99,0.499,55.282,-55.65,182.612,
41299420,-0.62,-0.947,0.47,49.7,-60.935,198.502,
41299430,-0.539,-0.887,0.442,39.952,-63.945,213.57,
41299440,-0.523,-0.89,0.368,23.45,-66.167,229.617,
41299450,-0.567,-0.93,0.276,4.427,-71.015,244.125,
41299460,-0.505,-0.93,0.08,-14.017,-77.245,257.005,
41299470,-0.204,-0.864,-0.062,-34.405,-77.822,265.195,
41299480,0.024,-0.829,-0.085,-66.85,-71.032,266.122,
41299490,-0.011,-1.084,-0.089,-112.175,-63.595,260.907,
41299500,1.407,-1.99,1.242,-190.137,-19.162,241.01,
41299510,1.945,-1.998,-0.998,-207.322,18.55,181.352,
41299520,0.129,-1.688,-1.109,92.19,59.115,133.472,
41299530,-1.906,0.228,1.518,172.095,96.897,106.645,
41299540,-1.893,0.376,1.367,59.797,19.25,114.695,
41299550,0.134,0.332,1.308,29.995,-22.365,102.865,
41299560,0.407,-0.258,1.083,5.477,-2.345,49.857,
41299570,-1.31,-1.019,0.613,16.502,-6.352,-11.83,
41299580,-0.519,-0.855,0.665,73.15,-33.792,-37.257,
41299580,-0.031,-0.675,0.825,100.467,-56.98,-36.312,
41299600,-0.269,-0.418,0.973,120.645,-64.645,-37.59,
41299600,-0.235,-0.521,1.01,112.542,-78.295,-29.837,
41299620,-0.159,-0.447,1.076,108.867,-87.062,-22.435,
41299620,-0.37,-0.419,1.142,100.415,-95.655,-21.017,
41299640,0.32,-0.261,1.005,82.162,-99.242,-27.527,
41299640,0.777,0.079,0.95,59.132,-62.037,-23.327,
41299660,0.156,-0.141,0.908,20.79,-15.907,-4.497,
41299660,0.099,-0.254,0.897,4.462,3.465,6.65,
41299670,0.015,-0.292,0.904,-1.347,14.875,11.55,
41299680,-0.137,-0.343,0.918,-5.005,18.55,12.775,
41299690,-0.141,-0.368,0.908,-6.86,16.817,11.182,
41299700,-0.162,-0.31,0.928,-5.372,13.615,7.752,
41299710,-0.154,-0.271,0.935,-9.415,11.882,3.535,
41299720,-0.13,-0.244,0.934,-16.905,11.532,-0.892,
41299730,-0.044,-0.211,0.967,-27.807,13.545,-5.022,
41299740,0.058,-0.186,1.021,-43.435,21,-8.417,
41299750,0.126,-0.209,1.064,-65.152,33.25,-8.837,
41299760,-0.025,-0.433,1.01,-84.647,46.672,-9.31,
41299770,-0.17,-0.628,0.88,-90.195,46.935,-9.327,
41299780,0.014,-0.408,0.958,-77.542,43.697,-9.94,
41299790,-0.164,-0.464,0.892,-77.35,41.632,-8.995,
41299800,-0.183,-0.456,0.835,-76.072,35.927,-8.627,
41299810,-0.194,-0.44,0.797,-68.862,26.775,-11.427,
41299820,-0.24,-0.583,0.713,-61.967,16.59,-10.5,
41299830,-0.24,-0.689,0.652,-41.545,4.637,-12.04,
41299840,-0.31,-0.674,0.629,-10.587,-6.335,-18.007,
41299850,-0.147,-0.659,0.699,19.057,-20.44,-22.19,
41299860,-0.085,-0.53,0.872,38.955,-28.577,-18.97,
41299870,-0.265,-0.447,0.925,42.962,-33.862,-15.33,
41299880,-0.105,-0.44,0.98,40.32,-36.032,-22.085,
41299890,0.103,-0.275,1.087,30.677,-32.777,-22.452,
41299900,0.133,-0.286,1.086,4.042,-21.945,-11.252,
41299910,0.003,-0.343,1.055,-21.297,-13.3,-0.752,
41299920,-0.123,-0.416,1.009,-40.477,-9.817,6.02,
41299930,-0.126,-0.444,0.988,-51.8,-12.075,5.687,
41299940,-0.088,-0.434,1.028,-60.48,-11.83,3.36,
41299950,-0.013,-0.367,1.112,-73.902,-12.11,3.85,
41299960,0.055,-0.376,1.138,-95.725,-9.992,9.03,
41299970,0.124,-0.41,1.142,-119.402,-7.437,17.902,
41299980,0.118,-0.457,1.096,-138.845,-5.862,30.327,
41299980,0.17,-0.515,1.019,-154.437,-5.46,41.667,
41300000,0.069,-0.587,1.015,-169.137,-0.595,47.862,
41300000,-0.078,-0.61,1.057,-177.8,0.595,38.307,
41300010,-0.169,-0.451,1.061,-185.412,-3.272,24.57,
41300020,-0.385,-0.661,1.176,-200.147,-18.725,19.722,
41300030,-0.345,-0.979,0.858,-203.892,-43.522,9.082,
41300040,0.082,-1.103,0.799,-199.727,-74.9,0.682,
41300050,0.135,-1.455,0.722,-204.732,-94.395,12.652,
41300060,-0.217,-1.785,0.285,-167.492,-90.982,32.287,
41300070,-0.291,-1.919,-0.61,-102.76,-135.922,44.73,
41300080,-0.115,-1.627,-0.282,-53.287,-188.685,70.315,
41300090,-0.14,-1.487,0.042,-62.632,-213.64,80.622,
41300100,-0.509,-1.473,-0.064,-52.71,-240.922,106.68,
41300110,-0.132,-1.055,-0.294,-4.777,-258.142,124.285,
41300120,0.274,-0.438,-0.174,25.427,-227.097,150.412,
41300130,0.357,-0.111,-0.112,10.237,-179.445,172.637,
41300140,0.268,0.033,-0.019,-11.637,-135.905,169.75,
41300150,0.109,0.486,0.083,-24.57,-96.827,160.352,
41300160,0.077,1.112,0.266,-47.145,-73.272,142.887,
41300170,0.232,1.435,0.438,-76.16,-55.457,118.912,
41300180,0.411,1.216,0.608,-87.762,-22.96,100.712,
41300190,0.356,1.13,0.693,-56.385,19.092,81.427,
41300200,0.241,0.95,0.282,14.595,49.437,47.407,
41300210,-0.942,1.224,0.367,170.24,23.537,38.727,
41300220,-1.068,-0.755,0.152,194.407,-129.465,57.662,
41300230,1.393,-1.998,0.215,11.27,-57.907,120.82,
