#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
41197500,-0.37,-0.7,0.225,116.952,-27.93,84.105,
41197510,0.429,-1.998,0.934,127.977,-162.785,-191.275,
41197510,0.985,-1.939,-1.369,218.785,-271.46,-125.422,
41197530,0.612,1.811,0.858,551.652,-24.377,-92.89,
41197530,-1.782,1.318,1.647,398.667,62.685,-105.28,
41197550,0.537,-1.921,1.042,259.945,-37.415,-98.262,
41197550,0.406,0.113,1.522,422.852,-28.735,-116.357,
41197570,-0.095,1.421,1.998,355.932,-41.107,-79.17,
41197570,0.724,-0.162,1.789,147.962,-47.705,-34.44,
41197580,0.031,0.551,1.821,63.77,-16.345,-8.4,
41197590,-0.149,-0.067,1.459,-54.145,-0.227,-0.455,
41197600,-0.121,-0.333,1.162,-114.135,5.705,-10.92,
41197610,0.079,-0.599,1.002,-139.09,18.322,-21.402,
41197620,0.158,-0.412,1.139,-149.59,27.457,-23.187,
41197630,0.238,-0.294,1.233,-171.99,33.425,-10.71,
41197640,0.227,-0.436,1.083,-200.585,30.66,4.567,
41197650,0.271,-0.433,1.041,-206.255,33.495,18.34,
41197660,0.399,-0.347,0.963,-230.037,48.492,26.687,
41197670,-0.002,-0.363,1.102,-266.997,70.577,26.057,
41197680,-0.352,-0.391,1.241,-315.367,58.747,1.26,
41197690,0.072,-1.047,1.025,-371.28,68.46,-6.632,
41197700,0.574,-1.936,1.053,-397.197,136.255,27.072,
41197710,0.475,-1.998,1.078,-369.302,240.66,73.902,
41197720,1.481,-1.715,1.061,-334.005,296.257,35.542,
41197730,0.686,-1.983,0.442,-290.22,250.88,-44.94,
41197740,1.694,-1.992,0.3,-138.617,229.53,-103.67,
41197750,0.169,-1.962,0.328,8.68,166.705,-198.45,
41197760,-0.962,-1.35,0.331,145.827,83.895,-249.742,
41197770,-1.035,-0.75,0.074,221.095,-16.047,-252.385,
41197780,-0.747,-0.457,-0.226,245.927,-75.88,-231.752,
41197790,-0.475,-0.27,-0.47,251.982,-101.325,-208.302,
41197800,-0.344,-0.04,-0.596,249.06,-90.86,-188.317,
41197810,-0.441,0.082,-0.629,239.085,-64.89,-153.895,
41197820,-0.552,0.161,-0.588,218.487,-43.417,-117.407,
41197830,-0.596,0.231,-0.554,179.795,-35.035,-83.492,
41197830,-0.632,0.232,-0.536,132.02,-35.49,-45.885,
41197850,-0.647,0.163,-0.473,89.932,-40.442,-3.815,
41197850,-0.557,0.064,-0.348,51.87,-47.092,35.63,
41197870,-0.429,-0.033,-0.193,20.422,-55.247,71.68,
41197870,-0.303,-0.113,-0.113,-1.295,-60.882,99.925,
41197890,-0.132,-0.083,-0.151,-14.98,-66.902,117.075,
41197890,0.104,0.075,-0.282,-31.535,-71.837,122.255,
41197910,0.374,0.252,-0.352,-60.76,-76.352,118.335,
41197910,0.382,0.403,-0.369,-101.36,-89.04,108.062,
41197920,0.345,0.826,-0.323,-135.642,-116.952,81.235,
41197930,0.789,0.692,-0.404,-182.052,-124.705,49.735,
41197940,1.074,-0.957,0.539,-134.015,-127.89,-61.022,
41197950,-0.266,-1.998,0.593,111.51,211.417,271.232,
41197960,-0.07,-0.027,-1.808,441.875,-182.262,192.727,
41197970,0.578,1.692,1.833,506.677,262.57,203.105,
41197980,-1.998,-1.181,0.905,363.842,29.12,96.81,
41197990,0.365,-1.285,1.58,412.317,-6.597,43.26,
41198000,-1.693,1.243,1.998,495.092,-45.832,-62.685,
41198010,0.88,1.014,1.992,270.847,-103.057,-116.952,
