#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
54487490,0.689,0.322,0.63,-4.69,-3.92,0.56,
54487500,0.682,0.327,0.636,-4.515,-3.185,-0.192,
54487510,0.69,0.325,0.635,-4.462,-3.027,-0.892,
54487510,0.7,0.335,0.649,-4.392,-2.1,-2.03,
54487530,0.67,0.329,0.629,-5.442,-0.875,-1.942,
54487530,0.648,0.313,0.637,-5.635,-0.577,-3.92,
54487550,0.728,0.368,0.66,-4.69,-1.505,-4.147,
54487550,0.689,0.334,0.631,-6.002,-0.42,-1.767,
54487570,0.644,0.262,0.61,-6.125,0.017,-2.992,
54487570,0.698,0.37,0.645,-3.832,2.1,-3.045,
54487580,0.7,0.365,0.654,-3.605,4.34,-1.26,
54487590,0.671,0.324,0.633,-6.597,7.35,-3.097,
54487600,0.69,0.308,0.617,-8.33,9.835,-3.22,
54487610,0.732,0.34,0.631,-5.862,14.157,-4.025,
54487620,0.78,0.329,0.627,-6.247,19.355,-1.522,
54487630,0.8,0.298,0.61,-6.475,28.822,-2.415,
54487640,0.849,0.294,0.612,-3.395,41.02,-6.755,
54487650,0.87,0.292,0.608,0.35,59.657,-11.252,
54487660,0.877,0.288,0.571,3.097,82.495,-16.292,
54487670,0.882,0.307,0.515,8.05,106.61,-22.312,
54487680,0.956,0.334,0.543,15.032,132.527,-34.072,
54487690,1.005,0.293,0.494,15.155,169.19,-37.59,
54487700,1.042,0.345,0.482,15.19,214.952,-41.352,
54487710,1.091,0.37,0.489,13.3,271.932,-52.955,
54487720,1.124,0.377,0.449,3.535,339.99,-66.99,
54487730,0.952,0.4,0.453,-13.352,407.4,-83.597,
54487740,0.762,0.435,0.502,-35.297,461.562,-101.657,
54487750,0.2,0.449,0.676,-62.247,480.27,-114.852,
54487760,-0.271,0.426,0.853,-87.5,446.757,-126.175,
54487770,-0.629,0.177,0.92,-95.217,360.692,-114.222,
54487780,-0.62,0.084,1.011,-64.68,250.687,-104.055,
54487790,-0.451,0.134,1.054,-26.582,153.23,-93.1,
54487800,-0.218,0.24,1.06,9.38,87.15,-76.125,
54487810,0.041,0.268,1.005,37.397,55.422,-41.527,
54487820,0.346,0.297,0.942,56.262,65.747,-29.102,
54487830,0.409,0.266,0.893,77.122,117.302,-24.587,
54487830,0.268,0.304,0.84,95.217,185.185,-23.292,
54487850,0.079,0.375,0.789,106.645,241.832,-27.37,
54487850,-0.105,0.419,0.738,110.512,279.247,-29.487,
54487870,-0.312,0.432,0.702,105.385,294.28,-31.08,
54487870,-0.527,0.404,0.698,94.377,286.877,-36.925,
54487890,-0.677,0.411,0.691,82.267,258.002,-47.582,
54487890,-0.813,0.449,0.701,73.36,207.83,-52.762,
54487910,-0.863,0.49,0.7,64.522,144.06,-48.16,
54487910,-0.833,0.516,0.694,53.112,78.732,-36.487,
54487920,-0.72,0.52,0.683,40.232,22.715,-24.325,
54487930,-0.538,0.525,0.685,27.23,-12.057,-14.612,
54487940,-0.518,0.574,0.681,10.71,-28.542,-7.63,
54487950,-0.449,0.683,0.665,-17.027,-37.625,-10.307,
54487960,-0.328,0.63,0.605,-46.672,-33.635,-11.952,
54487970,-0.319,0.535,0.614,-68.512,-22.767,-10.062,
54487980,-0.276,0.419,0.626,-78.767,-5.127,-10.115,
54487990,-0.29,0.403,0.656,-76.492,13.615,-18.9,
54488000,-0.372,0.444,0.693,-74.672,27.807,-30.467,
54488010,-0.448,0.442,0.716,-79.8,37.345,-38.15,
54488020,-0.508,0.408,0.765,-82.39,38.22,-45.115,
54488030,-0.538,0.383,0.799,-77.962,29.435,-49.927,
54488040,-0.552,0.369,0.83,-71.225,13.195,-49.28,
54488050,-0.546,0.356,0.853,-65.31,-6.282,-44.852,
54488060,-0.537,0.337,0.872,-59.99,-27.195,-39.777,
54488070,-0.524,0.305,0.928,-53.777,-46.742,-36.242,
54488080,-0.488,0.282,0.931,-43.907,-66.43,-35.14,
54488090,-0.462,0.264,0.979,-28.192,-80.99,-31.85,
54488100,-0.353,0.256,0.966,-14.087,-93.327,-28.052,
54488110,-0.249,0.255,0.949,1.172,-93.24,-25.62,
54488120,-0.206,0.25,0.945,16.345,-84.105,-28.962,
54488130,-0.201,0.257,0.945,31.5,-70.385,-35.472,
54488140,-0.253,0.281,0.961,45.255,-57.61,-41.335,
54488150,-0.318,0.333,0.965,54.407,-54.74,-43.715,
54488160,-0.354,0.377,0.944,57.855,-60.305,-40.757,
54488170,-0.334,0.405,0.913,56.752,-69.685,-36.137,
54488180,-0.293,0.42,0.876,51.677,-76.51,-31.447,
54488190,-0.251,0.414,0.84,43.435,-76.23,-27.492,
54488200,-0.218,0.405,0.812,34.195,-68.722,-25.567,
54488210,-0.204,0.391,0.786,26.635,-55.667,-24.29,
54488220,-0.247,0.363,0.77,21.315,-40.302,-25.095,
54488230,-0.316,0.355,0.789,18.357,-29.19,-29.662,
54488240,-0.398,0.356,0.805,16.38,-28.875,-33.18,
54488250,-0.457,0.355,0.827,15.47,-38.657,-34.772,
54488260,-0.479,0.364,0.845,14.245,-55.142,-37.835,
54488260,-0.449,0.37,0.843,11.847,-73.92,-43.05,
54488280,-0.441,0.337,0.853,9.082,-92.505,-47.512,
54488280,-0.393,0.332,0.841,9.87,-112.595,-51.922,
54488300,-0.315,0.363,0.838,13.965,-129.535,-52.202,
54488300,-0.217,0.429,0.853,16.8,-140.647,-49.997,
54488320,-0.135,0.506,0.873,12.267,-143.587,-45.255,
54488320,-0.061,0.54,0.89,-1.75,-139.527,-38.29,
54488330,-0.013,0.526,0.897,-21.227,-129.622,-32.812,
54488340,-0.014,0.509,0.888,-43.557,-116.025,-31.307,
54488350,0.017,0.491,0.876,-62.475,-101.535,-35.35,
54488360,-0.025,0.461,0.862,-78.942,-91.49,-37.747,
54488370,-0.05,0.41,0.834,-93.362,-86.38,-38.255,
54488380,-0.029,0.351,0.793,-101.01,-85.715,-37.52,
54488390,0.037,0.306,0.754,-97.44,-82.897,-33.88,
54488400,0.088,0.319,0.761,-88.952,-73.727,-29.452,
54488410,0.112,0.314,0.779,-82.635,-59.185,-24.08,
54488420,0.068,0.265,0.778,-79.957,-42.157,-15.19,
54488430,0.08,0.228,0.908,-67.252,-28.472,-12.145,
54488440,-0.019,0.391,0.999,-74.462,-24.622,-22.557,
54488450,0.09,0.168,1.248,-92.995,-18.672,-6.475,
54488460,-0.202,0.244,1.131,-115.745,-11.882,1.242,
54488470,0.031,-0.192,1.171,-68.267,-21.402,-17.535,
54488480,-0.091,-0.003,1.328,17.622,-16.187,-4.025,
54488490,0.003,0.474,1.306,8.487,-12.915,5.092,
54488500,0.03,0.391,1.139,-32.06,-13.492,0.315,
54488510,-0.003,0.108,1.017,-41.422,-7.717,1.68,
54488520,0.021,0.124,0.955,-25.62,-1.05,-1.715,
54488530,0.054,0.207,0.941,-9.555,5.827,-9.38,
54488540,0.035,0.186,0.918,-2.327,10.657,-15.75,
54488550,-0.019,0.167,0.884,0.385,14.35,-20.632,
54488560,-0.084,0.177,0.88,6.527,11.637,-23.572,
54488570,-0.09,0.197,0.897,9.607,1.015,-21.245,
54488580,-0.048,0.238,0.862,4.235,-10.815,-17.64,
54488580,0.001,0.195,0.861,0.63,-17.675,-14.962,
54488600,0.038,0.193,0.866,1.33,-20.947,-12.197,
54488600,0.056,0.245,0.867,-2.975,-20.965,-9.45,
54488620,0.015,0.23,0.913,-13.212,-17.465,-6.737,
54488620,0.049,0.194,1.002,-36.26,-11.2,-5.687,
54488640,0.027,0.128,1.028,-53.252,-2.24,-9.257,
54488640,0.021,0.025,1.074,-63.297,9.187,-15.732,
54488660,0.005,0.009,1.157,-64.732,25.62,-17.745,
54488660,-0.039,-0.012,1.188,-58.835,40.39,-17.045,
54488670,-0.11,0.007,1.117,-41.37,46.742,-16.642,
54488680,-0.146,0.076,1.069,-26.6,48.912,-13.072,
54488690,-0.221,0.148,1.012,-32.077,50.242,-7.822,
54488700,-0.359,0.028,0.995,-45.85,41.702,-9.345,
54488710,-0.324,-0.074,1.036,-43.172,20.265,-12.057,
54488720,-0.247,0.009,0.95,-15.96,5.425,-13.51,
54488730,-0.352,0.224,0.993,1.802,-12.337,-13.195,
54488740,-0.214,0.244,0.954,-9.975,-31.01,-9.17,
54488750,-0.102,0.145,0.908,-17.85,-36.242,-9.712,
54488760,-0.113,0.159,0.922,-18.602,-31.605,-11.9,
54488770,-0.144,0.178,0.946,-21,-30.187,-7.822,
54488780,-0.116,0.166,0.97,-26.722,-34.072,-1.102,
54488790,-0.092,0.117,0.982,-30.24,-38.01,5.162,
54488800,-0.071,0.067,1.014,-30.222,-39.76,8.137,
54488810,-0.053,0.029,0.986,-24.5,-43.12,7.84,
54488820,0.043,-0.004,1.052,-12.88,-44.975,10.535,
54488830,0.002,-0.047,1.007,-0.577,-37.327,15.382,
54488840,-0.029,-0.035,1.023,7.857,-35.192,18.287,
54488850,-0.065,-0.125,0.985,10.64,-38.202,23.275,
54488860,-0.041,-0.21,0.951,18.2,-44.187,22.295,
54488870,-0.065,-0.196,0.939,35.402,-49.665,15.82,
54488880,-0.08,-0.173,1.003,51.537,-60.392,11.392,
