#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
42962290,0.059,-0.175,0.976,0.542,-3.342,-0.752,
42962300,0.057,-0.175,0.978,0.595,-3.342,-0.735,
42962310,0.059,-0.175,0.977,0.577,-3.36,-0.647,
42962320,0.059,-0.177,0.976,0.577,-3.307,-0.56,
42962330,0.058,-0.178,0.977,0.63,-3.272,-0.56,
42962340,0.06,-0.178,0.977,0.682,-3.237,-0.665,
42962350,0.058,-0.176,0.977,0.647,-3.167,-0.682,
42962360,0.059,-0.177,0.977,0.595,-3.237,-0.735,
42962370,0.06,-0.177,0.977,0.595,-3.237,-0.7,
42962380,0.058,-0.176,0.978,0.665,-3.29,-0.665,
42962390,0.061,-0.175,0.977,0.612,-3.377,-0.665,
42962400,0.059,-0.176,0.978,0.437,-3.482,-0.647,
42962410,0.058,-0.178,0.978,0.175,-3.57,-0.717,
42962420,0.063,-0.18,0.975,-0.017,-3.692,-0.822,
42962420,0.064,-0.179,0.977,0.052,-3.552,-0.927,
42962440,0.054,-0.173,0.978,-0.087,-3.517,-0.98,
42962440,0.061,-0.177,0.976,-0.332,-3.64,-1.085,
42962460,0.062,-0.177,0.975,-0.227,-3.412,-0.962,
42962460,0.053,-0.175,0.978,0.087,-3.325,-0.822,
42962480,0.057,-0.177,0.977,-0.087,-3.395,-1.102,
42962480,0.053,-0.18,0.978,0.245,-3.535,-0.91,
42962500,0.054,-0.177,0.979,0.665,-3.71,-0.682,
42962500,0.058,-0.178,0.978,0.507,-3.832,-0.735,
42962510,0.058,-0.18,0.977,0.595,-3.902,-0.787,
42962520,0.056,-0.178,0.978,0.595,-4.077,-0.875,
42962530,0.057,-0.179,0.978,0.63,-4.287,-0.91,
42962540,0.054,-0.177,0.98,0.437,-4.55,-0.997,
42962550,0.056,-0.182,0.979,0.472,-5.022,-0.962,
42962560,0.062,-0.171,0.976,0.455,-5.267,-0.84,
42962570,0.058,-0.183,0.979,0.07,-5.53,-1.032,
42962580,0.065,-0.174,0.975,0.315,-5.635,-0.962,
42962590,0.064,-0.183,0.976,0.122,-5.705,-0.962,
42962600,0.068,-0.177,0.976,0.385,-5.53,-0.91,
42962610,0.067,-0.182,0.975,0.332,-5.372,-0.962,
42962620,0.072,-0.178,0.974,0.577,-5.145,-0.857,
42962630,0.072,-0.181,0.975,0.665,-4.777,-0.875,
42962640,0.069,-0.179,0.975,0.84,-4.392,-0.822,
42962650,0.07,-0.179,0.973,0.98,-4.2,-0.787,
42962660,0.07,-0.178,0.973,1.032,-3.937,-0.735,
42962670,0.069,-0.178,0.973,1.137,-3.71,-0.7,
42962680,0.07,-0.176,0.973,1.225,-3.5,-0.595,
42962690,0.065,-0.18,0.974,1.242,-3.377,-0.577,
42962700,0.069,-0.177,0.974,1.26,-3.36,-0.56,
42962710,0.068,-0.179,0.973,1.33,-3.237,-0.542,
42962720,0.069,-0.178,0.974,1.347,-3.15,-0.49,
42962730,0.072,-0.177,0.971,1.435,-3.027,-0.455,
42962740,0.071,-0.177,0.972,1.487,-2.817,-0.367,
42962750,0.069,-0.179,0.973,1.487,-2.52,-0.35,
42962760,0.069,-0.179,0.974,1.54,-2.45,-0.35,
42962760,0.067,-0.179,0.974,1.505,-2.415,-0.35,
42962780,0.068,-0.178,0.973,1.522,-2.397,-0.367,
42962780,0.068,-0.178,0.974,1.522,-2.327,-0.35,
42962800,0.068,-0.178,0.974,1.487,-2.292,-0.455,
42962800,0.065,-0.178,0.976,1.435,-2.31,-0.437,
42962820,0.067,-0.178,0.974,1.417,-2.292,-0.367,
42962820,0.067,-0.177,0.975,1.382,-2.31,-0.385,
42962830,0.065,-0.179,0.976,1.295,-2.31,-0.385,
42962840,0.068,-0.178,0.976,1.242,-2.345,-0.472,
42962850,0.068,-0.177,0.973,1.155,-2.345,-0.507,
42962860,0.069,-0.178,0.974,1.172,-2.24,-0.455,
42962870,0.067,-0.177,0.974,1.137,-2.1,-0.437,
42962880,0.066,-0.176,0.976,1.05,-2.082,-0.332,
42962890,0.066,-0.178,0.976,0.91,-2.1,-0.385,
42962900,0.067,-0.177,0.975,0.822,-2.117,-0.402,
42962910,0.067,-0.178,0.975,0.717,-2.135,-0.385,
42962920,0.067,-0.177,0.975,0.665,-2.1,-0.402,
42962930,0.066,-0.176,0.975,0.542,-2.065,-0.35,
42962940,0.065,-0.178,0.977,0.402,-2.082,-0.262,
42962950,0.065,-0.179,0.977,0.192,-2.222,-0.35,
