#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
41951640,-0.901,0.07,0.903,4.165,25.602,2.555,
41951650,-0.878,0.012,0.909,-4.165,13.387,0.945,
41951660,-0.806,-0.061,0.886,-7.14,4.077,2.607,
41951670,-0.79,-0.081,0.86,-4.252,-0.892,9.992,
41951680,-0.756,-0.059,0.834,0.892,-2.747,15.645,
41951690,-0.725,-0.063,0.816,7.245,-2.607,18.672,
41951700,-0.69,-0.04,0.809,15.242,-3.885,20.3,
41951710,-0.625,-0.011,0.799,21.805,-6.352,20.44,
41951720,-0.581,0.015,0.783,25.147,-7.175,18.865,
41951730,-0.53,0.027,0.764,26.39,-5.057,16.992,
41951740,-0.496,0.046,0.756,26.057,-0.245,16.257,
41951750,-0.506,0.045,0.752,25.2,5.25,17.552,
41951760,-0.499,0.042,0.729,25.147,10.552,16.642,
41951770,-0.498,0.057,0.725,24.762,16.31,13.51,
41951780,-0.53,0.055,0.727,22.767,21.227,10.447,
41951790,-0.588,0.036,0.717,21.647,23.187,7.35,
41951800,-0.634,0.04,0.733,22.26,22.575,3.22,
41951810,-0.68,0.043,0.747,22.12,21.052,-2.467,
41951820,-0.697,0.021,0.728,21.315,19.285,-9.432,
41951830,-0.731,-0.007,0.753,22.767,17.342,-13.597,
41951830,-0.73,-0.029,0.765,27.44,14.875,-14.98,
41951850,-0.72,0.001,0.804,34.335,13.982,-14.472,
41951850,-0.655,0.039,0.776,36.12,15.592,-5.302,
41951870,-0.785,0.063,0.789,29.575,12.565,4.27,
41951870,-0.753,0.091,0.771,25.637,11.235,8.61,
41951890,-0.738,0.081,0.744,20.615,5.897,14.157,
41951890,-0.749,0.085,0.729,15.82,-1.627,18.095,
41951910,-0.702,0.119,0.737,12.74,-7.245,18.83,
41951910,-0.688,0.128,0.728,7.35,-10.622,17.885,
41951920,-0.711,0.133,0.711,2.835,-15.54,14.91,
41951930,-0.692,0.15,0.726,-0.105,-20.667,10.885,
41951940,-0.664,0.134,0.721,-3.972,-24.727,8.575,
41951950,-0.657,0.114,0.723,-6.545,-27.947,8.12,
41951960,-0.667,0.084,0.742,-5.53,-30.257,8.557,
41951970,-0.671,0.062,0.762,-2.345,-32.427,8.925,
41951980,-0.663,0.067,0.783,0.402,-34.072,9.03,
41951990,-0.634,0.082,0.797,1.82,-34.055,8.995,
41952000,-0.608,0.086,0.802,2.992,-31.657,8.102,
41952010,-0.572,0.09,0.824,2.73,-27.282,6.492,
41952020,-0.54,0.063,0.803,1.242,-21.245,6.842,
41952030,-0.523,0.076,0.813,1.435,-13.93,6.877,
41952040,-0.539,0.073,0.804,-1.802,-7.385,8.487,
41952050,-0.55,0.063,0.799,-2.502,-0.227,8.802,
41952060,-0.585,0.059,0.778,-1.995,4.147,7.332,
41952070,-0.613,0.073,0.778,-0.035,6.387,5.705,
41952080,-0.62,0.083,0.764,0.49,7.367,4.165,
41952090,-0.621,0.088,0.761,0.665,7.42,1.557,
41952100,-0.63,0.083,0.759,0.122,6.947,-0.245,
41952110,-0.641,0.077,0.756,-0.245,6.09,0.262,
41952120,-0.653,0.078,0.762,-0.052,4.69,0.805,
41952130,-0.668,0.074,0.766,0.227,2.73,0.822,
41952140,-0.679,0.069,0.768,1.365,0.262,1.277,
