#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
41345910,-0.137,-0.055,0.963,-4.515,51.572,-4.935,
41345910,-0.215,-0.077,0.982,-6.125,47.127,-4.882,
41345920,-0.267,-0.094,1.004,-6.51,38.797,-5.232,
41345930,-0.236,-0.105,1.017,-5.46,27.93,-5.25,
41345940,-0.243,-0.086,1.024,-4.427,17.587,-4.48,
41345950,-0.236,-0.127,1.021,-4.812,7.84,-4.55,
41345960,-0.222,-0.125,1.013,-3.185,-1.295,-3.797,
41345970,-0.212,-0.112,0.992,-1.715,-9.205,-2.905,
41345980,-0.16,-0.087,0.964,-1.225,-15.925,-2.292,
41345990,-0.117,-0.069,0.949,-2.03,-20.142,-1.505,
41346000,-0.112,-0.055,0.945,-4.042,-23.362,-1.12,
41346010,-0.029,-0.071,0.943,-6.667,-25.462,-0.49,
41346020,0.024,-0.058,0.963,-8.277,-23.87,1.102,
41346030,-0.021,-0.111,0.981,-10.43,-19.565,0.875,
41346040,-0.001,-0.133,0.991,-9.327,-15.19,1.47,
41346050,0.026,-0.135,0.997,-6.79,-9.835,2.397,
41346060,-0.024,-0.138,0.998,-4.497,-3.885,1.96,
41346070,-0.028,-0.137,0.994,-2.222,0.07,1.96,
41346080,-0.025,-0.119,0.994,-0.402,3.185,1.907,
41346090,-0.086,-0.109,0.994,0.052,5.232,1.19,
41346100,-0.119,-0.108,0.991,-0.21,4.235,0.945,
41346110,-0.11,-0.102,0.991,-0.892,1.802,0.49,
41346120,-0.126,-0.1,0.992,-2.03,-0.7,-0.262,
41346130,-0.097,-0.11,0.988,-3.22,-3.5,-0.682,
41346140,-0.079,-0.113,0.986,-3.815,-4.795,-1.032,
41346150,-0.113,-0.108,0.988,-4.235,-5.215,-1.12,
41346160,-0.141,-0.112,0.99,-4.707,-7.35,-1.242,
41346170,-0.14,-0.117,0.992,-5.32,-10.902,-1.435,
41346180,-0.102,-0.126,0.989,-5.635,-14.542,-1.697,
41346190,-0.052,-0.139,0.985,-5.302,-15.837,-1.872,
41346200,-0.042,-0.141,0.985,-3.885,-14.787,-1.802,
41346210,-0.031,-0.14,0.984,-2.187,-12.95,-1.505,
41346220,-0.024,-0.136,0.984,-0.612,-10.605,-1.26,
41346230,-0.035,-0.134,0.984,0.805,-8.155,-0.927,
41346240,-0.027,-0.134,0.98,2.38,-5.897,-0.105,
41346250,-0.014,-0.128,0.981,3.832,-3.062,0.63,
41346260,-0.046,-0.119,0.982,4.69,-0.175,0.77,
41346260,-0.058,-0.128,0.978,5.197,1.505,0.752,
41346280,-0.034,-0.136,0.981,6.265,2.992,1.015,
41346280,-0.06,-0.12,0.982,7.507,4.847,1.12,
