#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
38764520,-0.067,0.127,0.995,-8.61,-19.67,5.53,
38764530,-0.067,0.12,0.996,-8.855,-21.49,5.897,
38764540,-0.039,0.115,0.986,-8.19,-22.417,7.192,
38764550,-0.023,0.116,0.982,-7.35,-22.487,7.997,
38764560,-0.019,0.113,0.977,-6.65,-21.472,8.295,
38764570,-0.021,0.123,0.971,-5.617,-20.79,8.26,
38764580,-0.04,0.129,0.978,-5.547,-20.405,7.717,
38764590,-0.059,0.126,0.982,-5.967,-22.172,6.755,
38764600,-0.074,0.144,0.976,-5.687,-23.94,6.807,
38764610,-0.089,0.15,0.981,-6.65,-27.317,7.577,
38764620,-0.066,0.144,0.967,-7.98,-30.607,9.17,
38764630,0.005,0.14,0.948,-8.12,-32.27,11.83,
38764640,0.063,0.12,0.965,-8.89,-29.977,13.93,
38764650,0.101,0.065,0.977,-9.31,-26.775,13.212,
38764660,0.112,0.073,0.977,-6.737,-20.79,11.34,
38764670,0.108,0.074,0.975,-3.972,-15.54,8.54,
38764680,0.099,0.083,0.964,-1.575,-9.747,5.092,
38764690,0.066,0.099,0.976,0.367,-5.337,2.24,
38764700,0.033,0.096,0.987,0.262,-2.502,0.262,
38764710,0.003,0.104,1.009,0.28,-1.907,-0.262,
38764720,-0.013,0.092,1.024,-0.245,-2.975,0.507,
38764730,0.006,0.086,1.012,0.875,-5.092,1.802,
38764740,0.037,0.088,1.005,2.152,-4.55,3.395,
38764750,0.049,0.081,1.001,3.115,-3.395,3.097,
38764760,0.034,0.08,1.015,3.99,-0.875,1.75,
38764760,0.049,0.043,1.019,4.06,0.945,-0.385,
38764780,0.064,0.069,0.963,8.172,6.352,-1.837,
38764780,-0.094,0.174,0.942,13.947,8.732,-3.902,
38764800,-0.098,0.165,0.926,10.64,6.282,-4.795,
38764800,-0.023,0.16,0.865,7.647,6.562,-2.52,
38764820,-0.019,0.227,0.795,6.51,9.957,1.242,
38764820,-0.011,0.214,0.811,0.14,13.597,3.605,
38764830,0.137,0.163,0.859,-7.035,21.052,6.352,
38764840,0.121,0.142,0.916,-4.357,31.552,8.435,
38764850,-0.081,0.112,1.028,-3.255,32.165,-0.21,
38764860,-0.19,0.083,1.058,-3.64,25.235,-5.985,
38764870,-0.113,0.192,0.954,4.655,14.437,-4.357,
38764880,-0.008,0.308,0.876,7.542,4.952,1.522,
38764890,0.175,0.158,0.928,1.452,-0.822,6.545,
38764900,0.221,0.027,1.027,-0.962,7.927,10.377,
38764910,0.126,-0.034,1.056,4.445,18.007,5.617,
38764920,0.123,-0.077,1.078,9.625,25.672,-2.8,
38764930,0.075,0.076,1.019,20.65,32.025,-10.465,
38764940,-0.033,0.168,0.998,23.695,35.77,-15.015,
38764950,-0.104,0.247,0.982,22.47,35.087,-14.682,
38764960,-0.21,0.232,0.991,15.925,30.957,-12.582,
38764970,-0.226,0.188,0.989,9.572,22.452,-10.272,
38764980,-0.203,0.163,0.996,4.69,14.7,-7.595,
38764990,-0.234,0.212,0.98,2.537,7.297,-3.167,
38765000,-0.288,0.255,0.978,-2.887,-1.312,1.19,
38765010,-0.223,0.21,0.993,-11.322,-12.547,3.867,
38765020,-0.15,0.198,1.02,-19.512,-19.477,3.885,
38765030,-0.095,0.173,1.025,-26.565,-22.82,3.097,
38765040,0,0.159,1.049,-33.827,-20.51,3.587,
38765050,-0.044,0.231,1.071,-39.532,-16.502,3.185,
38765060,-0.089,0.289,1.136,-52.43,-13.965,1.155,
38765070,-0.067,0.402,1.207,-71.855,-11.637,-1.015,
38765080,0.158,0.229,1.166,-92.435,-2.66,-6.702,
38765080,0.376,0.073,1.239,-120.382,26.932,-23.257,
38765100,-0.314,-0.053,1.058,-126.7,52.517,-41.807,
38765100,0.142,-0.185,1.141,-151.007,35.997,-32.41,
38765120,0.194,-0.057,1.19,-171.062,38.57,-6.51,
38765120,0.112,-0.102,1.155,-174.982,32.497,17.517,
38765140,0.006,-0.237,1.241,-191.065,30.275,47.512,
38765140,-0.164,-0.518,1.323,-202.475,13.527,72.975,
38765160,0.104,-0.937,1.32,-187.67,-37.257,83.492,
38765160,0.41,-1.355,1.221,-131.967,-53.147,91.14,
38765170,-0.119,-1.496,0.638,-65.625,-51.152,53.97,
38765180,1.096,-1.797,0.521,-19.232,-35.997,17.832,
38765190,0.382,-1.081,0.533,-12.232,-16.975,-61.407,
38765200,-0.339,-0.601,0.032,36.12,-34.79,-187.46,
38765210,-0.691,-0.055,-0.295,41.195,-32.182,-218.242,
38765220,-0.987,0.378,-0.469,8.715,-55.527,-220.097,
38765230,-1.005,0.34,-0.242,-43.26,-82.512,-206.272,
38765240,-0.872,0.079,0.056,-97.072,-74.305,-162.715,
38765250,-0.903,-0.094,0.121,-93.397,-52.99,-112.647,
38765260,-0.891,0.198,0.175,-44.24,-44.45,-65.31,
38765270,-0.254,1.819,1.991,-51.765,40.845,5.442,
38765280,0.514,0.173,0.521,191.712,10.64,76.825,
38765290,0.881,-0.238,1.308,433.615,-51.887,12.862,
38765300,-0.356,-1.387,1.487,293.405,-4.707,-12.862,
38765310,0.623,-0.746,1.281,349.142,-10.99,-3.517,
38765320,1.923,-0.028,1.676,380.152,74.41,9.012,
38765330,0.324,0.614,1.624,267.82,182.63,-25.532,
38765340,-1.807,1.913,-0.691,212.065,125.387,-4.287,
38765350,0.592,-0.477,1.28,-63.735,-29.697,68.127,
38765360,-0.864,-0.378,1.391,-145.267,-32.305,15.347,
38765370,-0.115,-0.176,0.868,-25.725,-57.19,-7.612,
38765380,0.463,-0.632,1.109,-55.317,-46.06,-20.405,
38765390,0.382,-0.216,0.947,-7.35,-19.18,-16.695,
38765400,0.368,-0.162,1.003,12.6,10.867,8.68,
38765410,0,0.088,0.993,30.66,33.775,21.07,
38765420,-0.34,0.232,1.007,24.762,37.52,20.282,
38765430,-0.258,0.304,0.995,12.442,22.96,11.147,
38765440,-0.134,0.241,1.012,-3.115,9.642,1.33,
38765450,0.102,0.171,1.037,-12.95,5.075,-2.625,
38765460,0.144,0.168,1.061,-17.657,13.282,-1.102,
38765470,0.083,0.229,1.121,-26.197,26.197,2.135,
38765480,0,0.332,1.185,-40.372,38.29,1.33,
38765490,0.013,0.266,1.252,-66.342,48.667,-2.047,
38765500,0.072,0.097,1.354,-101.587,42.595,0.507,
38765510,0.252,0.163,1.297,-149.1,67.847,15.4,
38765510,-0.024,0.104,1.244,-164.587,89.442,8.452,
38765530,-0.218,0.102,1.272,-186.025,86.765,7.962,
38765530,-0.046,0.018,1.187,-204.225,73.465,14.14,
38765550,0.228,-0.109,1.336,-205.852,65.152,9.782,
38765550,0.02,-0.365,1.825,-195.492,56.787,-4.217,
38765570,-0.355,-1.036,1.996,-154.28,-8.4,-32.97,
38765570,1.735,-1.602,1.081,-46.97,-84.455,-61.285,
38765580,0.452,-0.155,0.233,81.532,-50.662,-95.357,
38765590,-1.776,0.784,-0.197,76.615,-156.59,-229.32,
38765600,-1.219,0.456,-0.276,-4.27,-225.592,-182.927,
38765610,-0.75,0.524,-0.156,-86.327,-190.942,-48.072,
38765620,-0.469,0.441,-0.063,-86.8,-161.735,-4.025,
38765630,-0.069,0.403,-0.127,-59.902,-117.512,33.915,
38765640,0.001,0.455,-0.133,-40.442,-87.745,65.187,
38765650,0.169,0.392,-0.396,-25.235,-95.41,71.96,
38765660,0.394,0.524,-0.855,-6.79,-97.195,74.322,
38765670,0.441,0.804,-0.962,-15.26,-90.877,60.532,
38765680,0.748,-0.113,1.351,-136.43,13.072,30.817,
38765690,-1.256,-1.998,0.334,-153.44,295.575,-50.085,
38765700,-0.608,-0.363,1.132,482.615,38.605,-92.715,
38765710,0.733,1.997,-0.582,547.732,48.23,54.46,
38765720,1.098,0.622,1.266,381.307,89.53,105.192,
38765730,-0.187,-1.492,1.998,266.997,143.447,43.417,
38765740,-0.906,1.5,1.328,322.77,164.552,29.33,
38765750,-1.244,1.891,0.086,173.005,100.327,16.73,
38765760,-0.777,0.526,1.025,-59.465,-7.525,13.807,
38765770,-0.503,-0.269,1.085,-63.7,-65.607,1.19,
38765780,0.015,-0.053,1.007,-38.867,-70.542,6.65,
38765790,0.055,-0.08,1.032,-37.695,-62.23,0.875,
38765800,0.448,-0.153,1.03,-28.822,-45.43,7.787,
38765810,0.137,-0.084,0.977,-10.92,-20.37,13.177,
38765820,0.03,-0.01,0.995,-1.837,-6.877,13.772,
38765830,0.01,0.133,0.989,2.87,-1.855,12.425,
38765830,0.021,0.176,0.989,-1.487,1.19,10.937,
38765850,0.045,0.08,1.004,-7.052,4.095,9.03,
38765850,0.024,0.138,1.01,-6.335,9.905,8.242,
38765870,-0.134,0.216,1,-9.765,12.775,5.967,
38765870,-0.11,0.167,1.018,-18.55,9.222,1.207,
38765890,-0.017,0.166,1.037,-27.335,6.755,-1.26,
38765890,0.031,0.187,1.073,-38.727,10.377,-0.332,
38765910,0.053,0.211,1.129,-52.92,16.59,3.115,
38765910,0.125,0.244,1.191,-71.697,24.815,12.337,
38765920,0.113,0.174,1.306,-101.675,20.072,32.462,
38765930,0.161,0.283,1.3,-151.882,13.125,76.597,
38765940,0.099,0.084,1.191,-189.857,-1.96,107.712,
38765950,0.056,-0.011,1.207,-228.917,-1.977,138.88,
38765960,0.299,-0.199,1.221,-247.555,-2.222,164.92,
38765970,0.575,-0.452,1.349,-256.305,6.072,184.502,
38765980,0.65,-0.782,1.523,-257.687,25.952,197.54,
38765990,0.676,-0.71,1.4,-214.532,29.19,191.327,
38766000,0.487,0.034,0.927,-139.545,23.275,197.627,
38766010,1.652,1.018,0.566,-74.252,-13.457,206.5,
38766020,1.983,0.838,0.153,-23.362,-30.082,200.34,
38766030,0.837,1.34,-0.759,43.767,-56.525,44.957,
38766040,0.557,1.244,-0.729,91.49,-136.22,-102.235,
38766050,-0.353,0.489,-0.623,7.682,-165.655,-141.382,
38766060,-1.378,0.431,-0.046,1.347,-124.74,-180.827,
38766070,-1.998,-1.784,1.538,113.207,18.777,-165.41,
38766080,0.869,-1.96,1.47,291.865,-45.08,-19.092,
38766090,-0.756,1.466,0.265,419.632,14.595,27.055,
38766100,-0.037,1.674,0.817,524.895,-60.97,-116.392,
38766110,1.895,-1.201,1.998,284.235,60.357,9.065,
38766120,-1.729,1.771,0.429,241.412,146.317,-29.75,
38766130,-0.708,1.01,0.495,92.487,48.93,44.94,
38766140,-1.479,-0.046,1.246,-117.32,-37.345,21.035,
38766150,0.5,-0.271,1.022,-38.202,-84.157,28.84,
38766160,0.079,0.075,1.007,-40.635,-65.905,18.112,
38766170,0.347,-0.165,0.976,-37.257,-48.93,25.567,
38766180,0.357,-0.289,0.979,-27.842,-27.072,20.667,
38766190,0.193,-0.087,0.984,-5.985,-6.037,16.135,
38766200,0.129,0.057,0.986,5.25,6.597,13.247,
38766210,-0.009,0.095,0.991,6.685,11.55,8.575,
38766220,0.058,0.128,1.002,4.935,12.442,3.657,
38766230,-0.036,0.159,1,1.837,14.28,1.767,
38766240,-0.182,0.178,1,-2.887,11.9,-1.05,
38766250,-0.099,0.168,1.004,-8.347,3.307,-6.65,
38766260,-0.051,0.159,1.016,-15.995,-0.787,-10.395,
38766260,-0.106,0.167,1.024,-23.047,-2.73,-12.67,
38766270,-0.129,0.192,1.051,-31.937,-6.317,-15.102,
38766280,-0.191,0.248,1.105,-45.57,-12.355,-17.832,
38766290,-0.26,0.281,1.165,-63.175,-22.68,-21.787,
38766300,-0.256,0.328,1.207,-85.942,-37.292,-26.617,
38766310,-0.199,0.325,1.163,-114.8,-48.86,-32.742,
38766320,-0.181,0.281,1.128,-145.25,-51.782,-40.95,
38766330,-0.093,0.273,1.102,-169.872,-28.7,-49.84,
38766340,-0.646,0.055,1.08,-186.357,-33.075,-67.55,
38766350,-0.373,0.042,1.261,-211.295,-62.667,-54.512,
38766360,-0.451,0.079,1.242,-231.367,-98.787,-52.027,
38766370,-0.15,-0.189,1.256,-257.39,-129.797,-49.91,
38766380,-0.264,-0.414,1.366,-263.27,-149.152,-34.335,
38766390,-0.535,-0.745,1.262,-214.777,-170.292,-31.272,
38766400,0.076,-0.938,1.221,-142.87,-127.295,-4.235,
38766410,-1.602,0.301,1.347,-27.16,33.582,39.602,
38766420,-1.812,1.753,0.736,174.912,111.79,109.48,
38766430,0.765,0.376,-0.238,291.935,155.907,314.527,
38766440,1.638,0.05,-0.875,315.437,266.297,352.31,
38766450,0.694,0.215,-1.54,351.295,246.12,272.93,
38766460,1.043,-0.223,-1.318,258.632,137.025,189.787,
38766470,1.945,-1.504,-0.579,49.647,52.937,111.562,
38766480,0.176,-1.068,1.47,-112.665,-95.445,-66.36,
38766490,0.178,-1.998,1.821,83.317,-193.917,-271.81,
38766500,1.685,0.921,1.582,533.645,-56.49,-161.787,
38766510,0.824,1.997,0.86,428.347,156.38,-55.877,
38766520,-1.99,1.83,-0.007,120.855,193.48,-51.712,
38766530,0.753,-0.2,1.186,-54.932,-2.432,44.485,
38766540,-0.851,-0.18,1.175,-45.272,-40.635,-3.64,
38766550,0.462,0.141,0.952,4.305,-52.167,11.655,
38766560,-0.321,-0.185,1.057,-15.487,-40.355,0.84,
38766570,0.145,0.026,1.012,-11.112,-34.265,11.112,
38766580,0.009,0.013,0.99,-9.152,-23.012,12.232,
38766580,-0.026,-0.097,1.013,-9.747,-15.522,11.217,
38766600,0.011,0.121,0.989,-1.33,-10.692,8.75,
38766600,0.078,0.123,0.994,-0.175,-7.192,8.732,
38766620,0.045,0.144,0.991,0.105,-0.647,11.41,
38766620,-0.122,0.148,0.984,-0.507,2.765,14.542,
38766640,-0.151,0.171,0.985,-3.08,-1.347,11.83,
38766640,-0.126,0.169,0.99,-7.49,-9.327,5.582,
38766660,0.019,0.111,0.991,-11.97,-14.122,1.33,
38766660,0.053,0.09,0.996,-12.687,-11.952,-0.927,
38766670,0.03,0.111,0.997,-11.322,-6.615,-1.137,
38766680,0.046,0.139,1.007,-13.475,-1.242,0.35,
38766690,-0.029,0.189,1.009,-18.952,3.587,0.577,
38766700,-0.06,0.196,1.049,-29.977,6.125,-0.56,
38766710,-0.102,0.222,1.088,-41.685,2.817,-1.137,
38766720,-0.212,0.282,1.132,-60.27,-5.547,-2.012,
38766730,-0.179,0.27,1.177,-85.242,-17.132,-6.23,
38766740,-0.209,0.268,1.166,-112.98,-28.297,-10.22,
38766750,-0.182,0.171,1.139,-142.345,-35.805,-9.1,
38766760,-0.4,0.094,1.135,-174.702,-42.787,-4.9,
38766770,-0.336,0.021,1.163,-199.675,-68.88,5.6,
38766780,-0.535,-0.129,1.264,-218.365,-89.897,19.092,
38766790,-0.907,-0.37,1.455,-225.592,-128.38,19.512,
38766800,-0.682,-0.728,1.704,-216.772,-186.882,20.387,
38766810,-0.614,-1.456,1.403,-162.172,-223.895,23.432,
38766820,-1.216,-1.937,0.708,-51.835,-160.912,27.3,
38766830,-1.998,-1.275,1.116,31.15,0.297,70.945,
38766840,-1.68,-1.071,0.075,124.197,66.92,120.732,
38766850,-0.17,-0.527,-0.482,181.037,155.417,187.04,
38766860,0.112,0.275,-1.012,195.597,240.502,182.455,
38766870,0.151,0.817,-1.526,211.522,228.095,135.905,
38766880,0.955,1.108,-1.651,117.722,161.945,65.817,
38766890,0.811,0.962,-0.607,-39.13,118.947,-40.827,
38766900,1.699,-0.04,1.202,-217.35,-160.877,-281.89,
38766910,-0.386,-1.068,1.512,308.472,-99.172,-454.405,
38766920,1.21,0.337,1.834,504.087,-54.162,-369.285,
38766930,-0.098,1.919,1.529,254.03,167.247,-40.547,
38766940,-1.709,1.731,0.061,149.73,159.88,21.77,
38766940,-0.699,0.109,1.169,-63.945,22.627,46.025,
38766960,-0.181,-0.2,1.063,-36.837,-38.675,-4.637,
38766960,-0.043,0.037,0.997,-14.98,-43.032,-1.802,
38766980,0.099,-0.104,1.037,-24.78,-36.12,-1.89,
38766980,0.11,-0.015,0.975,-15.365,-26.11,3.517,
38767000,0.105,-0.168,1.001,-11.375,-13.282,4.655,
38767000,-0.025,0.05,0.986,1.732,-3.955,2.38,
38767010,0.006,0.1,0.993,4.935,-0.98,-0.157,
38767020,0.036,0.13,0.995,3.115,1.995,0.455,
38767030,0.012,0.112,0.982,1.855,7.035,4.952,
38767040,-0.153,0.112,0.998,0.245,9.695,8.435,
38767050,-0.199,0.231,0.983,-0.437,5.372,10.745,
38767060,-0.154,0.18,0.989,-8.592,-3.185,10.535,
38767070,-0.058,0.104,0.995,-14.332,-9.135,9.257,
38767080,0.01,0.119,1.002,-16.835,-10.01,7.42,
38767090,0.05,0.158,1.011,-20.737,-7.192,7.682,
38767100,0.003,0.174,1.027,-27.65,-2.765,9.17,
38767110,-0.005,0.155,1.041,-34.965,-1.557,10.482,
38767120,-0.019,0.161,1.079,-42.945,-0.367,11.707,
38767130,-0.108,0.199,1.115,-55.492,-0.752,14.7,
38767140,-0.251,0.224,1.154,-75.267,-8.032,18.34,
38767150,-0.439,0.198,1.204,-104.615,-26.635,25.34,
38767160,-0.693,0.097,1.167,-135.817,-61.145,36.382,
38767170,0.136,-0.177,1.216,-157.657,-97.527,59.22,
38767180,-0.24,-0.183,1.312,-155.452,-98.14,71.82,
38767190,-0.613,-0.44,1.474,-146.947,-124.915,77.455,
38767200,-0.272,-0.862,1.621,-123.305,-164.447,86.537,
38767210,-1.087,-1.846,0.607,-37.852,-174.912,81.13,
38767220,-0.932,-1.998,0.948,38.447,-102.427,87.885,
38767230,-0.723,-1.998,1.011,42.647,44.082,135.887,
38767240,-0.592,-1.791,0.372,106.172,93.817,126.402,
38767250,-0.2,-1.119,-0.173,110.617,121.38,121.537,
38767260,0.577,-0.601,-0.892,68.495,164.15,120.925,
38767270,0.691,1.067,-1.474,53.497,201.862,113.33,
38767280,0.594,1.997,-1.961,27.335,143.36,65.17,
38767290,1.219,1.997,0.148,-50.907,12.582,-42.682,
38767300,1.532,-0.438,0.602,-87.342,-110.197,-162.82,
38767310,1.769,-1.965,1.998,474.512,-59.307,-272.965,
38767320,-0.187,1.777,0.229,426.58,165.795,-150.78,
38767330,-1.358,1.186,-0.446,246.767,131.495,-8.715,
38767330,-1.005,0.639,1.251,-180.442,29.085,57.365,
38767350,-0.511,-0.454,1.256,-69.405,-63.77,2.135,
38767350,0.251,-0.514,1.004,-30.31,-59.902,22.015,
38767370,0.157,-0.409,1.098,-33.53,-40.687,-5.617,
38767370,0.312,0.015,0.96,-1.907,-19.355,3.937,
38767390,-0.187,0.066,1.02,-4.567,-2.625,3.727,
38767390,-0.051,0.071,0.974,0.525,-5.372,4.217,
38767410,0.023,0.054,1.018,-1.067,-6.072,-1.925,
38767410,0.196,0.161,0.986,4.62,-1.05,-2.572,
38767420,0.073,0.125,0.999,1.557,9.852,1.557,
38767430,-0.068,0.122,0.997,1.4,16.8,3.325,
38767440,-0.099,0.157,0.985,-0.087,18.847,5.74,
38767450,-0.33,0.059,0.989,-3.885,16.87,7.315,
38767460,-0.298,0.135,0.99,-6.562,6.405,6.125,
38767470,-0.131,0.196,0.993,-9.957,-4.707,5.232,
38767480,-0.035,0.171,1.016,-17.15,-7.7,6.545,
38767490,-0.001,0.194,1.029,-23.152,-5.372,8.907,
38767500,0.087,0.175,1.061,-30.852,0.105,10.185,
38767510,0.199,0.148,1.089,-38.57,10.902,10.727,
38767520,0.293,0.094,1.13,-47.425,29.715,13.667,
38767530,0.289,0.038,1.153,-57.19,56.752,21.21,
38767540,-0.18,-0.027,1.162,-65.782,76.877,34.772,
38767550,0.509,-0.118,1.248,-88.427,39.375,58.642,
38767560,-0.051,0.058,1.184,-102.76,69.177,87.482,
38767570,-0.289,-0.094,1.123,-93.992,45.307,77.735,
38767580,0.11,-0.214,1.249,-122.325,49.035,91.875,
38767590,0.098,-0.221,1.343,-120.312,57.277,91.402,
38767600,-0.005,-0.436,1.129,-90.755,55.492,71.312,
38767610,-0.022,-0.462,0.929,-55.842,36.277,51.502,
38767620,-0.266,-0.326,0.451,7.455,14.437,36.855,
38767630,0.673,-0.542,-0.398,60.007,-51.362,-22.715,
38767640,0.54,-0.512,-1.124,124.512,-42.49,-75.687,
38767650,0.622,-0.491,-1.424,171.517,-64.75,-172.62,
38767660,-0.842,0.707,-0.951,199.727,-115.29,-265.335,
38767670,-1.488,-0.281,1.685,248.185,-274.907,-291.217,
38767670,1.998,-1.105,1.837,141.785,-4.62,103.022,
38767690,-0.675,1.997,-1.75,445.672,271.267,-82.932,
38767690,-1.963,0.678,-0.436,256.882,-29.452,-241.78,
38767710,1.287,-0.631,1.435,-433.702,-32.917,150.64,
38767710,-0.519,-1.201,1.591,-154.087,-124.32,-58.992,
38767730,0.911,0.811,0.407,96.075,-85.067,28.735,
38767730,-0.407,-0.378,1.336,-79.065,-36.995,23.187,
38767750,-0.106,0.231,0.912,-13.877,-38.412,26.915,
38767750,-0.033,0.013,1.034,-25.41,-41.632,24.64,
38767760,0.077,0.067,0.995,-19.197,-37.817,21.84,
38767770,0.032,0.072,1.004,-13.23,-29.47,20.737,
38767780,0.087,0.1,0.995,-10.377,-22.295,19.162,
38767790,-0.067,0.134,0.989,-9.152,-14.875,17.377,
38767800,-0.051,0.136,0.987,-9.292,-15.645,14.735,
38767810,-0.058,0.057,0.994,-8.54,-16.712,10.78,
38767820,-0.039,0.09,0.998,-6.3,-16.467,6.422,
38767830,0.008,0.108,0.983,-3.115,-15.977,3.762,
38767840,0.063,0.07,0.992,-3.535,-12.32,1.767,
38767850,0.064,0.114,0.988,-0.857,-5.862,1.452,
38767860,0.024,0.136,0.986,-0.28,0.927,2.992,
38767870,0.004,0.087,1.001,-1.242,5.81,3.657,
38767880,0.016,0.101,1.004,-0.542,10.29,3.027,
38767890,0.059,0.105,1.013,-0.857,15.767,2.817,
38767900,0.12,0.093,1.03,-1.557,25.235,2.87,
38767910,0.173,0.115,1.062,-3.167,39.322,2.502,
38767920,0.194,0.171,1.117,-9.45,58.415,1.715,
38767930,0.257,0.146,1.215,-21.77,78.207,3.412,
38767940,0.442,0.004,1.343,-38.325,115.062,8.085,
38767950,0.462,-0.134,1.316,-49.77,177.345,29.032,
38767960,-0.829,-0.148,1.233,-43.505,178.832,60.147,
38767970,0.507,-0.944,1.607,-73.867,44.047,107.8,
38767980,0.945,-1.073,1.747,-131.04,30.117,189,
38767990,0.36,-1.702,1.553,-100.642,-35.805,201.757,
38768000,1.998,-1.974,1.47,-127.82,-127.767,183.557,
38768010,1.541,-0.809,0.965,-114.8,-97.335,155.557,
38768020,-0.083,0.75,-0.52,-18.165,-182.875,26.547,
38768030,-0.632,1.481,-1.134,0.56,-265.755,-36.505,
38768040,-0.572,1.56,-1.492,-39.637,-238.7,12.442,
38768050,-0.284,1.706,-1.422,-50.942,-159.25,64.382,
38768060,0.583,1.179,-1.603,-3.745,-110.915,15.977,
38768070,-0.059,1.472,1.578,37.03,247.187,-50.137,
38768080,-0.862,-1.9,1.998,204.47,303.117,-178.36,
38768080,1.511,0.709,0.703,387.695,269.657,81.427,
38768100,-1.998,0.87,-1.326,498.995,127.575,-129.132,
38768100,-1.149,0.216,0.782,-38.675,-57.295,-90.58,
38768120,-0.208,-1.642,1.946,-306.53,-59.85,26.337,
38768120,0.053,0.409,0.757,73.36,-110.197,-23.502,
38768140,0.23,0.286,0.751,13.842,-78.802,20.02,
38768140,-0.156,-0.393,1.319,-80.325,-57.487,5.267,
38768160,0.267,0.173,0.865,3.097,-52.325,18.515,
38768160,0.079,-0.034,1.073,-25.217,-34.37,17.167,
38768170,0.12,0.052,0.984,-7.507,-23.292,16.887,
38768180,0.153,-0.023,1.017,-4.165,-12.652,14.857,
38768190,0.086,0.075,0.991,0.735,-1.855,10.272,
38768200,-0.003,0.118,0.995,2.747,5.022,6.09,
38768210,-0.08,0.14,0.988,3.622,6.58,2.38,
38768220,-0.09,0.127,0.993,0.997,4.41,-2.817,
38768230,0,0.107,0.993,0.157,2.87,-8.137,
38768240,0.03,0.12,0.992,-0.542,6.282,-12.53,
38768250,-0.025,0.146,0.995,-1.522,11.217,-16.187,
38768260,0.009,0.127,1.01,-4.147,15.47,-18.847,
38768270,-0.081,0.205,1.013,-8.54,20.037,-22.47,
38768280,-0.126,0.228,1.039,-17.29,22.155,-25.777,
38768290,-0.118,0.171,1.085,-29.75,20.65,-29.82,
38768300,-0.167,0.106,1.169,-42.105,18.987,-36.102,
38768310,-0.181,0.195,1.259,-56.752,17.64,-45.552,
38768320,-0.025,0.244,1.255,-80.937,29.645,-54.617,
38768330,-0.091,0.328,1.161,-109.042,52.412,-59.64,
38768340,-0.317,0.264,1.148,-131.967,57.207,-60.042,
38768350,-0.135,0.295,1.247,-164.43,42.122,-52.482,
38768360,0.121,0.265,1.241,-185.727,44.73,-39.707,
38768370,-0.052,0.233,1.38,-203.227,51.555,-39.602,
38768380,-0.155,0.067,1.456,-223.93,43.977,-38.29,
38768390,-0.437,-0.008,1.407,-219.17,13.282,-35.052,
38768400,-0.041,-0.069,1.224,-195.702,-4.41,-5.845,
38768410,0.109,0.218,0.914,-155.05,-3.902,23.222,
38768420,0.386,0.873,0.762,-96.075,-14.77,38.29,
38768420,0.279,1.609,0.341,-14.227,-41.055,60.497,
38768440,0.375,1.997,0.495,74.41,-86.957,68.372,
38768440,0.843,1.829,-0.454,173.442,-86.345,93.362,
38768460,0.688,1.613,-1.619,265.3,-78.925,76.44,
