#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
32274460,0.134,-0.272,0.937,-0.35,-0.227,-0.227,
32274470,0.137,-0.273,0.937,-0.297,-0.49,-0.35,
32274480,0.138,-0.273,0.939,-0.385,-0.14,-0.35,
32274490,0.139,-0.275,0.937,-0.315,-0.245,-0.42,
32274500,0.141,-0.275,0.935,-0.245,0.21,-0.437,
32274510,0.141,-0.275,0.935,0,0.332,-0.455,
32274520,0.141,-0.276,0.935,0.157,0.805,-0.402,
32274530,0.14,-0.276,0.935,0.42,1.05,-0.297,
32274540,0.14,-0.275,0.935,0.647,1.487,-0.245,
32274550,0.14,-0.275,0.935,0.892,1.61,-0.227,
32274560,0.14,-0.274,0.935,1.085,1.942,-0.122,
32274570,0.14,-0.272,0.94,1.26,2.152,0,
32274580,0.137,-0.272,0.939,1.19,2.38,0.105,
32274590,0.135,-0.271,0.94,1.155,2.362,0.087,
32274600,0.134,-0.271,0.94,1.102,2.275,0.087,
32274610,0.133,-0.271,0.942,1.015,2.257,0,
32274620,0.133,-0.269,0.946,0.787,1.977,-0.052,
32274630,0.134,-0.269,0.949,0.42,1.75,-0.07,
32274640,0.129,-0.27,0.957,-0.175,1.12,-0.07,
32274650,0.13,-0.256,0.967,-1.12,0.157,0.017,
32274660,0.112,-0.248,0.983,-3.377,-2.135,1.085,
32274670,0.106,-0.273,0.986,-6.825,-5.092,1.155,
32274680,0.13,-0.218,0.988,-10.08,-8.627,-0.787,
32274690,0.154,-0.368,0.982,-18.392,-10.902,-3.482,
32274700,0.182,-0.355,0.986,-13.3,-11.375,-6.685,
32274710,0.207,-0.349,0.992,-10.675,-9.817,-6.755,
32274720,0.179,-0.377,0.979,-11.217,-6.632,-9.327,
32274730,0.141,-0.371,0.989,-9.257,-3.08,-14.21,
32274740,0.13,-0.416,0.97,-7.752,-3.482,-18.69,
32274750,0.142,-0.458,0.963,-0.367,-3.657,-24.29,
32274760,0.236,-0.353,0.94,5.74,1.715,-29.26,
32274760,0.153,-0.375,0.931,-0.63,9.94,-35.612,
32274780,0.175,-0.445,0.975,-4.655,15.522,-44.905,
32274780,0.199,-0.566,0.898,-7.787,21.735,-53.707,
32274790,0.176,-0.522,0.754,-17.395,7.63,-68.005,
32274800,0.37,-0.472,0.872,-32.707,1.155,-82.722,
32274810,0.301,-0.575,0.907,-55.072,11.392,-91.717,
32274820,0.09,-0.591,0.899,-58.8,23.082,-99.907,
32274830,-0.015,-0.459,0.913,-59.552,21.7,-104.632,
32274840,0.054,-0.452,0.914,-67.357,19.862,-105.175,
32274850,-0.005,-0.409,0.921,-71.732,22.4,-104.317,
32274860,-0.042,-0.332,0.924,-71.347,25.235,-106.645,
32274870,-0.065,-0.285,0.885,-79.782,23.765,-104.265,
32274880,0,-0.225,0.881,-83.317,23.205,-103.827,
32274890,0.021,-0.196,0.886,-88.917,25.987,-102.322,
32274900,0.049,-0.2,0.935,-92.365,30.38,-102.077,
32274910,0.134,-0.242,0.977,-92.295,35.805,-103.67,
32274920,0.21,-0.23,0.965,-84.192,45.097,-106.785,
32274930,0.258,-0.148,0.918,-74.182,55.44,-112.315,
32274940,0.282,-0.117,0.874,-69.755,62.23,-120.89,
32274950,0.34,-0.104,0.849,-69.282,63.822,-132.387,
32274960,0.407,-0.121,0.864,-67.602,63.28,-145.932,
