#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
60648900,0.237,-0.142,0.957,-2.1,-5.757,1.995,
60648910,0.226,-0.157,0.961,-4.112,-4.357,2.432,
60648920,0.211,-0.157,0.965,-5.057,-6.615,1.627,
60648930,0.208,-0.158,0.967,-6.807,-7.665,0.927,
60648940,0.22,-0.159,0.962,-8.54,-10.92,-0.315,
60648950,0.258,-0.151,0.96,-10.832,-11.06,-0.7,
60648960,0.293,-0.151,0.96,-14.105,-10.587,-0.402,
60648970,0.299,-0.147,0.96,-17.325,-6.3,0.91,
60648980,0.285,-0.156,0.966,-20.702,-2.992,2.327,
60648990,0.286,-0.173,0.973,-24.727,0.35,3.832,
60649000,0.275,-0.176,0.981,-28.647,2.677,4.69,
60649010,0.289,-0.182,0.99,-33.39,4.83,5.53,
60649010,0.325,-0.236,0.968,-37.502,7.245,6.772,
60649030,0.348,-0.279,0.925,-36.4,11.812,6.055,
60649030,0.366,-0.225,0.896,-30.345,19.267,2.485,
60649050,0.303,-0.271,0.889,-24.5,27.265,-1.242,
60649050,0.26,-0.308,0.889,-17.727,33.022,-4.952,
60649070,0.197,-0.262,0.877,-10.045,33.635,-9.555,
60649070,0.052,-0.297,0.842,0.367,30.345,-14.56,
60649080,-0.251,-0.347,0.786,17.972,14.612,-21.682,
60649090,-0.157,-0.314,0.971,37.397,-12.722,-28.28,
60649100,0.114,-0.195,0.99,45.937,-36.4,-34.142,
60649110,0.186,-0.154,1.026,42.035,-42.892,-37.782,
60649120,0.269,-0.057,1.023,33.967,-43.855,-36.085,
60649130,0.383,-0.054,0.988,21.14,-38.15,-32.182,
60649140,0.443,-0.074,0.959,10.237,-28.875,-26.145,
60649150,0.431,-0.047,0.945,3.902,-13.72,-17.937,
60649160,0.331,-0.15,0.955,-3.167,-2.835,-10.622,
60649170,0.238,-0.227,0.952,-4.462,3.745,-8.225,
60649180,0.231,-0.178,0.958,-2.695,1.61,-10.15,
60649190,0.25,-0.177,0.961,-2.73,2.38,-8.907,
60649200,0.211,-0.208,0.965,-2.87,0.77,-6.86,
60649210,0.239,-0.198,0.964,-2.835,0.297,-5.617,
60649220,0.262,-0.169,0.962,-3.202,-1.89,-5.092,
60649230,0.3,-0.15,0.962,-5.145,1.435,-1.662,
60649240,0.255,-0.152,0.98,-8.452,3.762,1.977,
60649250,0.21,-0.168,0.998,-13.685,6.422,4.165,
60649260,0.246,-0.147,1.013,-19.355,4.917,3.955,
60649270,0.289,-0.122,1.055,-28.647,8.295,4.847,
60649280,0.316,-0.106,1.131,-42.315,11.182,6.142,
60649290,0.275,-0.079,1.272,-59.92,16.257,2.432,
60649300,0.154,-0.141,1.307,-75.232,14.875,-16.24,
60649310,0.429,-0.345,1.352,-87.797,5.512,-38.902,
60649320,0.947,-0.511,1.312,-94.745,28.91,-78.68,
60649330,0.133,-0.818,1.298,-116.322,54.687,-117.46,
60649340,0.652,-1.699,1.139,-143.727,115.255,-127.277,
60649350,0.404,-1.998,0.773,-112.612,162.207,-142.345,
60649360,-0.997,-1.998,-0.167,-69.16,98.665,-182.437,
60649370,-0.235,-1.661,-0.293,-45.867,43.487,-194.092,
60649380,-0.345,-1.744,0.078,-100.52,29.61,-132.982,
60649390,-0.346,-1.702,0.256,-116.41,-4.182,-91.297,
60649400,-0.382,-0.873,0.193,-94.115,-36.102,-59.85,
60649410,-0.472,-0.325,0.371,-97.65,-42.245,0.315,
60649420,-0.349,-0.081,0.536,-107.117,-35.542,71.592,
60649420,0.145,0.437,0.37,-88.637,-26.862,135.782,
60649440,0.686,1.066,0.04,-73.482,-13.545,165.357,
60649440,0.987,1.614,-0.351,-68.127,2.782,161.542,
60649460,1.274,1.997,-0.53,-73.255,17.22,115.92,
60649460,1.56,1.524,0.764,-73.762,52.552,66.115,
60649480,-0.918,0.665,0.767,103.162,57.26,56.035,
60649480,-1.179,-0.827,1.209,401.607,10.85,59.85,
60649500,-0.16,-1.141,1.87,255.307,-109.06,-14.35,
60649500,-0.064,1.733,1.181,299.337,-119.665,-129.762,
60649510,0.171,-0.117,1.817,182.612,-153.755,-153.65,
60649520,1.446,0.703,1.436,116.322,-160.895,-152.337,
60649530,1.722,0.585,1.119,16.03,-79.905,-88.602,
60649540,1.159,0.257,1.213,-51.17,20.772,-15.207,
60649550,0.582,0.119,1.353,-111.002,82.022,42.297,
60649560,0.252,0.156,1.219,-159.932,94.307,71.697,
60649570,0.036,-0.342,0.833,-175.577,85.365,67.48,
60649580,-0.201,-0.719,0.599,-151.305,72.117,41.212,
60649590,-0.27,-0.772,0.469,-105.892,58.152,8.522,
60649600,-0.229,-0.877,0.479,-56.297,37.555,-22.837,
60649610,-0.13,-0.827,0.515,-10.115,21.56,-46.865,
60649620,-0.163,-0.765,0.585,33.057,4.112,-65.957,
60649630,-0.087,-0.568,0.721,76.965,-14.735,-82.88,
