#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
39877250,-0.059,-0.165,0.973,-3.36,0.245,3.062,
39877260,-0.073,-0.168,0.978,-3.832,2.065,3.307,
39877270,-0.09,-0.159,0.978,-4.007,2.135,3.99,
39877280,-0.092,-0.176,0.981,-4.795,1.627,4.707,
39877290,-0.08,-0.174,0.975,-4.182,0.595,5.075,
39877300,-0.099,-0.163,0.978,-3.5,0.122,4.462,
39877310,-0.103,-0.151,0.976,-3.482,-1.032,4.095,
39877320,-0.097,-0.177,0.981,-3.99,-2.31,4.847,
39877330,-0.077,-0.18,0.976,-3.237,-3.657,4.165,
39877340,-0.039,-0.173,0.968,-2.625,-3.692,4.095,
39877350,-0.026,-0.17,0.965,-2.1,-1.33,3.535,
39877360,-0.037,-0.167,0.969,-1.662,1.662,2.187,
39877370,-0.053,-0.162,0.972,-1.452,4.392,1.75,
39877380,-0.054,-0.164,0.973,-1.767,6.212,2.152,
39877390,-0.064,-0.164,0.975,-1.907,8.032,2.625,
39877400,-0.067,-0.16,0.975,-2.467,8.925,3.062,
39877410,-0.057,-0.179,0.977,-3.045,10.36,3.727,
39877420,-0.054,-0.175,0.979,-2.852,11.34,3.202,
39877420,-0.106,-0.17,0.98,-2.975,12.775,3.045,
39877440,-0.151,-0.178,0.985,-3.08,11.375,2.922,
39877440,-0.162,-0.176,0.988,-3.167,8.575,3.36,
39877460,-0.181,-0.197,1.001,-3.465,4.83,3.465,
39877460,-0.228,-0.218,1.009,-2.957,0,2.992,
39877480,-0.214,-0.207,0.999,-1.68,-8.785,2.572,
39877480,-0.177,-0.191,0.989,-2.222,-15.522,5.372,
39877500,-0.155,-0.171,0.984,-2.467,-20.982,7.052,
39877500,-0.15,-0.083,0.973,-0.805,-25.13,5.775,
39877510,-0.241,-0.036,0.969,-3.535,-30.275,6.23,
39877520,-0.222,-0.1,0.976,-7.455,-37.765,9.782,
39877530,-0.085,-0.14,0.984,-6.982,-46.147,10.08,
39877540,0.063,-0.161,0.972,-8.225,-47.757,9.59,
39877550,-0.061,-0.16,0.98,-8.907,-44.222,9.257,
39877560,0.14,-0.154,0.946,-6.527,-43.155,8.505,
39877570,0.238,-0.222,0.936,-9.31,-32.217,13.825,
39877580,0.19,-0.283,0.919,-7.945,-16.397,13.125,
39877590,0.249,-0.245,0.928,-2.327,-0.63,10.01,
39877600,0.249,-0.274,0.921,-1.575,18.865,11.9,
39877610,0.183,-0.233,0.922,-0.105,38.167,12.442,
39877620,0.221,-0.175,0.921,2.117,54.74,12.53,
39877630,0.061,-0.13,0.999,-0.595,70.525,11.182,
39877640,-0.168,-0.114,0.994,-1.295,75.617,5.005,
39877650,-0.142,-0.143,0.99,1.067,71.12,2.607,
39877660,-0.117,-0.175,1.009,1.05,65.94,2.135,
39877670,-0.199,-0.181,0.981,4.655,59.692,-2.345,
39877680,-0.223,-0.148,0.964,8.47,52.78,-3.01,
39877690,-0.358,-0.187,0.967,6.51,45.447,0.857,
39877700,-0.451,-0.166,0.958,6.912,31.517,1.995,
39877710,-0.422,-0.134,0.962,5.757,14.017,2.24,
39877720,-0.322,-0.135,0.971,2.59,-1.75,1.715,
39877730,-0.225,-0.201,0.98,1.347,-12.337,0.122,
39877740,-0.111,-0.17,0.972,1.365,-17.955,-0.682,
39877750,-0.034,-0.174,0.961,-0.192,-16.187,1.33,
39877760,-0.011,-0.142,0.967,-0.525,-10.57,3.132,
39877760,-0.031,-0.137,0.971,-0.927,-3.272,3.5,
39877780,-0.084,-0.154,0.968,-2.205,1.872,3.92,
39877780,-0.078,-0.152,0.969,-2.24,4.882,3.745,
39877800,-0.045,-0.147,0.973,-1.05,7.052,1.47,
39877800,-0.099,-0.133,0.968,-0.892,10.185,0.245,
39877820,-0.129,-0.138,0.98,-2.152,10.692,-1.067,
39877820,-0.179,-0.137,0.972,-2.537,9.1,-3.062,
39877830,-0.199,-0.141,0.975,-1.977,5.092,-5.46,
39877840,-0.21,-0.165,0.975,-2.065,1.435,-7.087,
39877850,-0.158,-0.151,0.967,-0.507,-2.205,-8.802,
39877860,-0.181,-0.174,0.961,-0.297,-3.43,-10.447,
39877870,-0.186,-0.195,0.952,-0.157,-5.862,-11.305,
39877880,-0.149,-0.151,0.957,0.49,-6.895,-10.237,
39877890,-0.134,-0.169,0.97,0.98,-6.825,-10.062,
39877900,-0.106,-0.165,0.975,2.415,-5.39,-9.642,
39877910,-0.129,-0.124,0.968,3.57,-3.955,-9.117,
39877920,-0.14,-0.152,0.973,2.117,-2.537,-8.347,
39877930,-0.149,-0.135,0.974,1.05,-3.027,-7.472,
39877940,-0.121,-0.128,0.977,-0.49,-2.695,-7.49,
39877950,-0.115,-0.138,0.979,-3.902,-1.855,-7.42,
39877960,-0.114,-0.157,0.982,-7.56,-0.245,-7.035,
39877970,-0.107,-0.12,0.988,-11.41,0.997,-8.102,
39877980,-0.125,-0.109,1.001,-19.145,3.5,-7.927,
39877990,-0.156,-0.141,1.031,-30.905,4.637,-8.837,
39878000,-0.213,-0.121,1.076,-43.942,2.642,-14.192,
39878010,-0.184,-0.164,1.161,-64.347,-1.19,-22.925,
39878020,-0.147,-0.236,1.132,-93.152,-3.587,-37.607,
39878030,-0.338,-0.469,1.097,-126.192,6.055,-62.895,
39878040,0.219,-0.231,1.04,-153.58,46.9,-95.725,
39878050,-0.579,-0.536,0.957,-155.067,102.62,-135.135,
39878060,-0.317,-1.057,0.738,-108.657,112.262,-161.997,
39878070,-0.543,-1.372,0.489,-84.962,140.105,-175.245,
39878080,-0.896,-1.713,0.188,-51.712,161.56,-196.402,
39878090,-0.946,-1.982,0.041,-42.245,163.852,-217.035,
39878100,-1.713,-1.998,-0.295,-22.925,152.792,-159.39,
39878110,-1.898,-1.783,-0.025,-51.957,94.745,-92.802,
39878120,-1.341,-0.95,0.012,-108.85,43.68,1.592,
39878130,0.084,-0.341,0.363,-149.135,26.722,126.367,
39878140,1.707,0.159,0.787,-168.91,35.332,204.505,
39878150,1.998,1.534,1.798,-120.505,18.602,162.172,
39878160,1.998,1.997,1.998,9.292,-40.32,53.462,
39878170,-0.725,1.616,0.617,239.68,-33.11,-10.675,
39878170,-1.985,-1.954,0.97,332.377,-61.25,99.995,
39878190,0.187,-0.369,1.344,343.227,-171.027,209.842,
39878190,-1.76,1.536,1.524,334.722,-164.412,91.035,
39878210,0.207,0.847,1.405,207.2,-177.537,2.45,
39878210,1.675,0.839,1.24,73.605,-113.032,-48.842,
39878230,0.753,0.349,1.065,6.667,-13.58,-45.587,
39878230,-0.135,-0.386,1.023,-48.475,39.865,-13.212,
39878240,-0.58,-0.256,0.931,-47.81,39.322,-11.62,
39878250,-0.545,-0.424,0.917,-42.105,21.07,-20.44,
39878260,-0.435,-0.37,0.933,-21.787,2.852,-34.212,
39878270,-0.055,-0.259,0.938,-9.695,-9.887,-37.747,
39878280,0.02,-0.287,0.981,-8.452,-8.785,-18.76,
39878290,-0.116,-0.191,0.986,-15.837,-4.007,-7.892,
39878300,-0.196,-0.085,1.032,-23.625,-0.192,-5.74,
39878310,-0.281,-0.014,1.091,-39.917,3.202,-11.515,
39878320,-0.221,-0.15,1.116,-68.442,6.65,-28.77,
39878330,-0.295,-0.097,1.257,-108.465,21.56,-54.215,
39878340,-0.146,0.044,1.223,-149.432,21.63,-77,
39878350,-0.174,-0.1,1.174,-191.922,21.455,-82.337,
39878360,-0.142,-0.151,1.075,-224.962,20.825,-76.195,
39878370,0,-0.227,1.007,-244.632,24.447,-70.525,
39878380,-0.012,-0.214,0.868,-246.732,34.072,-65.45,
39878390,-0.303,-0.545,0.94,-249.182,39.34,-66.097,
39878400,-0.233,-0.484,1.086,-229.197,29.732,-69.125,
39878410,-0.244,-0.79,1.313,-246.4,52.955,-67.62,
39878420,-0.359,-1.125,1.262,-221.34,63.07,-62.702,
39878430,-0.49,-1.008,1.064,-162.155,78.942,-51.24,
39878440,-0.311,-1.092,0.476,-110.32,84.735,-40.022,
39878450,0.07,-1.595,0.932,-32.987,121.712,-45.185,
39878460,-0.563,-0.635,1.114,71.47,121.59,-73.36,
39878470,-0.792,-0.364,-0.128,139.842,70.595,-115.937,
39878480,-0.995,0.744,-0.629,152.635,25.602,-114.205,
39878490,-0.768,1.138,-0.718,117.915,49.647,-55.72,
39878500,-0.814,0.892,-0.382,51.66,65.222,39.847,
39878510,-0.498,0.479,-0.35,21.14,58.03,155.68,
39878510,0.05,0.326,-0.522,56.997,21.927,264.005,
39878530,0.415,-0.075,-0.879,78.61,-24.01,345.432,
39878530,1.047,-0.93,-0.895,33.687,-52.29,340.375,
39878550,1.57,-1.998,1.328,-23.625,-116.585,235.2,
39878550,-0.67,-1.998,-1.424,264.127,-268.572,171.605,
39878570,-0.698,1.078,0.933,524.457,-238.122,159.145,
39878570,0.832,1.34,1.793,358.207,-222.442,279.335,
39878580,-1.984,-1.332,1.619,262.71,-233.292,158.287,
39878590,0.46,1.376,1.373,271.005,-287.7,14.472,
39878600,0.421,0.048,0.969,24.657,-148.522,-35.98,
39878610,1.507,0.261,0.999,-21.437,-12.46,-40.53,
39878620,0.066,-0.509,1.066,-53.042,61.337,7.595,
39878630,-0.514,-0.183,0.952,-47.232,76.125,8.242,
39878640,-0.871,-0.643,0.888,-42.752,54.18,-11.62,
39878650,-0.635,-0.426,0.886,-7.507,18.445,-29.505,
39878660,-0.17,-0.42,0.947,12.74,-7.665,-21.577,
39878670,-0.244,-0.193,0.966,19.162,-16.345,-3.08,
39878680,-0.366,-0.168,0.974,14.63,-22.592,2.117,
39878690,0.027,-0.027,1.005,15.26,-28.525,-4.007,
39878700,0.071,-0.043,1.006,1.592,-18.252,-2.537,
39878710,0.005,-0.075,0.994,-11.34,-6.055,3.955,
39878720,0.01,-0.106,1,-22.785,3.29,6.475,
39878730,0.012,-0.13,1.005,-34.055,12.512,8.172,
39878740,-0.015,-0.118,1.039,-46.935,22.54,9.467,
39878750,-0.056,-0.096,1.09,-64.995,33.705,9.205,
39878760,-0.113,-0.1,1.164,-89.722,43.05,7.402,
39878770,-0.236,-0.144,1.199,-116.287,48.422,3.045,
39878780,-0.321,-0.097,1.226,-147.997,43.522,-1.645,
39878790,-0.314,-0.024,1.155,-184.432,32.497,-9.537,
39878800,-0.269,-0.052,1.101,-215.53,25.847,-15.47,
39878810,-0.222,-0.168,1.109,-245.385,28.805,-26.477,
39878820,0.012,-0.341,1.072,-265.475,40.162,-35.28,
39878830,0.187,-0.673,1.045,-284.585,74.935,-34.842,
39878840,0.225,-0.914,1.033,-283.867,126.402,-26.897,
39878850,0.107,-0.959,0.831,-257.687,172.007,0.98,
39878860,0.249,-1.612,0.139,-234.115,191.572,19.722,
39878870,0.376,-1.547,0.678,-204.575,188.702,4.55,
39878880,0.054,-0.733,0.854,-166.162,142.747,-48.667,
39878890,-0.391,-0.484,0.152,-85.995,69.422,-77.087,
39878890,0.115,-0.679,0.771,-87.325,10.045,-72.642,
39878910,0.46,-0.87,1.147,-47.757,-27.125,-49.472,
39878910,1.214,-0.701,1.284,51.765,-73.15,-74.55,
39878920,1.276,-0.292,1.248,119.945,-96.757,-122.412,
39878930,0.43,0.117,0.314,177.047,-117.67,-167.807,
39878940,0.379,0.607,-0.703,229.705,-119.91,-190.54,
39878950,0.402,1.059,-1.366,225.977,-85.225,-171.692,
39878960,-0.137,0.897,-1.5,159.512,-49.472,-136.727,
39878970,-0.277,-0.263,-0.217,63.455,0.647,-85.995,
39878980,-1.896,-1.831,1.18,7.245,281.225,56.682,
39878990,-0.286,-1.998,-1.749,444.062,-64.505,346.85,
39879000,1.353,0.392,1.819,409.85,-13.282,502.827,
