#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
51292600,-0.686,-0.025,0.748,3.15,2.747,6.352,
51292620,-0.687,-0.035,0.751,2.152,0,6.545,
51292620,-0.607,-0.05,0.769,0.402,1.417,7.56,
51292640,-0.638,-0.065,0.781,1.225,9.222,11.305,
51292640,-0.609,-0.03,0.731,5.04,17.657,14.98,
51292660,-0.644,-0.015,0.853,4.095,21.717,15.645,
51292660,-0.747,-0.061,0.814,-3.342,21.927,13.667,
51292670,-0.681,-0.067,0.761,-4.812,15.295,9.992,
51292680,-0.578,-0.052,0.743,-1.522,11.06,10.867,
51292690,-0.639,-0.049,0.75,-2.205,9.975,11.497,
51292700,-0.66,-0.031,0.76,-4.2,9.397,7.175,
51292710,-0.662,-0.057,0.724,-6.282,7.927,5.18,
51292720,-0.695,-0.063,0.761,-4.34,6.65,6.562,
51292730,-0.737,-0.036,0.776,-6.212,6.457,4.97,
51292740,-0.742,-0.04,0.757,-7.98,4.935,2.012,
51292750,-0.712,-0.057,0.719,-7.245,1.242,0.315,
51292760,-0.695,-0.069,0.719,-3.71,-2.8,0.735,
51292770,-0.725,-0.067,0.742,0.665,-5.372,1.575,
51292780,-0.694,-0.034,0.733,1.837,-7.577,0.91,
51292790,-0.678,-0.031,0.745,2.73,-8.627,0.35,
51292800,-0.667,-0.033,0.74,3.097,-7.262,-0.122,
51292810,-0.656,-0.033,0.733,2.94,-6.02,-0.07,
51292820,-0.635,-0.027,0.721,2.73,-5.74,0.472,
51292830,-0.647,-0.024,0.724,2.905,-5.355,2.485,
51292840,-0.683,-0.03,0.75,2.66,-5.967,4.865,
51292850,-0.683,-0.034,0.749,2.765,-6.58,5.845,
51292860,-0.675,-0.039,0.759,4.62,-7.402,6.09,
51292870,-0.669,-0.037,0.733,6.44,-9.432,7.035,
51292880,-0.644,-0.043,0.726,9.817,-12.18,9.047,
51292890,-0.644,-0.012,0.764,12.862,-12.145,10.815,
51292900,-0.64,0.005,0.771,11.27,-9.52,9.922,
51292910,-0.626,0.012,0.759,8.225,-4.497,6.825,
51292920,-0.63,0.004,0.736,4.795,-1.26,5.915,
51292920,-0.632,0.011,0.749,2.31,1.26,4.042,
51292940,-0.655,0.003,0.769,-1.207,3.377,3.447,
51292940,-0.692,-0.014,0.771,-5.495,4.69,2.957,
51292960,-0.691,-0.034,0.747,-7.07,3.64,2.555,
51292960,-0.678,-0.041,0.744,-5.652,2.135,3.465,
51292980,-0.663,-0.022,0.757,-3.867,1.802,4.27,
51292980,-0.679,-0.027,0.76,-3.937,3.535,5.145,
