#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
54797300,-0.099,0.773,0.595,-1.89,-3.99,1.715,
54797310,-0.094,0.771,0.594,-1.505,-2.747,1.172,
54797320,-0.088,0.766,0.593,-0.927,-1.697,0.682,
54797330,-0.084,0.757,0.588,-0.087,0.647,-0.14,
54797330,-0.053,0.734,0.579,2.03,4.795,-1.645,
54797350,-0.013,0.731,0.584,6.265,14.577,-4.76,
54797350,0.005,0.733,0.585,12.127,29.102,-10.447,
54797370,0.035,0.721,0.597,19.25,50.085,-18.462,
54797370,0.013,0.734,0.61,28.507,73.587,-27.737,
54797390,-0.036,0.761,0.645,37.607,97.037,-35.14,
54797390,-0.114,0.775,0.637,44.695,113.575,-39.935,
54797410,-0.159,0.767,0.634,51.03,123.882,-41.825,
54797410,-0.205,0.722,0.622,58.782,129.727,-42.297,
54797420,-0.159,0.639,0.572,70.595,136.815,-46.9,
54797430,-0.168,0.6,0.547,91.77,149.397,-52.64,
54797440,-0.225,0.612,0.483,117.635,164.272,-55.51,
54797450,-0.303,0.715,0.456,143.097,169.452,-58.327,
54797460,-0.197,0.841,0.349,155.435,180.145,-57.697,
54797470,-0.14,0.819,0.203,160.265,205.975,-61.477,
54797480,-0.176,0.891,0.079,171.64,235.777,-75.022,
54797490,-0.117,1.069,0.012,172.987,257.932,-84.402,
54797500,-0.232,1.24,-0.011,149.135,264.477,-79.835,
54797510,-0.255,1.256,0.018,107.625,254.747,-69.387,
54797520,-0.267,1.193,-0.031,70.735,241.062,-71.942,
54797530,-0.468,1.215,0.047,35.21,205.975,-80.797,
54797540,-0.356,1.172,0.082,-6.457,166.11,-81.585,
54797550,-0.344,1.152,0.073,-39.042,132.23,-87.622,
54797560,-0.355,1.048,0.066,-62.405,110.495,-90.072,
54797570,-0.328,1.039,0.026,-81.672,99.732,-91.402,
54797580,-0.398,1.076,0.12,-99.382,113.715,-110.495,
54797590,-0.467,1.108,0.103,-123.025,137.41,-127.225,
54797600,-0.551,1.001,0.016,-154.035,147.42,-129.657,
54797610,-0.653,0.888,0.055,-168.052,159.565,-136.71,
54797620,-0.757,0.784,0.027,-170.852,157.57,-145.127,
54797630,-0.777,0.712,0.011,-159.372,147.787,-138.04,
54797640,-0.831,0.545,0.133,-127.452,128.87,-123.952,
54797650,-0.884,0.672,0.055,-124.372,108.85,-104.422,
54797660,-0.867,0.661,0.056,-113.207,84.192,-99.715,
54797670,-0.78,0.562,0.031,-89.722,70.962,-93.887,
54797670,-0.879,0.608,0.034,-66.745,58.835,-75.81,
54797690,-0.843,0.669,0.001,-61.81,45.43,-63.28,
54797690,-0.835,0.577,-0.005,-65.555,35.525,-53.445,
54797710,-0.732,0.533,-0.111,-77.332,28.665,-41.072,
54797710,-0.686,0.494,0.086,-79.187,27.492,-35.367,
54797730,-0.939,0.489,0.085,-68.302,14.577,-40.092,
54797730,-0.784,0.544,0.079,-64.802,-5.04,-35.612,
54797750,-0.747,0.523,0.067,-70.07,-21.297,-28.63,
54797750,-0.705,0.45,0.106,-71.085,-29.067,-32.97,
54797760,-0.589,0.415,0.141,-71.54,-24.29,-34.055,
54797770,-0.578,0.41,0.168,-70.175,-13.16,-33.652,
54797780,-0.537,0.402,0.144,-63.14,7.962,-35.875,
54797790,-0.84,0.493,0.248,-57.015,18.217,-34.562,
54797800,-0.6,0.362,0.218,-62.405,18.007,-43.032,
54797810,-0.753,0.328,0.252,-65.887,22.277,-39.217,
54797820,-0.756,0.424,0.241,-79.992,22.225,-25.795,
54797830,-0.625,0.406,0.261,-71.662,29.61,-25.97,
54797840,-0.786,0.437,0.241,-71.732,45.185,-28.525,
54797850,-0.644,0.32,0.231,-90.177,58.922,-32.077,
54797860,-0.68,0.215,0.203,-82.617,85.207,-37.345,
54797870,-0.91,0.312,0.255,-61.985,99.802,-39.287,
54797880,-1.029,0.339,0.288,-57.067,100.485,-38.85,
54797890,-1.1,0.323,0.281,-57.907,88.847,-39.252,
54797900,-1.064,0.321,0.271,-56.297,74.007,-41.265,
54797910,-1.014,0.315,0.26,-61.53,65.467,-42.105,
54797920,-1.007,0.32,0.291,-75.495,65.52,-47.057,
54797930,-0.933,0.293,0.27,-76.58,74.725,-57.645,
54797940,-1.12,0.223,0.178,-70.98,72.59,-59.78,
54797950,-1.164,0.439,0.319,-68.32,55.422,-58.625,
54797960,-1.348,0.193,0.191,-68.845,23.187,-19.705,
54797970,-0.991,0.355,0.261,-56.927,-0.945,-13.79,
54797980,-1.066,0.366,0.234,-52.5,-12.635,-14.017,
