#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
37506360,0.005,-0.047,1.003,0.822,0.84,0.997,
37506370,0.028,-0.052,1.006,2.66,2.782,0.437,
37506380,0.003,-0.042,1.005,5.197,5.897,0.315,
37506390,-0.021,-0.032,1.004,7.507,6.755,-0.98,
37506400,-0.089,-0.013,1.023,9.555,7.122,-0.7,
37506410,-0.128,-0.022,1.025,10.552,2.047,-0.647,
37506420,-0.074,-0.021,0.989,12.617,-2.135,1.085,
37506430,-0.013,0,0.952,14.647,-2.117,3.062,
37506440,-0.047,0.015,0.963,13.895,1.557,2.52,
37506450,-0.017,-0.006,0.971,11.532,3.307,0.175,
37506460,0.052,0.018,0.933,10.745,8.75,-2.66,
37506470,0.058,0.083,0.903,9.17,18.235,-4.865,
37506480,0.001,0.157,0.864,4.69,26.407,-6.02,
37506490,-0.042,0.24,0.813,-1.767,26.267,-6.475,
37506500,0.016,0.26,0.7,-10.92,20.44,-5.67,
37506510,0.241,0.424,0.882,-19.932,16.607,-2.485,
37506510,0.006,0.087,1.101,-35.262,19.652,-2.572,
37506530,-0.597,-0.333,1.177,-32.567,18.34,-10.675,
37506530,-0.588,-0.453,1.027,-15.522,2.8,-10.92,
37506550,-0.05,-0.29,0.938,-6.142,-12.67,-9.52,
37506550,0.174,-0.215,0.986,6.842,-10.045,-13.335,
37506570,-0.008,-0.101,1.033,17.22,2.45,-9.94,
37506570,-0.024,0.075,1.005,17.692,10.255,0.42,
37506580,0.12,0.123,0.95,17.01,14.927,11.322,
37506590,-0.009,0.032,1.003,18.392,20.685,12.32,
37506600,-0.449,0.117,1.009,19.74,17.5,7.945,
37506610,-0.391,0.139,0.99,9.31,-1.085,6.65,
37506620,-0.074,-0.034,0.995,-1.662,-16.695,4.34,
37506630,0.01,0,1.021,-2.712,-16.712,0.997,
37506640,-0.111,0.126,0.998,-1.925,-12.547,2.817,
37506650,-0.012,-0.075,0.999,-7,-11.41,7.927,
37506660,-0.107,-0.057,0.992,-3.395,-6.895,7.77,
37506670,-0.117,0.064,1.005,-3.377,-6.09,5.407,
37506680,-0.109,0.088,1.016,-9.59,-6.947,3.325,
37506690,-0.103,0.072,1.033,-17.727,-7.157,-0.122,
37506700,-0.002,0.069,1.07,-26.25,-4.445,-2.537,
37506710,-0.019,0.09,1.113,-34.335,2.24,-4.55,
37506720,-0.101,0.176,1.194,-45.412,9.765,-7.262,
37506730,0.042,0.16,1.271,-65.555,19.075,-12.582,
37506740,0.099,0.166,1.355,-96.11,42.21,-20.772,
37506750,-0.299,0.146,1.314,-130.48,72.537,-31.85,
37506760,-0.033,0.015,1.299,-174.387,82.757,-42.262,
37506770,0.25,-0.094,1.407,-206.727,97.58,-53.165,
37506780,0.398,-0.108,1.642,-230.107,124.53,-62.982,
37506790,1.087,-0.756,1.758,-256.025,190.907,-74.2,
37506800,0.972,-1.108,1.955,-225.575,265.09,-54.74,
37506810,-0.151,-0.597,1.464,-141.347,242.112,-74.48,
37506820,-0.392,-1.694,1.313,-135.38,87.307,-117.232,
37506830,1.466,-1.998,1.005,-72.45,-2.432,-171.062,
37506840,0.368,-1.565,1.127,47.74,47.775,-255.64,
37506850,-1.946,-0.618,0.012,151.9,49.665,-331.03,
