#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
65135370,0.104,-0.286,0.941,0,0.962,-0.612,
65135380,0.103,-0.285,0.942,-0.017,1.312,-0.49,
65135390,0.107,-0.285,0.941,-0.227,1.697,-0.35,
65135400,0.102,-0.285,0.943,-0.437,2.135,-0.175,
65135410,0.1,-0.287,0.943,-0.612,2.415,-0.105,
65135420,0.099,-0.289,0.942,-0.647,2.415,-0.052,
65135430,0.095,-0.289,0.944,-0.542,2.292,-0.017,
65135440,0.093,-0.288,0.941,-0.472,1.942,-0.122,
65135450,0.093,-0.287,0.941,-0.385,1.557,-0.297,
65135460,0.095,-0.287,0.941,-0.28,1.312,-0.385,
65135470,0.097,-0.287,0.942,-0.21,1.172,-0.49,
65135480,0.096,-0.29,0.941,-0.262,1.172,-0.455,
65135490,0.093,-0.288,0.943,-0.122,1.067,-0.525,
65135500,0.091,-0.292,0.943,-0.105,0.875,-0.507,
65135510,0.091,-0.289,0.943,0.087,0.49,-0.647,
65135520,0.093,-0.289,0.942,0.21,0.105,-0.735,
65135530,0.095,-0.289,0.942,0.297,-0.157,-0.77,
65135540,0.096,-0.285,0.943,0.385,-0.315,-0.875,
65135550,0.098,-0.287,0.943,0.332,-0.385,-0.892,
65135560,0.101,-0.286,0.944,0.315,-0.332,-0.857,
65135570,0.1,-0.289,0.942,0.245,-0.122,-0.735,
65135580,0.097,-0.287,0.941,0.35,-0.052,-0.717,
65135580,0.095,-0.287,0.943,0.35,-0.21,-0.752,
65135590,0.094,-0.288,0.943,0.42,-0.507,-0.892,
65135600,0.097,-0.289,0.943,0.49,-0.787,-0.962,
65135610,0.101,-0.287,0.944,0.56,-0.857,-0.997,
65135620,0.106,-0.286,0.944,0.472,-0.77,-0.84,
65135630,0.104,-0.288,0.945,0.315,-0.507,-0.787,
65135640,0.105,-0.288,0.944,0.315,-0.332,-0.735,
65135650,0.105,-0.287,0.945,0.315,-0.105,-0.665,
65135660,0.102,-0.286,0.945,0.245,0.07,-0.577,
65135670,0.103,-0.287,0.943,0.175,0.087,-0.577,
