#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
51889800,-0.972,0.208,0.117,0.927,-7.7,-3.29,
51889810,-0.965,0.203,0.114,0.945,-7.297,-2.73,
51889820,-0.974,0.206,0.108,1.645,-6.072,-1.452,
51889830,-1.007,0.205,0.101,2.012,-6.16,-0.157,
51889830,-1.032,0.213,0.106,2.572,-7.227,0.087,
51889850,-1.052,0.24,0.12,3.622,-9.765,-0.7,
51889850,-1.042,0.25,0.114,2.66,-11.9,-4.025,
51889870,-0.965,0.216,0.1,1.05,-12.075,-9.397,
51889870,-0.893,0.21,0.086,0.192,-10.517,-11.83,
51889890,-0.863,0.188,0.101,0.525,-9.677,-5.197,
51889890,-1.048,0.209,0.124,-0.98,-9.887,3.15,
51889910,-1.161,0.214,0.162,-2.8,-13.685,-0.28,
51889910,-1.011,0.246,0.143,-4.707,-19.652,-9.537,
51889920,-0.886,0.214,0.131,-5.337,-16.765,-11.06,
51889930,-1.022,0.147,0.098,-6.877,-13.562,-6.265,
51889940,-0.991,0.164,0.125,-3.85,-15.592,-7.787,
51889950,-0.836,0.221,0.134,-0.962,-14.77,-6.667,
51889960,-0.877,0.2,0.144,-0.805,-7.07,-0.017,
51889970,-1.113,0.159,0.127,-2.59,-2.327,5.302,
51889980,-1.063,0.222,0.156,0.542,-7.542,1.12,
51889990,-0.942,0.25,0.156,1.067,-7.087,-3.972,
51890000,-0.943,0.179,0.107,-2.432,-3.132,-4.217,
51890010,-0.959,0.158,0.111,-1.225,-4.865,-1.697,
51890020,-0.928,0.223,0.15,1.487,-6.86,1.54,
51890030,-0.999,0.224,0.146,-0.122,-4.27,4.13,
51890040,-1.075,0.19,0.132,-2.24,-4.55,2.94,
51890050,-1.015,0.208,0.149,-1.172,-8.365,-1.47,
51890060,-0.951,0.208,0.152,-1.61,-8.82,-3.237,
51890070,-0.955,0.188,0.136,-2.66,-6.545,-1.942,
51890080,-0.96,0.207,0.132,-2.222,-4.795,-1.05,
51890090,-0.946,0.199,0.135,-2.625,-3.815,0.35,
51890100,-1.018,0.179,0.146,-3.325,-3.797,2.642,
51890110,-1.076,0.199,0.15,-2.66,-6.282,1.155,
51890120,-0.961,0.219,0.15,-2.555,-7.857,-3.027,
51890130,-0.928,0.197,0.135,-3.027,-4.637,-2.572,
51890140,-0.997,0.182,0.133,-3.692,-2.432,0.175,
51890150,-1.008,0.195,0.137,-3.622,-4.095,-0.367,
51890160,-0.937,0.196,0.142,-3.517,-5.022,-1.33,
51890170,-0.955,0.176,0.145,-3.115,-3.255,0.875,
51890170,-1.028,0.184,0.151,-1.557,-2.607,3.15,
51890190,-1.001,0.228,0.158,-0.577,-3.937,1.82,
51890190,-0.976,0.221,0.136,-1.872,-2.537,0.297,
51890210,-0.996,0.182,0.11,-3.255,-2.222,-0.612,
51890210,-0.981,0.177,0.12,-1.452,-4.235,-0.875,
51890230,-0.959,0.204,0.139,0.385,-5.372,0.21,
51890230,-0.994,0.2,0.131,0.122,-3.867,1.54,
51890250,-1.013,0.187,0.119,0.21,-3.92,1.277,
51890250,-0.985,0.191,0.132,1.522,-5.04,0.577,
51890260,-0.983,0.187,0.156,2.537,-6.492,0.472,
51890270,-0.914,0.188,0.183,3.027,-7.297,0.682,
51890280,-0.87,0.213,0.225,3.465,-1.137,3.535,
51890290,-0.954,0.22,0.216,-0.735,4.182,8.96,
51890300,-0.997,0.223,0.193,-4.952,6.405,10.36,
51890310,-0.995,0.215,0.163,-6.895,7.735,8.417,
51890320,-0.956,0.2,0.139,-7.84,8.715,6.737,
51890330,-0.964,0.194,0.134,-5.617,11.62,7.315,
51890340,-1.005,0.206,0.127,-3.692,13.387,7.927,
51890350,-1.017,0.215,0.109,-3.272,12.04,6.807,
51890360,-1.023,0.211,0.093,-2.852,9.03,4.847,
51890370,-1.059,0.206,0.08,-2.817,3.78,2.765,
51890380,-1.053,0.209,0.079,-2.765,-3.675,-0.665,
51890390,-1.022,0.206,0.086,-2.835,-9.94,-3.657,
51890400,-1.016,0.19,0.092,-3.185,-13.072,-4.69,
51890410,-1.009,0.19,0.116,-2.432,-15.155,-5.057,
51890420,-0.969,0.206,0.143,-1.19,-15.627,-5.477,
51890430,-0.95,0.198,0.155,-1.207,-13.422,-4.917,
51890440,-0.948,0.187,0.162,-0.84,-10.5,-3.482,
51890450,-0.948,0.198,0.168,0.14,-8.732,-1.68,
51890460,-0.957,0.206,0.161,-0.122,-6.387,-0.192,
51890470,-0.978,0.199,0.145,-0.577,-4.48,0.665,
51890480,-0.992,0.201,0.137,-0.245,-4.357,0.84,
51890490,-0.986,0.207,0.134,-0.035,-5.88,0.385,
51890500,-0.988,0.2,0.125,-0.332,-6.562,-0.017,
51890510,-0.992,0.192,0.123,-0.035,-7.91,-0.28,
51890520,-0.985,0.195,0.134,0.682,-9.1,-0.28,
51890530,-0.985,0.201,0.154,0.857,-9.747,-0.017,
51890540,-0.987,0.205,0.166,0.122,-9.572,0.21,
51890550,-0.986,0.204,0.167,-0.787,-9.695,-0.087,
51890560,-0.973,0.199,0.162,-1.575,-8.872,-0.262,
51890570,-0.963,0.195,0.171,-1.435,-7.192,0.017,
51890580,-0.969,0.202,0.175,-1.365,-5.162,0.735,
51890580,-0.967,0.205,0.17,-2.065,-4.235,1.032,
51890600,-0.972,0.201,0.165,-3.22,-2.992,1.645,
51890600,-0.989,0.226,0.177,-5.127,-1.96,2.625,
51890620,-1.078,0.239,0.176,-11.077,-3.43,2.135,
51890620,-1.062,0.215,0.149,-19.267,-11.427,-1.295,
51890640,-1.012,0.181,0.124,-22.522,-17.307,-3.937,
51890640,-0.965,0.155,0.106,-21.857,-21.28,-3.867,
51890660,-0.902,0.163,0.113,-17.605,-19.915,-1.4,
51890660,-0.933,0.17,0.139,-12.162,-16.467,1.995,
51890670,-0.96,0.179,0.153,-8.697,-13.02,4.655,
51890680,-0.975,0.179,0.172,-4.707,-11.69,5.057,
51890690,-0.94,0.193,0.177,-0.437,-8.662,4.882,
51890700,-0.963,0.211,0.189,3.15,-3.465,5.267,
51890710,-0.998,0.216,0.186,3.85,-0.77,4.812,
51890720,-0.987,0.22,0.176,4.27,-0.402,2.8,
51890730,-0.988,0.212,0.16,4.13,-0.017,0.98,
51890740,-0.99,0.198,0.148,3.675,-0.297,-0.105,
51890750,-0.998,0.2,0.159,4.112,-1.715,-0.612,
51890760,-0.996,0.204,0.168,3.727,-3.045,-1.312,
51890770,-0.996,0.195,0.168,2.8,-3.99,-2.135,
51890780,-0.98,0.192,0.169,3.01,-4.305,-2.642,
51890790,-0.967,0.191,0.171,3.727,-3.955,-2.537,
51890800,-0.969,0.186,0.17,4.567,-3.482,-1.96,
51890810,-0.977,0.168,0.175,6.125,-5.635,-1.435,
51890820,-0.887,0.194,0.193,9.397,-5.197,-0.402,
51890830,-0.941,0.231,0.219,10.675,2.117,2.59,
51890840,-1.033,0.218,0.184,4.707,4.112,3.78,
51890850,-0.992,0.202,0.158,1.837,2.012,1.557,
51890860,-0.988,0.196,0.147,2.292,1.435,0.822,
51890870,-0.986,0.193,0.151,1.802,-0.052,1.015,
51890880,-0.976,0.201,0.162,2.66,-1.557,0.997,
51890890,-0.977,0.206,0.17,1.942,-2.047,1.015,
51890900,-0.989,0.194,0.158,0.175,-2.415,1.155,
51890910,-0.989,0.194,0.159,0.122,-3.465,1.155,
51890920,-0.984,0.206,0.173,-0.052,-4.06,1.26,
51890920,-0.99,0.209,0.178,-1.592,-5.04,0.98,
51890940,-0.985,0.2,0.171,-3.465,-6.037,0.42,
51890940,-0.973,0.192,0.177,-4.462,-6.51,0.175,
51890960,-0.967,0.199,0.185,-4.497,-5.617,0.612,
51890960,-0.967,0.203,0.185,-4.375,-4.637,0.98,
51890980,-0.964,0.199,0.182,-5.005,-3.622,1.242,
51890980,-0.952,0.211,0.185,-5.652,-1.627,1.82,
51891000,-0.992,0.234,0.176,-8.365,2.45,2.66,
51891000,-1.104,0.201,0.143,-13.702,-0.612,1.05,
51891010,-1.012,0.175,0.122,-14.21,-8.575,-3.762,
51891020,-0.931,0.175,0.151,-9.03,-10.535,-5.215,
51891030,-0.935,0.195,0.175,-6.352,-7.402,-2.765,
51891040,-0.984,0.2,0.179,-6.422,-5.11,-0.612,
51891050,-0.985,0.172,0.182,-6.772,-7.157,-0.56,
51891060,-0.906,0.188,0.185,-3.237,-4.76,-0.332,
51891070,-0.969,0.207,0.185,-1.155,0.77,2.17,
51891080,-1,0.196,0.162,-2.625,1.907,2.747,
51891090,-0.988,0.186,0.132,-0.245,1.592,1.82,
51891100,-0.996,0.187,0.121,2.922,1.89,1.592,
51891110,-1.014,0.194,0.119,5.18,1.032,1.032,
51891120,-1.01,0.195,0.128,7.315,-1.487,-0.385,
51891130,-1.001,0.197,0.142,8.26,-4.217,-1.505,
51891140,-1,0.2,0.163,8.225,-6.09,-2.257,
51891150,-1.001,0.195,0.174,7.56,-7.84,-3.342,
51891160,-0.977,0.167,0.18,8.19,-10.395,-4.602,
51891170,-0.879,0.177,0.187,11.9,-10.937,-3.937,
51891180,-0.87,0.217,0.228,15.855,-3.447,-0.245,
51891190,-0.994,0.209,0.209,13.44,4.007,3.57,
51891200,-1.005,0.205,0.197,11.077,3.832,2.817,
51891210,-0.968,0.209,0.193,11.042,3.045,0.595,
51891220,-0.959,0.208,0.187,9.257,5.11,0.507,
51891230,-1.004,0.21,0.171,7.035,6.597,1.452,
51891240,-1.024,0.217,0.171,3.57,5.022,0.857,
51891250,-1.004,0.204,0.16,0.035,0.735,-1.295,
51891260,-0.974,0.186,0.152,-1.47,-1.907,-2.467,
51891270,-0.968,0.181,0.159,-2.012,-3.43,-1.575,
51891280,-0.977,0.189,0.167,-2.59,-4.147,0.035,
51891290,-0.983,0.196,0.172,-3.185,-4.672,0.682,
51891300,-0.977,0.199,0.183,-4.41,-4.777,0.84,
51891310,-0.979,0.196,0.18,-6.405,-5.792,1.26,
51891320,-0.956,0.203,0.183,-8.47,-5.18,2.082,
51891330,-0.972,0.23,0.176,-11.725,0.84,3.692,
51891330,-1.124,0.192,0.138,-18.497,-1.032,3.36,
51891350,-0.992,0.169,0.119,-20.457,-10.605,-1.75,
51891350,-0.925,0.167,0.142,-14.052,-9.695,-3.01,
51891370,-0.963,0.183,0.163,-10.517,-6.142,-0.402,
51891370,-0.996,0.189,0.169,-8.26,-5.88,0.612,
51891390,-0.926,0.187,0.179,-5.442,-7.77,0,
51891390,-0.926,0.203,0.19,-2.065,-2.17,1.487,
51891410,-1.004,0.205,0.186,-1.96,1.767,2.975,
51891410,-0.985,0.197,0.161,-2.31,1.61,1.715,
51891420,-0.978,0.185,0.141,0.21,1.89,0.735,
51891430,-0.995,0.19,0.13,2.17,2.467,0.962,
51891440,-1.006,0.193,0.12,4.2,1.592,0.455,
51891450,-0.989,0.184,0.113,6.405,0.367,-0.472,
51891460,-0.988,0.183,0.127,8.347,-0.752,-0.35,
51891470,-1.006,0.18,0.129,9.345,-3.517,-0.07,
51891480,-0.998,0.166,0.149,11.217,-8.54,-1.015,
51891490,-0.881,0.184,0.186,15.907,-11.392,-1.96,
51891500,-0.899,0.222,0.234,19.267,-1.137,0.997,
51891510,-1.071,0.205,0.198,15.26,3.272,4.147,
51891520,-0.984,0.218,0.19,11.935,-0.14,0.997,
51891530,-0.985,0.216,0.191,10.535,0.857,-0.91,
51891540,-1.013,0.208,0.169,5.582,1.155,-0.875,
51891550,-1.016,0.208,0.165,2.45,-1.802,-1.61,
51891560,-0.988,0.194,0.157,-1.26,-5.25,-2.747,
51891570,-0.967,0.174,0.162,-3.272,-7.595,-2.695,
51891580,-0.959,0.189,0.189,-2.66,-7.49,-1.137,
51891590,-0.958,0.206,0.218,-4.322,-7.122,0.227,
51891600,-0.946,0.204,0.232,-8.102,-6.212,1.592,
51891610,-0.93,0.209,0.221,-12.302,-5.18,3.675,
51891620,-0.938,0.24,0.208,-16.975,5.39,6.772,
51891630,-1.149,0.197,0.154,-24.5,7.822,7.577,
51891640,-1.016,0.177,0.122,-27.667,-1.26,1.225,
51891650,-0.921,0.146,0.123,-20.44,-4.182,-2.467,
51891660,-0.827,0.163,0.144,-11.375,-0.42,0.577,
51891670,-0.965,0.222,0.162,-4.532,10.71,7.14,
51891670,-1.14,0.195,0.124,-6.58,8.137,7.752,
51891690,-0.972,0.169,0.099,-4.06,0.157,0.63,
51891690,-0.922,0.188,0.12,5.582,2.957,-0.735,
51891710,-1.01,0.189,0.098,7.367,4.41,2.345,
51891710,-1.016,0.185,0.085,9.117,0.525,2.625,
51891730,-1.02,0.195,0.098,12.145,-3.517,1.575,
51891730,-1.051,0.182,0.105,12.53,-8.54,-0.297,
51891750,-0.978,0.169,0.141,16.205,-18.06,-4.042,
51891750,-0.811,0.218,0.22,22.802,-14.035,-4.987,
51891760,-0.996,0.207,0.229,22.225,-2.03,0.717,
51891770,-1.042,0.208,0.206,18.165,-0.052,0.997,
51891780,-0.954,0.213,0.197,18.025,-1.33,-2.502,
51891790,-0.961,0.2,0.171,15.207,2.327,-2.45,
51891800,-1.012,0.19,0.154,12.267,1.487,-0.857,
51891810,-0.978,0.209,0.164,10.832,-0.49,-0.875,
51891820,-1.016,0.215,0.172,8.12,-0.262,-0.84,
51891830,-1.008,0.211,0.173,3.587,-2.415,-1.75,
51891840,-0.979,0.206,0.175,0.787,-3.307,-2.835,
51891850,-0.957,0.189,0.171,-1.207,-4.182,-2.765,
51891860,-0.913,0.191,0.176,-1.68,-2.992,-1.225,
51891870,-0.935,0.192,0.173,-1.33,-0.315,1.942,
51891880,-0.955,0.196,0.157,-2.87,0.752,4.567,
51891890,-0.96,0.192,0.147,-3.517,1.137,5.845,
51891900,-0.984,0.183,0.125,-3.465,0.402,7.105,
51891910,-0.999,0.189,0.125,-2.887,-3.097,8.435,
51891920,-1,0.206,0.151,-3.552,-7.035,9.082,
51891930,-0.992,0.206,0.159,-6.02,-10.64,8.907,
51891940,-0.964,0.193,0.159,-7.647,-11.76,9.222,
51891950,-1.02,0.213,0.188,-7.77,-10.465,11.095,
51891960,-0.936,0.232,0.166,-8.662,-10.272,11.2,
51891970,-1.077,0.186,0.126,-12.652,-6.615,9.047,
51891980,-1.032,0.197,0.119,-11.06,-8.977,5.985,
51891990,-1.005,0.216,0.155,-7.665,-11.147,2.572,
51892000,-0.964,0.211,0.163,-8.505,-11.847,0.665,
51892010,-0.954,0.226,0.187,-7.315,-9.905,0.63,
51892020,-0.983,0.206,0.194,-9.065,-8.592,1.172,
51892030,-0.945,0.208,0.191,-9.292,-6.86,0.98,
51892040,-0.978,0.21,0.205,-8.05,-4.042,1.68,
51892050,-0.958,0.198,0.184,-9.642,-4.042,1.785,
51892060,-0.963,0.21,0.172,-6.877,-0.84,2.065,
51892070,-1.006,0.206,0.167,-6.615,0.28,2.362,
51892080,-0.988,0.208,0.165,-6.79,-0.332,1.102,
51892080,-0.978,0.21,0.158,-6.107,-0.77,0.157,
51892100,-0.975,0.184,0.137,-6.527,-1.645,0.227,
51892100,-0.962,0.169,0.123,-2.852,-2.397,0.98,
51892110,-0.984,0.195,0.136,2.922,-1.505,2.275,
51892120,-1.013,0.209,0.132,5.6,-1.47,1.977,
51892130,-1.004,0.204,0.127,6.965,-2.52,0.245,
51892140,-0.992,0.199,0.136,8.522,-4.882,-0.997,
51892150,-0.993,0.186,0.147,9.922,-7.14,-1.452,
51892160,-0.926,0.167,0.18,14.21,-12.11,-2.292,
51892170,-0.829,0.23,0.244,21.262,-5.705,-0.822,
51892180,-0.976,0.246,0.245,20.755,4.69,3.517,
51892190,-1.033,0.23,0.188,14.245,4.62,3.64,
51892200,-0.987,0.23,0.168,11.27,2.432,1.242,
