#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
41494880,-0.021,-0.39,0.909,1.89,-7.175,-4.532,
41494890,-0.011,-0.405,0.905,0.455,-6.615,-2.415,
41494900,-0.008,-0.399,0.907,0.665,-5.197,-1.277,
41494910,-0.017,-0.4,0.908,0.455,-3.832,0.122,
41494920,-0.021,-0.406,0.905,0,-2.397,1.505,
41494930,-0.031,-0.407,0.907,0.822,-1.575,1.872,
41494940,-0.059,-0.393,0.913,1.417,-1.032,2.17,
41494950,-0.055,-0.414,0.906,0.91,-1.907,2.485,
41494960,-0.062,-0.392,0.914,2.31,-1.942,1.82,
41494970,-0.065,-0.4,0.911,1.942,-3.115,1.732,
41494980,-0.052,-0.397,0.912,2.205,-3.185,1.207,
41494990,-0.044,-0.389,0.915,2.467,-3.867,0.577,
41495000,-0.027,-0.386,0.916,1.452,-2.73,0.857,
41495010,-0.014,-0.382,0.918,0.595,-2.082,1.12,
41495020,-0.016,-0.375,0.922,-1.05,0.595,2.012,
41495030,-0.027,-0.382,0.919,-3.132,1.627,2.73,
41495040,-0.036,-0.37,0.925,-4.917,3.727,3.132,
41495050,-0.045,-0.379,0.922,-7.437,3.622,3.377,
41495060,-0.067,-0.401,0.912,-9.642,4.48,3.535,
41495070,-0.079,-0.409,0.905,-9.415,2.66,2.625,
41495080,-0.081,-0.419,0.898,-8.557,1.435,1.767,
41495080,-0.066,-0.417,0.901,-6.492,-1.942,0.857,
41495100,-0.059,-0.41,0.905,-5.127,-2.957,1.05,
41495100,-0.058,-0.431,0.902,-4.427,-4.9,1.907,
41495120,-0.059,-0.41,0.911,-1.925,-4.235,1.382,
41495120,-0.075,-0.385,0.919,-1.085,-5.32,0.857,
41495140,-0.07,-0.348,0.94,-4.672,-5.582,1.977,
41495140,-0.068,-0.408,0.925,-10.71,-7.035,2.765,
41495160,-0.049,-0.366,0.948,-14.717,-6.492,4.637,
41495160,-0.046,-0.372,0.958,-23.555,-7.297,8.68,
