#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
54605700,-0.842,0.425,0.302,-22.435,91.63,11.917,
54605710,-0.902,0.436,0.313,-17.797,82.32,8.26,
54605720,-0.927,0.446,0.298,-15.732,71.015,2.835,
54605730,-0.91,0.44,0.303,-14.507,58.922,-0.21,
54605740,-0.98,0.44,0.321,-14.157,43.627,-2.502,
54605750,-0.907,0.448,0.306,-13.562,25.672,-5.6,
54605760,-0.979,0.403,0.305,-11.182,11.235,-3.272,
54605770,-0.872,0.457,0.312,-6.282,1.942,-6.72,
54605780,-0.86,0.454,0.33,-6.702,-3.797,-7.35,
54605790,-0.842,0.448,0.29,-7.647,-7.017,-8.645,
54605800,-0.923,0.392,0.321,-4.042,-9.467,-9.24,
54605810,-1.006,0.483,0.344,0.42,-16.38,-15.05,
54605820,-0.864,0.486,0.334,-3.447,-26.827,-16.135,
54605830,-0.797,0.424,0.307,-6.265,-34.072,-12.565,
54605830,-0.785,0.415,0.307,-4.532,-34.142,-7.717,
54605850,-0.851,0.475,0.362,-4.9,-30.485,-6.895,
54605850,-0.762,0.458,0.379,-10.027,-23.45,-8.785,
54605870,-0.859,0.481,0.328,-17.395,-12.075,-10.237,
54605870,-0.805,0.472,0.364,-23.73,-3.08,-13.807,
54605890,-0.782,0.427,0.326,-27.965,5.985,-15.645,
54605890,-0.843,0.404,0.33,-21.892,20.632,-10.622,
54605910,-0.907,0.432,0.332,-15.82,32.655,-1.242,
54605910,-0.932,0.449,0.33,-15.032,38.622,4.865,
54605920,-0.951,0.429,0.332,-17.132,39.725,7.017,
54605930,-0.941,0.415,0.315,-18.655,37.17,6.265,
54605940,-0.909,0.375,0.293,-16.73,33.337,6.212,
54605950,-0.896,0.376,0.305,-11.077,28.752,5.617,
54605960,-0.894,0.362,0.306,-3.587,21.7,4.497,
54605970,-0.946,0.359,0.29,7.472,16.52,11.147,
54605980,-0.922,0.427,0.285,9.345,15.19,10.71,
54605990,-0.97,0.478,0.302,2.117,11.795,5.215,
54606000,-0.896,0.4,0.28,-3.692,19.53,7.98,
54606010,-0.929,0.429,0.257,-6.37,21.472,2.782,
54606020,-0.966,0.414,0.248,-10.115,22.382,5.162,
54606030,-0.949,0.403,0.277,-16.362,14.402,5.215,
54606040,-0.934,0.4,0.275,-23.257,11.007,5.897,
54606050,-0.925,0.419,0.318,-30.922,10.255,3.237,
54606060,-0.943,0.383,0.322,-33.88,12.092,-1.627,
54606070,-1,0.349,0.317,-34.44,7.997,-0.91,
54606080,-0.96,0.366,0.3,-31.15,0.735,0.927,
54606090,-0.932,0.373,0.297,-27.51,-6.772,-0.35,
54606100,-0.88,0.35,0.266,-24.972,-13.072,0.647,
54606110,-0.893,0.395,0.238,-21.262,-17.902,2.012,
54606120,-0.895,0.396,0.238,-18.672,-21.507,3.552,
54606130,-0.84,0.406,0.132,-12.722,-22.382,7.21,
54606140,-0.78,0.463,0.201,-5.915,-16.047,8.627,
54606150,-0.838,0.499,0.154,-10.395,-13.23,7.787,
54606160,-0.885,0.485,0.151,-17.972,-17.657,8.12,
54606170,-0.817,0.453,0.139,-15.505,-21.367,10.15,
54606170,-0.764,0.464,0.156,-10.92,-22.295,16.135,
54606190,-0.788,0.443,0.176,-3.482,-14.42,15.697,
54606190,-0.895,0.501,0.27,0.07,-18.077,8.68,
54606210,-0.82,0.403,0.241,-2.17,-24.307,9.222,
54606210,-0.794,0.431,0.315,9.642,-24.867,9.94,
54606230,-0.814,0.457,0.34,12.407,-18.97,9.257,
54606230,-0.842,0.471,0.376,9.38,-11.882,3.307,
54606250,-0.87,0.462,0.389,6.842,-7.28,-1.365,
54606250,-0.91,0.413,0.372,3.097,-6.02,0.787,
54606260,-0.879,0.43,0.368,5.145,-7.84,6.02,
54606270,-0.908,0.429,0.356,5.582,-8.487,5.512,
54606280,-0.866,0.398,0.327,6.475,-8.47,4.41,
54606290,-0.917,0.427,0.335,9.712,-7.997,2.852,
54606300,-0.894,0.461,0.312,9.03,-11.13,2.677,
54606310,-0.837,0.438,0.32,6.405,-11.235,-0.07,
54606320,-0.828,0.424,0.289,3.412,-8.33,-1.312,
54606330,-0.822,0.432,0.28,-0.367,-1.26,-1.767,
54606340,-0.86,0.412,0.27,-5.075,7.49,-3.115,
54606350,-0.921,0.415,0.273,-7.805,13.685,-3.377,
54606360,-0.924,0.399,0.276,-10.57,14.017,-0.525,
54606370,-0.896,0.393,0.269,-10.99,12.862,1.837,
54606380,-0.875,0.408,0.278,-9.345,13.737,1.05,
54606390,-0.888,0.406,0.276,-7.857,13.072,0.717,
54606400,-0.892,0.407,0.257,-5.46,10.57,2.38,
54606410,-0.851,0.435,0.27,-1.12,7.805,1.085,
54606420,-0.856,0.433,0.28,0.14,6.492,0.577,
54606430,-0.861,0.451,0.281,-1.155,6.177,1.015,
54606440,-0.865,0.455,0.292,-5.32,6.982,2.327,
54606450,-0.821,0.472,0.28,-10.027,8.225,3.832,
54606460,-0.756,0.464,0.252,-17.622,15.767,4.812,
54606470,-0.813,0.438,0.251,-19.67,25.935,3.255,
54606480,-0.817,0.426,0.252,-13.02,30.992,1.295,
54606490,-0.955,0.478,0.315,-9.992,26.757,-2.957,
54606500,-0.929,0.39,0.306,-11.165,12.547,-1.68,
54606510,-0.879,0.41,0.328,-6.79,-3.99,-5.512,
54606520,-0.831,0.399,0.321,0.455,-14.35,-8.19,
54606530,-0.826,0.414,0.303,5.845,-16.012,-10.85,
54606540,-0.865,0.418,0.289,6.247,-12.967,-12.25,
54606550,-0.921,0.428,0.282,5.407,-11.672,-11.987,
54606560,-0.871,0.406,0.271,4.585,-11.147,-10.482,
54606570,-0.986,0.425,0.286,5.337,-4.217,-7.542,
54606580,-0.977,0.46,0.277,2.345,-9.887,-4.532,
54606580,-0.895,0.432,0.277,-5.32,-17.587,-3.395,
54606600,-0.905,0.401,0.281,-9.537,-18.095,-2.432,
54606600,-0.891,0.41,0.285,-8.067,-17.692,-1.82,
54606620,-0.888,0.417,0.285,-8.347,-17.71,-2.047,
54606620,-0.902,0.42,0.275,-11.655,-18.375,-1.312,
54606640,-0.908,0.428,0.275,-14.717,-19.53,-0.192,
54606640,-0.883,0.428,0.307,-17.237,-19.232,-0.245,
54606660,-0.866,0.419,0.323,-19.285,-15.96,-0.035,
54606660,-0.854,0.415,0.337,-20.405,-11.305,0.122,
54606670,-0.809,0.393,0.318,-20.037,-7.787,-0.017,
54606680,-0.804,0.378,0.325,-18.182,-3.727,-0.14,
54606690,-0.799,0.372,0.314,-14.035,-0.63,-0.21,
54606700,-0.82,0.399,0.324,-10.395,1.68,-0.822,
54606710,-0.853,0.383,0.32,-10.815,1.295,-0.087,
