#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
37048270,-0.094,-0.095,0.983,0.42,-9.17,-0.7,
37048280,-0.093,-0.093,0.984,-0.122,-10.15,-0.717,
37048290,-0.087,-0.096,0.984,-0.542,-11.76,-0.875,
37048300,-0.082,-0.096,0.984,-1.032,-12.442,-0.787,
37048310,-0.075,-0.098,0.983,-1.26,-13.667,-0.927,
37048320,-0.062,-0.098,0.981,-1.54,-13.755,-0.892,
37048330,-0.054,-0.103,0.98,-1.54,-14,-1.032,
37048330,-0.034,-0.106,0.977,-1.452,-13.072,-0.875,
37048350,-0.013,-0.107,0.973,-0.822,-11.935,-0.752,
37048350,-0.021,-0.104,0.974,-0.017,-9.03,-0.21,
37048370,-0.027,-0.101,0.975,0.717,-7.262,0.157,
37048370,-0.034,-0.097,0.976,1.242,-5.092,0.805,
37048390,-0.045,-0.094,0.977,1.662,-4.2,1.137,
37048390,-0.04,-0.098,0.976,1.767,-3.027,1.557,
37048410,-0.037,-0.096,0.975,2.135,-2.45,1.767,
37048410,-0.042,-0.096,0.974,2.397,-1.137,2.065,
37048420,-0.047,-0.097,0.974,2.782,-0.77,2.03,
37048430,-0.059,-0.099,0.976,2.905,-0.175,1.872,
37048440,-0.067,-0.101,0.978,3.045,-0.542,1.505,
37048450,-0.078,-0.099,0.98,2.957,-0.77,1.225,
37048460,-0.079,-0.101,0.98,2.887,-1.732,0.84,
37048470,-0.077,-0.098,0.982,2.677,-2.24,0.717,
37048480,-0.076,-0.099,0.983,2.502,-3.01,0.682,
37048490,-0.078,-0.101,0.983,2.292,-3.43,0.857,
37048500,-0.083,-0.097,0.982,2.187,-4.13,0.857,
37048510,-0.081,-0.093,0.984,1.767,-4.987,0.857,
37048520,-0.084,-0.094,0.983,1.155,-6.09,0.735,
37048530,-0.075,-0.094,0.982,0.525,-7.175,0.805,
37048540,-0.072,-0.096,0.982,0.052,-7.91,0.84,
37048550,-0.069,-0.099,0.98,-0.14,-8.487,0.875,
37048560,-0.062,-0.101,0.98,-0.175,-8.627,0.84,
37048570,-0.051,-0.102,0.979,-0.07,-8.557,0.822,
37048580,-0.048,-0.102,0.979,0.14,-7.682,1.12,
37048590,-0.048,-0.102,0.979,0.507,-7.087,1.382,
37048600,-0.055,-0.102,0.981,0.77,-6.125,1.732,
37048610,-0.066,-0.101,0.981,0.84,-5.985,1.82,
37048620,-0.072,-0.1,0.983,0.595,-5.897,1.767,
37048630,-0.073,-0.1,0.983,0.402,-6.685,1.557,
37048640,-0.078,-0.1,0.984,-0.07,-6.947,1.312,
