#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
47652620,-0.681,0.299,0.632,-6.475,22.382,13.737,
47652630,-0.76,0.303,0.584,-8.662,28.087,13.982,
47652640,-0.733,0.302,0.574,-9.502,22.627,15.54,
47652650,-0.782,0.329,0.564,-6.072,21.77,11.987,
47652660,-0.805,0.33,0.548,-3.71,11.2,10.167,
47652670,-0.783,0.351,0.529,-1.837,3.745,7.122,
47652680,-0.79,0.365,0.572,1.137,-3.64,0.84,
47652690,-0.819,0.353,0.605,0,-7.385,-1.61,
47652700,-0.765,0.304,0.595,-2.712,-10.167,-2.73,
47652710,-0.708,0.239,0.576,-2.415,-8.54,-4.795,
47652720,-0.768,0.286,0.569,1.19,-5.442,-6.93,
47652730,-0.735,0.241,0.552,3.692,-6.685,-2.572,
47652740,-0.871,0.235,0.503,8.015,-12.022,-4.165,
47652750,-0.821,0.375,0.525,13.615,-26.372,-8.802,
47652760,-0.814,0.373,0.595,14.175,-39.41,-8.522,
47652770,-0.78,0.338,0.636,6.755,-37.152,-12.617,
47652780,-0.691,0.259,0.604,2.38,-32.252,-11.725,
47652790,-0.641,0.276,0.648,3.43,-23.817,-6.527,
47652800,-0.647,0.275,0.642,3.36,-14.28,-2.572,
47652810,-0.626,0.309,0.642,4.34,-7.77,0.28,
47652820,-0.667,0.36,0.652,4.672,-2.87,2.887,
47652830,-0.691,0.441,0.662,2.52,-0.84,4.112,
47652830,-0.622,0.445,0.694,-0.997,0.63,7.402,
47652850,-0.694,0.4,0.699,-8.575,12.495,6.842,
47652850,-0.642,0.315,0.647,-13.912,22.557,4.462,
47652870,-0.67,0.306,0.602,-12.985,28.385,4.34,
47652870,-0.703,0.314,0.584,-10.045,29.977,3.045,
47652890,-0.78,0.327,0.554,-7.945,27.632,1.33,
47652890,-0.788,0.348,0.561,-6.65,20.755,-1.382,
47652910,-0.844,0.32,0.549,-6.965,14.91,-4.13,
47652910,-0.821,0.28,0.538,-6.352,6.597,-6.247,
47652920,-0.825,0.255,0.547,-2.887,-0.35,-6.212,
47652930,-0.796,0.234,0.556,0.805,-5.687,-4.935,
47652940,-0.772,0.239,0.559,4.812,-9.082,-2.695,
47652950,-0.761,0.237,0.55,7.927,-10.99,0.105,
47652960,-0.82,0.204,0.48,11.707,-16.222,0.892,
47652970,-0.76,0.309,0.506,22.225,-30.905,-3.167,
47652980,-0.875,0.462,0.617,26.81,-40.25,-6.79,
47652990,-0.836,0.438,0.705,13.44,-41.475,-7.647,
47653000,-0.706,0.319,0.65,-0.332,-35.542,-2.975,
47653010,-0.575,0.26,0.62,-3.902,-27.58,-0.402,
47653020,-0.57,0.275,0.654,-0.035,-16.537,-1.487,
47653030,-0.662,0.358,0.662,3.132,-4.095,-1.102,
47653040,-0.691,0.375,0.655,1.96,-1.085,3.377,
47653050,-0.657,0.364,0.633,-2.992,3.395,3.22,
47653060,-0.655,0.37,0.676,-5.477,8.942,0.052,
47653070,-0.711,0.338,0.671,-10.762,19.565,2.117,
47653080,-0.676,0.294,0.61,-13.93,25.2,5.232,
47653090,-0.702,0.299,0.589,-12.04,27.02,7.157,
47653100,-0.735,0.292,0.565,-8.557,25.06,5.512,
47653110,-0.776,0.305,0.546,-5.04,21.175,2.852,
47653120,-0.829,0.319,0.537,-2.135,14.367,-0.07,
47653130,-0.831,0.307,0.54,-0.56,6.562,-2.922,
47653140,-0.844,0.272,0.558,1.277,-0.35,-4.2,
47653150,-0.815,0.265,0.572,2.887,-5.67,-3.675,
47653160,-0.788,0.237,0.561,5.302,-10.535,-1.417,
47653170,-0.789,0.226,0.519,9.17,-14.84,0.735,
47653170,-0.765,0.262,0.498,16.502,-25.375,-0.98,
47653190,-0.8,0.388,0.578,24.027,-34.772,-4.952,
47653190,-0.823,0.441,0.682,18.077,-36.942,-6.405,
47653210,-0.739,0.353,0.663,3.64,-30.607,-1.627,
47653210,-0.656,0.27,0.639,-3.552,-25.182,2.485,
47653230,-0.584,0.299,0.642,0.087,-18.462,3.097,
47653230,-0.622,0.373,0.648,2.345,-9.205,3.85,
47653250,-0.66,0.379,0.643,-0.367,-1.662,3.552,
47653250,-0.673,0.377,0.644,-4.48,4.182,2.047,
47653260,-0.64,0.394,0.728,-10.22,11.515,0.857,
47653270,-0.672,0.303,0.655,-19.372,23.765,5.18,
47653280,-0.576,0.279,0.608,-23.852,29.75,12.512,
47653290,-0.7,0.279,0.595,-22.452,34.755,18.165,
47653300,-0.746,0.266,0.535,-17.115,31.71,15.242,
47653310,-0.836,0.344,0.537,-8.907,24.71,11.165,
47653320,-0.906,0.33,0.508,-6.895,15.487,5.967,
47653330,-0.877,0.329,0.545,-3.01,2.922,0.507,
47653340,-0.897,0.282,0.553,-2.222,-6.125,-2.257,
47653350,-0.853,0.203,0.504,1.662,-14.35,-4.095,
