#Format version: 1.0
time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3,
39681450,-0.077,-0.26,0.955,-2.152,0.21,1.785,
39681460,-0.079,-0.26,0.955,-2.152,-0.175,1.715,
39681470,-0.078,-0.26,0.955,-2.152,0.105,1.697,
39681480,-0.078,-0.26,0.955,-2.135,-0.227,1.645,
39681490,-0.077,-0.26,0.956,-2.135,0.175,1.645,
39681500,-0.077,-0.26,0.955,-2.1,-0.122,1.627,
39681510,-0.076,-0.26,0.955,-2.117,0.28,1.68,
39681520,-0.077,-0.261,0.955,-2.082,0,1.61,
39681530,-0.078,-0.26,0.955,-2.1,0.455,1.662,
39681540,-0.076,-0.259,0.955,-1.995,0.245,1.68,
39681550,-0.076,-0.261,0.954,-1.96,0.717,1.785,
39681560,-0.076,-0.261,0.954,-1.872,0.752,1.785,
39681570,-0.076,-0.26,0.955,-1.802,1.347,1.925,
39681580,-0.073,-0.267,0.954,-1.505,1.697,1.855,
39681580,-0.075,-0.253,0.955,-1.277,2.905,1.907,
39681600,-0.075,-0.264,0.954,-1.137,3.657,2.712,
39681600,-0.075,-0.258,0.955,-0.717,4.462,2.52,
39681620,-0.082,-0.261,0.954,-0.84,4.567,2.59,
39681620,-0.082,-0.261,0.956,-0.717,4.655,2.677,
39681640,-0.09,-0.26,0.954,-0.717,4.567,2.537,
39681640,-0.092,-0.257,0.956,-0.717,4.007,2.45,
39681660,-0.087,-0.261,0.955,-0.857,3.377,2.397,
39681660,-0.092,-0.257,0.954,-0.735,2.887,2.117,
39681670,-0.096,-0.259,0.954,-0.805,2.345,2.17,
39681680,-0.09,-0.259,0.955,-0.63,1.627,2.012,
39681690,-0.094,-0.26,0.955,-0.455,1.207,1.837,
39681700,-0.094,-0.259,0.955,-0.35,0.35,1.802,
39681710,-0.099,-0.259,0.956,-0.542,-0.385,1.89,
39681720,-0.081,-0.261,0.96,-0.875,-1.33,1.942,
39681730,-0.069,-0.26,0.964,-1.312,-0.63,2.345,
39681740,-0.073,-0.28,0.966,-1.855,0.56,2.677,
39681750,-0.066,-0.27,0.968,-2.135,1.837,2.975,
39681760,-0.062,-0.287,0.969,-2.835,2.485,4.235,
39681770,-0.063,-0.267,0.966,-3.045,3.64,4.532,
39681780,-0.073,-0.269,0.963,-3.325,3.99,5.075,
39681790,-0.09,-0.253,0.956,-3.045,4.322,4.9,
39681800,-0.094,-0.261,0.957,-2.852,3.202,4.76,
39681810,-0.093,-0.256,0.947,-2.222,2.887,4.655,
39681820,-0.116,-0.245,0.938,-1.19,1.89,4.41,
39681830,-0.081,-0.231,0.945,-0.822,1.662,4.917,
39681840,-0.085,-0.242,0.938,-1.067,1.977,5.512,
39681850,-0.118,-0.155,0.944,-0.892,2.957,4.777,
39681860,-0.125,-0.218,0.918,-3.132,3.307,3.5,
39681870,-0.244,-0.121,0.919,-3.167,3.955,1.662,
39681880,-0.221,-0.176,0.907,-4.147,-0.227,-1.347,
39681890,-0.053,-0.184,0.95,-3.377,-4.62,-3.57,
39681900,0.014,-0.283,0.96,-2.397,-4.952,-7.595,
39681910,-0.111,-0.335,0.947,-2.31,-3.377,-8.977,
39681920,-0.129,-0.292,0.948,-0.035,-6.93,-7.84,
39681920,-0.087,-0.368,0.954,1.872,-9.922,-6.475,
39681940,-0.037,-0.295,0.971,5.337,-9.677,-8.365,
39681940,0.04,-0.229,0.984,3.15,-4.602,-8.54,
39681960,0.026,-0.199,0.991,-2.905,3.395,-6.422,
39681960,-0.046,-0.18,0.985,-9.537,10.675,-4.777,
39681980,-0.122,-0.24,0.972,-13.72,13.527,-4.462,
39681980,-0.147,-0.27,0.965,-13.772,13.055,-6.965,
39682000,-0.151,-0.272,0.962,-12.967,10.902,-10.045,
39682000,-0.107,-0.269,0.962,-11.952,8.627,-11.497,
39682010,-0.079,-0.303,0.956,-10.675,7.21,-10.885,
39682020,-0.056,-0.301,0.96,-9.852,7.035,-8.207,
39682030,-0.062,-0.272,0.975,-11.952,8.61,-4.725,
39682040,-0.063,-0.249,0.995,-18.48,10.78,-0.962,
39682050,0.001,-0.223,1.008,-29.277,14.052,3.832,
39682060,-0.038,-0.253,1.018,-41.982,19.827,9.205,
39682070,-0.068,-0.215,1.041,-54.67,25.987,11.34,
39682080,-0.03,-0.202,1.068,-68.302,31.85,11.095,
