time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
52071650,-0.969,0.739,0.293,-36.277,42.227,115.902
52071660,-1.006,0.717,0.28,-55.317,48.79,100.607
52071670,-1.061,0.587,0.156,-63.875,62.755,92.925
52071680,-1.221,0.61,0.109,-55.492,71.837,85.05
52071690,-1.224,0.712,0.156,-44.082,73.395,68.232
52071700,-1.235,0.737,0.151,-41.72,61.267,55.422
52071710,-1.217,0.694,0.153,-43.645,41.93,45.955
52071720,-1.094,0.603,0.128,-37.747,30.642,40.477
52071730,-0.968,0.568,0.107,-21.192,34.387,37.117
52071740,-0.931,0.582,0.242,-5.215,45.097,33.985
52071750,-0.869,0.588,0.254,-5.18,56.402,33.705
52071760,-0.874,0.567,0.284,-16.327,66.867,35.262
52071770,-0.922,0.552,0.272,-32.112,69.632,31.85
52071780,-0.884,0.486,0.223,-44.345,65.45,23.957
52071790,-0.843,0.422,0.181,-49.805,57.837,15.942
52071800,-0.855,0.372,0.177,-51.467,46.707,9.747
52071810,-0.845,0.34,0.136,-53.55,31.185,4.392
52071820,-0.823,0.313,0.096,-52.325,14.805,-0.122
52071830,-0.853,0.266,0.06,-46.585,-0.49,2.975
52071830,-0.857,0.28,0.06,-36.68,-11.917,5.495
52071850,-0.957,0.332,-0.089,-26.722,-15.172,2.38
52071850,-0.902,0.296,0.097,1.89,-9.345,-8.715
52071870,-1.133,0.364,0.016,1.925,-5.932,1.68
52071870,-1.191,0.487,0.046,-1.995,-10.29,0.875
52071890,-1.186,0.527,0.062,-12.74,-14.647,-15.505
52071890,-1.07,0.445,0.052,-28.437,-20.965,-26.005
52071910,-1.021,0.418,-0.032,-40.67,-21.42,-25.025
52071910,-0.908,0.346,0.004,-46.41,-14.542,-22.26
52071920,-0.893,0.349,-0.096,-39.987,-1.225,-15.435
52071930,-0.63,0.452,-0.023,-24.99,9.712,-4.41
52071940,-0.885,0.385,0.037,-25.007,27.072,9.467
52071950,-1.03,0.492,0.062,-37.852,31.29,-2.8
52071960,-0.982,0.406,0.022,-45.01,26.915,-10.71
52071970,-1.03,0.367,0.072,-37.17,23.31,-16.607
52071980,-0.95,0.378,0.137,-30.047,16.607,-17.412
52071990,-1.014,0.356,0.084,-34.72,14.665,-17.307
52072000,-0.959,0.317,0.031,-33.127,6.405,-14.682
52072010,-0.976,0.352,0.061,-22.33,-0.245,-8.697
52072020,-0.978,0.324,0.077,-19.827,-8.172,-8.522
52072030,-0.951,0.299,0.085,-12.18,-14.647,-7.717
52072040,-0.974,0.301,0.122,1.592,-19.495,-3.745
52072050,-0.93,0.303,0.123,11.725,-22.977,-0.122
52072060,-0.901,0.314,0.155,19.285,-16.45,4.445
52072070,-0.926,0.311,0.157,24.115,-5.232,10.01
