time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
54307810,-0.376,0.721,0.593,-1.155,-2.135,0.682
54307820,-0.372,0.713,0.597,-3.5,-2.957,0.472
54307830,-0.36,0.691,0.594,-5.11,-3.64,0
54307840,-0.353,0.676,0.595,-5.355,-3.36,0
54307850,-0.35,0.683,0.603,-4.62,-2.835,0.087
54307860,-0.365,0.714,0.629,-4.515,-2.03,-0.385
54307870,-0.36,0.667,0.589,-5.6,-2.345,0.192
54307880,-0.407,0.696,0.649,-2.975,-3.29,2.992
54307890,-0.364,0.741,0.628,0.21,-4.567,0.052
54307900,-0.358,0.672,0.622,-3.71,-5.757,-0.787
54307910,-0.331,0.6,0.58,-4.445,-5.197,3.29
54307920,-0.344,0.706,0.619,3.115,-2.66,4.602
54307930,-0.343,0.769,0.642,3.727,-0.262,-0.472
54307940,-0.352,0.664,0.606,-1.942,-0.437,-2.607
54307950,-0.363,0.625,0.58,-1.207,-1.627,1.435
54307960,-0.365,0.742,0.621,3.272,-1.995,2.555
54307970,-0.355,0.745,0.625,-0.157,-3.517,-0.595
54307980,-0.358,0.643,0.591,-4.585,-4.83,-0.122
54307990,-0.364,0.679,0.6,-1.05,-4.095,2.1
54308000,-0.356,0.74,0.617,1.102,-2.17,0.612
54308010,-0.376,0.694,0.614,-2.257,-2.397,-0.7
54308020,-0.376,0.67,0.604,-2.1,-3.045,0.017
54308030,-0.367,0.701,0.613,-0.77,-3.43,1.365
54308040,-0.354,0.702,0.61,-1.785,-3.255,1.137
54308050,-0.358,0.679,0.604,-1.382,-3.482,0.875
54308050,-0.364,0.705,0.617,-0.245,-3.255,0.42
54308070,-0.36,0.707,0.617,-2.047,-3.535,-0.367
54308070,-0.348,0.659,0.596,-3.99,-3.99,0.56
54308080,-0.358,0.686,0.609,-1.522,-4.077,1.89
54308090,-0.353,0.73,0.625,0.07,-3.412,0.087
54308100,-0.357,0.687,0.611,-2.8,-3.447,-0.875
54308110,-0.36,0.662,0.605,-2.887,-3.482,0.647
54308120,-0.357,0.708,0.62,-0.56,-3.202,1.172
54308130,-0.351,0.703,0.616,-1.592,-3.062,0.175
54308140,-0.355,0.662,0.603,-1.732,-2.992,0.542
54308150,-0.359,0.697,0.616,1.277,-2.31,1.277
54308160,-0.36,0.728,0.626,1.015,-2.047,0.157
54308170,-0.361,0.685,0.61,-2.24,-2.747,-0.56
54308180,-0.359,0.667,0.601,-2.082,-3.185,0.63
54308190,-0.358,0.703,0.612,0.192,-3.01,1.242
54308200,-0.36,0.711,0.616,-0.192,-2.642,0.297
54308210,-0.365,0.689,0.613,-1.26,-2.817,-0.157
54308220,-0.364,0.689,0.611,-1.137,-2.66,0.647
54308230,-0.36,0.701,0.615,-1.137,-2.87,0.98
54308240,-0.355,0.695,0.612,-1.487,-2.87,0.525
54308250,-0.354,0.683,0.609,-1.207,-3.027,0.577
54308260,-0.353,0.687,0.609,-0.332,-2.52,1.05
54308270,-0.358,0.699,0.615,0.297,-2.24,0.752
54308280,-0.365,0.699,0.617,-0.192,-2.17,0.332
54308290,-0.366,0.687,0.61,-0.857,-2.887,0.402
54308300,-0.365,0.687,0.607,-0.63,-2.922,0.91
54308310,-0.364,0.695,0.608,0.07,-3.097,1.032
54308320,-0.363,0.693,0.606,-0.052,-2.677,1.05
54308330,-0.362,0.691,0.603,-0.07,-2.432,1.295
54308340,-0.365,0.701,0.609,0.14,-1.697,1.487
54308350,-0.366,0.706,0.611,-0.542,-1.96,1.33
54308360,-0.369,0.695,0.609,-1.575,-2.38,1.33
54308370,-0.367,0.69,0.607,-1.277,-3.237,1.522
54308380,-0.364,0.692,0.612,-0.175,-3.482,1.802
54308390,-0.373,0.694,0.615,0.595,-4.2,1.942
54308400,-0.361,0.692,0.615,1.277,-4.392,2.117
54308410,-0.352,0.681,0.615,2.432,-3.605,2.047
54308420,-0.35,0.672,0.622,4.532,-2.03,1.505
54308420,-0.329,0.667,0.614,8.61,0.42,0.56
54308440,-0.34,0.669,0.628,12.285,4.742,0.63
54308440,-0.307,0.655,0.626,15.925,11.585,1.032
54308460,-0.32,0.67,0.64,23.537,20.422,0.98
54308460,-0.269,0.67,0.644,33.862,33.81,0.805
54308480,-0.308,0.718,0.675,44.94,51.957,-0.315
54308480,-0.32,0.679,0.607,53.217,63.98,-0.98
54308500,-0.3,0.678,0.632,66.92,75.162,-8.417
54308500,-0.354,0.684,0.617,76.44,82.25,-11.217
54308510,-0.402,0.66,0.577,81.935,81.375,-9.1
54308520,-0.41,0.706,0.556,91.91,77.77,-13.702
54308530,-0.414,0.751,0.536,96.32,72.45,-19.442
54308540,-0.381,0.754,0.497,94.43,68.792,-24.202
54308550,-0.329,0.748,0.456,91.577,73.29,-26.04
54308560,-0.331,0.75,0.423,89.162,85.47,-26.53
54308570,-0.385,0.778,0.385,87.885,99.61,-29.942
54308580,-0.408,0.802,0.323,83.51,111.877,-34.632
54308590,-0.467,0.798,0.295,71.872,120.522,-37.082
54308600,-0.542,0.81,0.29,59.605,121.747,-39.515
54308610,-0.576,0.82,0.272,50.557,112.455,-40.722
54308620,-0.556,0.814,0.252,35.805,100.992,-37.695
54308630,-0.54,0.809,0.234,20.352,90.387,-36.33
54308640,-0.542,0.822,0.231,8.592,82.687,-37.065
54308650,-0.555,0.825,0.23,-4.83,76.947,-38.395
54308660,-0.568,0.812,0.223,-18.042,73.237,-42.122
54308670,-0.563,0.785,0.217,-28.595,70.175,-47.67
54308680,-0.542,0.767,0.22,-36.837,70.052,-52.867
54308690,-0.558,0.751,0.223,-42.822,72.1,-58.135
54308700,-0.593,0.732,0.24,-48.457,74.952,-62.737
54308710,-0.635,0.723,0.258,-54.022,76.422,-64.977
54308720,-0.686,0.715,0.273,-57.225,74.847,-64.855
54308730,-0.716,0.689,0.28,-59.815,69.93,-60.62
54308740,-0.691,0.658,0.301,-59.482,65.537,-54.775
54308750,-0.602,0.632,0.309,-56.595,69.65,-50.382
54308760,-0.63,0.651,0.291,-50.645,82.582,-50.785
54308760,-0.797,0.628,0.279,-39.235,77.21,-54.95
54308780,-0.785,0.672,0.285,-34.895,65.012,-48.632
54308780,-0.672,0.656,0.264,-32.392,64.19,-35.91
54308800,-0.608,0.636,0.234,-29.417,65.257,-29.12
54308800,-0.616,0.642,0.25,-20.055,76.965,-27.842
54308820,-0.72,0.679,0.23,-10.395,89.46,-31.15
54308820,-0.851,0.74,0.239,-9.975,89.022,-29.137
54308830,-0.893,0.749,0.211,-16.205,66.937,-20.93
54308840,-0.754,0.715,0.175,-20.86,47.67,-9.625
54308850,-0.671,0.694,0.164,-25.252,39.445,-1.417
54308860,-0.633,0.702,0.172,-30.292,38.675,-3.167
54308870,-0.633,0.705,0.187,-36.697,41.562,-9.607
54308880,-0.644,0.678,0.226,-46.182,46.41,-15.312
54308890,-0.74,0.69,0.257,-54.897,46.392,-20.912
