time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
59817280,0.317,-0.171,1.039,37.047,49.892,7.612
59817290,0.203,-0.149,1.075,24.132,34.055,12.617
59817300,0.169,-0.217,1.041,12.495,12.652,15.645
59817310,0.239,-0.272,0.979,3.43,-5.005,15.487
59817320,0.323,-0.276,0.929,-1.995,-18.13,14.35
59817330,0.355,-0.315,0.899,-5.337,-24.92,14.63
59817340,0.365,-0.327,0.888,-8.61,-30.467,13.3
59817350,0.417,-0.321,0.864,-12.687,-32.427,11.025
59817360,0.472,-0.3,0.86,-16.765,-33.897,9.607
59817370,0.478,-0.27,0.882,-23.047,-32.76,10.692
59817380,0.507,-0.249,0.892,-32.515,-34.107,13.037
59817390,0.542,-0.234,0.904,-44.747,-32.41,17.062
59817400,0.532,-0.214,0.948,-59.202,-31.675,21.035
59817410,0.619,-0.129,1.006,-79.835,-28.525,25.707
59817420,0.711,-0.065,1.074,-111.265,-24.08,33.285
59817430,0.797,-0.22,1.069,-146.142,-21.752,52.552
59817440,1.188,-0.01,1.021,-170.852,-20.947,78.925
59817450,0.804,-0.428,1.074,-204.382,3.202,110.075
59817460,0.333,-0.519,1.181,-219.66,-18.882,145.145
59817470,0.276,-0.362,1.371,-215.897,-53.847,153.702
59817480,-0.238,-0.894,1.415,-208.372,-108.395,127.33
59817490,0.471,-1.622,1.098,-189.595,-190.19,83.807
59817500,1.567,-1.011,0.65,-134.68,-181.772,39.27
59817510,0.708,-0.572,0.338,-114.485,-112.402,23.642
59817510,0.732,0.148,0.349,-93.817,-82.95,0.682
59817530,1.438,1.074,0.174,-74.06,-65.73,-45.15
59817530,0.325,1.278,0.156,-108.972,-129.657,-152.11
59817550,-0.041,1.6,0.314,-34.545,-192.517,-302.417
59817550,-0.951,0.852,0.309,-66.482,-201.705,-248.465
59817570,-0.688,0.267,0.302,-50.732,-160.212,-172.655
59817570,-1.071,-0.596,0.324,-27.86,-102.357,-89.652
59817580,-0.866,-1.692,0.058,7.822,-63.192,-11.06
59817590,-0.981,-1.995,-1.064,50.435,-27.037,61.337
59817600,1.994,-1.998,-1.997,63.28,161.91,24.43
59817610,-0.341,-0.834,-0.209,125.212,343.385,-75.267
59817620,-1.188,1.97,1.994,170.485,295.732,-127.977
59817630,1.646,-0.034,0.569,181.685,265.825,-57.522
59817640,0.639,-0.786,1.171,204.155,239.942,-33.582
59817650,0.672,-0.087,0.852,225.207,193.69,-32.882
59817660,0.697,0.154,1.098,224.262,186.427,-3.36
59817670,0.215,-0.091,1.36,185.517,186.532,14.315
59817680,0.095,-0.093,1.403,141.347,164.08,11.007
59817690,-0.033,-0.113,1.474,94.307,122.867,6.51
59817700,0.144,-0.122,1.345,52.15,69.912,4.935
59817710,0.188,-0.144,1.247,16.31,25.217,11.427
59817720,0.206,-0.208,1.154,-13.055,-11.392,17.465
59817730,0.277,-0.29,1.015,-35.857,-35.647,19.04
59817740,0.378,-0.366,0.862,-48.947,-47.635,15.715
59817750,0.474,-0.408,0.762,-53.532,-44.467,11.112
59817760,0.513,-0.423,0.727,-51.957,-35.84,8.032
59817770,0.501,-0.402,0.765,-49.805,-24.255,7.682
59817780,0.504,-0.35,0.823,-50.085,-18.13,8.802
59817790,0.449,-0.359,0.93,-55.667,-13.965,13.632
59817800,0.568,-0.253,0.883,-61.827,-21.7,20.72
59817810,0.467,-0.311,0.996,-78.592,-22.977,30.642
59817820,0.515,-0.281,1.033,-97.125,-31.99,39.532
59817830,0.574,-0.259,1.036,-120.312,-37.817,51.082
59817830,0.601,-0.391,0.973,-143.08,-43.225,65.117
59817850,0.577,-0.479,0.917,-157.85,-46.427,82.022
59817850,0.59,-0.657,0.848,-167.562,-66.132,103.46
59817870,0.624,-0.718,1.012,-156.362,-81.462,112.945
59817870,0.578,-1.108,0.988,-133.542,-98.56,110.81
59817890,0.637,-1.232,0.843,-97.492,-120.907,98.402
59817890,0.369,-0.886,0.642,-52.815,-135.485,81.025
59817910,0.229,-1.654,-0.473,-30.817,-165.987,80.937
59817910,0.988,-1.998,-0.231,-14.35,-181.317,91.245
59817920,1.098,-1.646,-0.791,54.46,-159.6,101.815
59817930,1.353,-0.628,-1.194,60.777,-143.22,90.632
59817940,1.49,-0.468,-0.766,-5.407,-168.927,47.53
59817950,1.415,-0.01,-0.325,-45.08,-185.185,-29.645
59817960,0.627,0.494,0,-64.732,-191.432,-99.102
59817970,-0.296,0.752,0.268,-76.44,-201.337,-136.29
59817980,-0.796,0.822,0.656,-86.555,-184.572,-107.905
59817990,-1.106,0.474,0.98,-61.057,-140.385,-61.39
59818000,-1.457,0.437,1.008,-39.007,-92.802,-5.775
59818010,-1.553,0.647,0.81,-2.415,-56.822,30.187
59818020,-1.304,0.39,0.409,-12.215,-48.195,46.462
59818030,0.889,-1.557,1.534,-22.47,35.227,68.6
59818040,1.211,-1.998,-1.19,99.505,382.882,-63.56
59818050,-0.484,1.556,0.912,257.46,337.942,-256.917
59818060,1.041,0.289,1.207,199.045,310.187,-140.612
59818070,1.276,-0.711,0.774,259.227,227.01,-47.162
59818080,1.048,0.387,0.951,257.617,190.242,-7.35
59818090,0.836,0,0.984,238.455,168.175,68.582
59818100,0.346,-0.225,1.099,213.15,147.98,108.902
59818110,-0.376,-0.245,1.555,178.78,118.492,108.85
59818120,-0.511,-0.143,1.568,130.69,77.962,69.125
59818130,-0.269,-0.239,1.387,76.002,45.57,25.147
59818140,0.125,-0.357,1.155,36.995,15.61,-4.987
59818150,0.481,-0.33,0.845,20.177,-6.335,-8.47
59818160,0.737,-0.694,0.31,30.975,-8.907,4.165
59818170,0.586,-0.737,0.443,68.425,16.817,6.72
59818180,0.521,-0.243,0.917,83.37,37.38,-3.64
59818190,0.505,-0.083,1.087,60.97,40.6,1.557
59818200,0.253,-0.215,1.073,27.632,30.835,11.795
