time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
47933140,-0.785,0.292,0.665,25.427,-44.047,-18.392
47933150,-0.765,0.32,0.71,16.765,-35.962,-16.572
47933160,-0.728,0.221,0.699,1.925,-23.257,-13.3
47933170,-0.695,0.162,0.678,-6.247,-14.437,-7.21
47933180,-0.605,0.155,0.647,-9.345,-8.365,-0.56
47933190,-0.622,0.183,0.643,-8.54,2.835,5.722
47933200,-0.67,0.241,0.652,-10.57,12.775,13.492
47933210,-0.666,0.25,0.71,-15.96,22.715,19.18
47933220,-0.663,0.284,0.719,-19.792,39.217,22.102
47933230,-0.765,0.314,0.693,-28.35,55.16,23.66
47933240,-0.821,0.244,0.602,-39.97,51.695,22.137
47933250,-0.801,0.169,0.49,-37.712,41.177,21.962
47933260,-0.793,0.213,0.417,-24.062,30.922,20.527
47933260,-0.869,0.19,0.384,-11.69,25.445,15.645
47933280,-0.906,0.268,0.453,5.425,14.052,8.872
47933280,-0.915,0.268,0.462,12.022,-1.102,4.34
47933300,-0.902,0.263,0.551,13.23,-14.367,0.332
47933300,-0.912,0.244,0.591,10.43,-19.967,-1.732
47933320,-0.883,0.209,0.527,8.802,-26.302,-5.057
47933320,-0.806,0.226,0.471,12.6,-38.29,-9.292
47933330,-0.855,0.226,0.491,21.42,-54.757,-12.915
47933340,-0.831,0.307,0.574,32.165,-66.412,-19.932
47933350,-0.75,0.335,0.647,31.745,-70.367,-28.192
47933360,-0.73,0.292,0.666,23.607,-59.587,-27.65
47933370,-0.681,0.27,0.69,14.227,-43.12,-20.352
47933380,-0.727,0.192,0.682,-0.017,-29.697,-10.727
47933390,-0.618,0.168,0.696,-4.497,-26.32,-5.232
47933400,-0.581,0.187,0.685,-4.742,-15.225,-0.157
47933410,-0.642,0.244,0.679,-3.272,-1.102,3.097
47933420,-0.662,0.288,0.656,-6.667,8.995,6.772
47933430,-0.7,0.304,0.641,-13.317,17.535,9.66
47933440,-0.63,0.27,0.672,-18.742,24.115,11.077
47933450,-0.674,0.249,0.681,-19.705,39.147,14.665
47933460,-0.724,0.264,0.63,-21.84,51.922,16.87
47933470,-0.852,0.21,0.55,-26.652,50.662,16.45
47933480,-0.87,0.194,0.51,-21.437,41.702,15.382
47933490,-0.883,0.221,0.487,-13.107,29.452,12.67
47933500,-0.903,0.26,0.501,-6.195,18.83,7.525
47933510,-0.944,0.227,0.492,-4.095,5.215,2.257
47933520,-0.865,0.213,0.497,1.19,-12.197,-2.257
47933530,-0.858,0.209,0.537,7.507,-23.31,-5.11
