time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
39319760,-0.651,0.158,0.723,7.647,12.425,1.102
39319760,-0.663,0.165,0.708,6.895,10.412,-0.455
39319780,-0.676,0.181,0.713,4.917,6.51,-1.172
39319780,-0.686,0.162,0.753,0.84,3.29,-1.487
39319800,-0.663,0.13,0.785,-3.587,0.735,-2.415
39319800,-0.645,0.111,0.787,-6.212,-1.995,-2.187
39319820,-0.648,0.11,0.767,-6.772,-3.902,-1.277
39319820,-0.654,0.112,0.743,-6.492,-7,-0.332
39319830,-0.649,0.108,0.702,-4.182,-11.41,-1.067
39319840,-0.647,0.108,0.678,0.227,-15.417,-2.8
39319850,-0.663,0.128,0.727,2.397,-18.095,-3.57
39319860,-0.683,0.153,0.826,-0.332,-23.31,-5.25
39319870,-0.631,0.147,0.865,-5.547,-26.775,-5.88
39319880,-0.599,0.115,0.834,-7.052,-22.137,-3.132
39319890,-0.582,0.106,0.804,-6.037,-18.917,-1.925
39319900,-0.591,0.102,0.766,-6.492,-13.562,-0.595
39319910,-0.602,0.12,0.772,-6.072,-14.017,-0.297
39319920,-0.604,0.121,0.797,-4.27,-15.19,-0.822
39319930,-0.593,0.112,0.819,-1.767,-17.167,-1.417
39319940,-0.587,0.108,0.823,-0.805,-17.85,-1.802
39319950,-0.588,0.117,0.802,-0.77,-17.325,-1.242
39319960,-0.587,0.131,0.793,-0.875,-15.907,0.035
39319970,-0.587,0.132,0.794,-1.225,-15.365,1.452
39319980,-0.579,0.132,0.818,-1.995,-14.28,2.012
39319990,-0.57,0.122,0.848,-3.01,-12.11,2.31
39320000,-0.54,0.114,0.871,-3.412,-8.19,3.062
39320010,-0.51,0.115,0.861,-2.362,-2.502,4.165
39320020,-0.503,0.135,0.825,-0.49,4.235,4.655
39320030,-0.506,0.155,0.793,1.487,9.065,4.602
39320040,-0.543,0.099,0.787,2.205,14.455,4.585
39320050,-0.561,0.066,0.762,3.062,11.602,2.94
39320060,-0.563,0.09,0.781,3.167,7.7,4.252
39320070,-0.604,0.14,0.763,1.837,8.19,6.44
39320080,-0.631,0.177,0.794,-0.315,9.835,6.772
39320090,-0.653,0.181,0.779,-2.572,10.71,5.932
39320100,-0.678,0.19,0.759,-2.257,7.297,2.38
39320110,-0.674,0.2,0.738,-1.067,3.377,-0.945
39320120,-0.668,0.19,0.757,-1.015,-0.49,-3.045
39320130,-0.674,0.146,0.762,-2.187,-4.812,-5.757
39320140,-0.682,0.114,0.738,-3.062,-10.675,-7.42
39320150,-0.679,0.102,0.738,-4.515,-16.572,-7.472
39320160,-0.663,0.104,0.755,-7.42,-22.382,-6.772
39320170,-0.649,0.103,0.803,-11.462,-25.69,-5.302
39320170,-0.619,0.083,0.826,-13.72,-25.935,-4.305
39320190,-0.583,0.083,0.831,-12.53,-24.867,-3.64
39320190,-0.557,0.095,0.806,-9.432,-24.307,-1.855
39320210,-0.567,0.118,0.746,-5.757,-24.71,-0.332
39320210,-0.524,0.183,0.763,-2.957,-26.355,-2.835
39320230,-0.553,0.153,0.841,-5.635,-19.547,-4.287
39320230,-0.607,0.089,0.824,-6.475,-15.085,-7.07
39320250,-0.629,0.085,0.821,-4.182,-19.862,-8.26
39320250,-0.581,0.11,0.817,-2.397,-25.795,-5.302
39320260,-0.514,0.08,0.871,-4.637,-22.452,-0.595
