time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
47439070,-0.639,0.238,0.67,19.74,-27.79,-7.192
47439080,-0.534,0.319,0.678,31.867,-24.132,-11.112
47439090,-0.596,0.355,0.665,34.44,-13.685,-12.285
47439100,-0.688,0.338,0.652,33.722,-7.875,-13.212
47439110,-0.719,0.353,0.637,34.527,-8.942,-14.052
47439120,-0.743,0.357,0.621,33.827,-13.667,-12.512
47439130,-0.723,0.363,0.596,32.795,-19.162,-10.867
47439140,-0.726,0.378,0.595,32.55,-22.365,-8.487
47439150,-0.672,0.43,0.618,28.595,-23.607,-6.02
47439160,-0.621,0.47,0.609,18.777,-19.722,-0.577
47439170,-0.623,0.504,0.599,5.057,-12.11,6.527
47439180,-0.69,0.453,0.641,-9.292,-7.63,10.132
47439190,-0.612,0.406,0.655,-17.395,-7.857,9.047
47439200,-0.569,0.379,0.658,-16.94,-3.762,8.05
47439210,-0.556,0.37,0.665,-14.367,3.115,5.845
47439220,-0.58,0.363,0.655,-11.165,10.552,4.182
47439230,-0.592,0.375,0.649,-9.642,17.85,3.815
47439240,-0.648,0.376,0.633,-12.285,23.03,4.55
47439250,-0.64,0.43,0.568,-16.275,27.387,6.265
47439260,-0.748,0.531,0.573,-27.317,35.787,13.772
47439260,-0.97,0.362,0.59,-44.94,25.392,16.03
47439280,-0.821,0.306,0.573,-42.525,7.577,15.505
47439280,-0.735,0.399,0.595,-35.805,-1.225,18.655
47439300,-0.752,0.34,0.61,-41.317,-8.872,17.36
47439300,-0.7,0.312,0.632,-40.04,-12.495,16.572
47439320,-0.696,0.278,0.656,-35.472,-16.205,15.925
47439320,-0.611,0.304,0.68,-27.527,-16.327,12.075
47439330,-0.63,0.285,0.693,-20.265,-11.97,10.132
47439340,-0.624,0.299,0.686,-12.425,-8.54,7.227
47439350,-0.637,0.301,0.667,-3.29,-4.742,4.97
47439360,-0.665,0.338,0.651,4.62,-2.17,1.54
47439370,-0.705,0.364,0.637,8.75,-0.892,-1.102
47439380,-0.749,0.372,0.629,10.43,-2.817,-1.435
47439390,-0.755,0.364,0.621,10.797,-7.63,-0.735
47439400,-0.719,0.36,0.623,13.125,-12.355,-0.402
47439410,-0.674,0.349,0.633,15.575,-14.455,-2.17
47439420,-0.635,0.343,0.635,17.5,-14.315,-5.057
47439430,-0.686,0.346,0.688,19.127,-11.55,-6.58
47439440,-0.732,0.175,0.697,22.785,-18.655,-10.167
47439450,-0.568,0.221,0.658,41.072,-23.8,-13.772
47439460,-0.639,0.341,0.669,52.29,-25.392,-15.102
47439470,-0.636,0.367,0.645,52.867,-24.15,-20.09
47439480,-0.652,0.415,0.647,50.347,-20.195,-19.775
47439490,-0.635,0.45,0.619,40.862,-16.38,-15.627
47439500,-0.653,0.489,0.599,29.942,-9.257,-10.78
47439510,-0.745,0.477,0.608,18.917,-5.372,-5.757
47439520,-0.688,0.46,0.604,11.007,-9.047,-4.095
47439530,-0.667,0.466,0.619,5.425,-9.397,-1.242
47439540,-0.657,0.432,0.629,-1.75,-10.01,1.242
47439550,-0.635,0.395,0.651,-6.422,-9.73,3.29
47439560,-0.594,0.386,0.666,-9.467,-7.752,4.952
47439570,-0.596,0.375,0.662,-13.247,-2.992,6.947
47439580,-0.6,0.365,0.659,-16.082,1.662,8.557
47439580,-0.611,0.376,0.656,-17.605,6.195,9.415
47439600,-0.62,0.392,0.633,-19.652,10.185,10.097
47439600,-0.599,0.52,0.598,-24.36,17.465,12.477
47439620,-0.745,0.487,0.616,-39.952,23.852,17.745
47439620,-0.782,0.342,0.62,-49.56,17.447,15.732
47439640,-0.696,0.352,0.631,-41.475,11.987,14.665
47439640,-0.68,0.352,0.635,-36.697,8.977,13.79
47439660,-0.672,0.333,0.648,-32.847,7.455,10.535
47439660,-0.693,0.273,0.678,-26.425,4.462,9.03
47439670,-0.599,0.338,0.67,-17.99,4.235,6.002
47439680,-0.647,0.334,0.662,-15.575,7.63,6.142
47439690,-0.682,0.353,0.67,-15.54,9.415,5.11
47439700,-0.662,0.323,0.657,-13.58,8.995,4.952
47439710,-0.632,0.376,0.635,-10.762,12.267,5.145
47439720,-0.696,0.381,0.633,-13.177,13.597,5.722
47439730,-0.725,0.346,0.641,-15.872,10.92,5.32
47439740,-0.719,0.355,0.636,-14.875,6.86,5.722
47439750,-0.712,0.343,0.637,-14.087,2.24,5.267
47439760,-0.691,0.364,0.633,-12.46,-0.98,3.797
47439770,-0.724,0.349,0.633,-11.847,-3.745,3.237
47439780,-0.692,0.338,0.637,-10.412,-7.717,0.962
47439790,-0.679,0.334,0.658,-7.805,-9.572,-0.245
47439800,-0.654,0.333,0.659,-5.407,-9.1,-1.067
47439810,-0.647,0.332,0.655,-4.165,-7.28,-0.63
47439820,-0.671,0.32,0.653,-2.642,-5.705,-0.245
47439830,-0.658,0.317,0.658,0.665,-4.217,-1.05
47439840,-0.659,0.331,0.661,3.78,-2.712,-1.767
47439850,-0.654,0.34,0.649,4.585,-0.717,-1.837
47439860,-0.67,0.353,0.641,4.567,0.787,-0.857
47439870,-0.712,0.359,0.643,3.097,0.98,1.155
47439880,-0.7,0.366,0.642,2.852,-1.207,1.61
47439890,-0.686,0.349,0.645,2.03,-2.8,1.242
47439900,-0.68,0.35,0.639,2.537,-3.465,1.347
47439910,-0.673,0.372,0.632,3.832,-1.592,2.677
47439920,-0.696,0.366,0.654,3.08,-0.192,3.115
47439930,-0.657,0.244,0.686,4.077,-1.277,1.277
47439940,-0.532,0.29,0.674,14.665,3.867,0.105
47439950,-0.614,0.345,0.67,18.252,13.02,1.4
47439960,-0.666,0.333,0.662,17.832,18.69,-0.052
