time[ms],accX[g],accY[g],accZ[g],Value 1,Value 2,Value 3
38012280,-0.714,0.049,0.712,-2.03,-6.317,0.525
38012290,-0.706,0.049,0.733,-0.84,-8.155,-0.297
38012300,-0.716,0.042,0.738,-0.262,-10.447,-0.192
38012310,-0.689,0.039,0.705,0.595,-8.522,-0.052
38012320,-0.655,0.036,0.692,1.907,-5.705,0.98
38012330,-0.647,0.025,0.711,1.855,-4.27,1.435
38012340,-0.685,0.033,0.717,1.4,-3.535,3.185
38012350,-0.708,0.051,0.71,-0.7,-2.957,1.575
38012360,-0.715,0.057,0.723,-2.45,-6.107,-1.505
38012370,-0.711,0.049,0.735,-3.395,-7.245,-1.557
38012380,-0.712,0.038,0.732,-4.48,-7.35,-1.627
38012390,-0.712,0.035,0.728,-4.322,-8.155,-1.715
38012400,-0.695,0.036,0.719,-2.992,-7.612,-2.817
38012410,-0.683,0.024,0.712,-0.42,-7.017,-2.31
38012420,-0.675,0.013,0.711,2.152,-5.46,-0.735
38012420,-0.68,0.013,0.708,3.395,-3.71,0
38012440,-0.696,0.015,0.708,2.625,-2.975,-0.122
38012440,-0.712,0.019,0.712,0.525,-3.99,-0.665
38012460,-0.722,0.016,0.713,-1.627,-5.005,-0.525
38012460,-0.719,0.013,0.712,-3.745,-6.142,-0.752
38012480,-0.711,0.007,0.718,-5.04,-7.787,-0.665
38012480,-0.707,0.003,0.724,-5.127,-7.997,-0.175
38012500,-0.707,0.005,0.724,-3.692,-7.385,0.367
38012500,-0.708,0.01,0.724,-1.12,-7.017,0.612
38012510,-0.706,0.014,0.724,1.645,-6.737,0.84
38012520,-0.705,0.02,0.724,3.517,-6.772,0.805
38012530,-0.705,0.028,0.724,4.217,-8.05,0.735
38012540,-0.701,0.039,0.724,3.867,-9.555,0.472
38012550,-0.69,0.046,0.724,2.817,-10.412,0.385
38012560,-0.679,0.047,0.723,1.435,-10.237,0.507
38012570,-0.676,0.046,0.724,-0.087,-9.45,0.437
38012580,-0.678,0.045,0.727,-1.365,-8.82,0.035
38012590,-0.679,0.045,0.729,-2.187,-7.98,-0.56
38012600,-0.675,0.04,0.733,-2.432,-6.895,-1.067
38012610,-0.67,0.033,0.735,-2.17,-5.547,-1.085
38012620,-0.666,0.029,0.735,-1.767,-4.392,-0.997
38012630,-0.668,0.026,0.736,-1.172,-3.29,-0.822
38012640,-0.672,0.027,0.736,-0.752,-2.135,-0.682
38012650,-0.675,0.03,0.734,-0.472,-1.085,-0.35
38012660,-0.676,0.033,0.735,-0.49,-0.367,0.07
38012670,-0.68,0.034,0.733,-0.98,0.035,0.28
38012680,-0.685,0.033,0.728,-1.645,0.035,0.437
